Date,KOSPI Index,M1WO Index,M1EF Index,KBPMABIN Index,BTSYTRUH Index,JPEIGLBL Index,LGCPTRUU Index,RUGL Index,BCOMTR Index,BCOMGCTR Index
2013-08-05,1916.22,3961.13,388.79,205.2161,526.9411,623.15,222.9742,3669.091,251.6577,329.7198
2013-08-06,1906.62,3954.95,384.73,205.1843,526.783,622.99,223.452,3681.204,250.1628,324.6822
2013-08-07,1878.33,3933.67,381.37,204.9062,527.3638,621.93,223.9532,3651.057,249.0733,325.3914
2013-08-08,1883.97,3956.04,384.93,205.0694,527.7579,623.11,224.5903,3664.074,251.6698,331.6196
2013-08-09,1880.71,3954.01,386.96,205.0556,527.8401,623.78,224.472,3681.569,252.7775,332.2023
2013-08-12,1884.83,3946.74,389.61,205.3035,527.9273,624.46,223.9726,3650.34,256.1239,337.773
2013-08-13,1913.03,3955.23,392.97,205.137,526.2701,622.84,222.4552,3628.43,255.7629,334.3052
2013-08-14,1923.91,3956.28,393.79,204.7947,526.0506,622.65,222.743,3632.873,257.6584,337.5715
2013-08-15,,3907.64,390.79,,524.9211,620.2,221.9995,3578.757,260.7475,344.5341
2013-08-16,1920.11,3909.48,389.92,204.7361,524.647,617.52,221.8723,3539.611,260.8958,347.0916
2013-08-19,1917.64,3890.86,384.55,204.4367,523.7862,611.96,221.4902,3512.668,262.0985,345.7514
2013-08-20,1887.85,3889.05,379.38,204.9645,524.7366,610.08,222.3279,3538.843,260.6608,347.4987
2013-08-21,1867.46,3861.4,376.19,204.8625,524.0442,607.2,221.5627,3523.269,259.8195,346.8663
2013-08-22,1849.12,3882.56,375.43,204.5131,523.5572,606.28,220.8886,3513.686,259.6757,347.044
2013-08-23,1870.16,3910.56,379.73,204.6551,523.9005,608.18,221.8443,3550.432,262.0559,353.3737
2013-08-26,1887.86,3900.22,379.75,205.0163,524.1434,608.63,221.9721,3551.366,264.6048,352.6916
2013-08-27,1885.84,3848.46,372.72,205.0596,525.2316,607.07,223.0105,3531.467,266.2568,359.5529
2013-08-28,1884.52,3837.69,370.43,205.3003,524.9846,605.04,222.1461,3503.881,266.4621,359.1989
2013-08-29,1907.54,3840.76,374.96,205.4959,525.5033,606.05,221.9719,3501.583,264.9645,357.7056
2013-08-30,1926.36,3819.23,378.5,205.7724,525.5246,605.99,221.8876,3492.007,262.5888,353.4527
2013-09-02,1924.81,3841.56,382.15,205.4808,525.1569,,221.7844,3514.28,,
2013-09-03,1933.74,3854.39,380.41,205.4692,524.0261,603.76,220.9084,3502.298,265.0228,357.4797
2013-09-04,1933.03,3881.51,382.05,205.3121,523.5576,602.13,220.9676,3522.3,262.2831,351.9102
2013-09-05,1951.65,3885.08,386.31,204.9412,521.7757,601.04,219.4104,3499.393,261.2402,347.6066
2013-09-06,1955.31,3897.78,389.63,205.0148,522.7332,604.13,220.2621,3527.669,263.2461,351.0247
2013-09-09,1974.67,3933.09,397.12,205.5777,523.3386,606.65,221.1227,3591.349,262.3816,351.0762
2013-09-10,1994.06,3967.45,404.31,205.3298,522.4807,605.93,220.4224,3610.155,260.2768,345.3293
2013-09-11,2003.85,3984.94,404.56,205.7288,523.1309,608.72,221.151,3632.117,260.5457,345.2789
2013-09-12,2004.06,3978.14,403.96,205.8895,523.7397,611.02,221.5473,3620.118,261.5066,336.8737
2013-09-13,1994.32,3980.23,402.51,205.6712,523.9214,611.59,221.423,3622.832,260.329,331.3041
2013-09-16,2013.37,4013.52,408.7,206.1543,524.7148,616.18,222.3331,3667.189,259.4724,333.6338
2013-09-17,2005.58,4015.42,409.02,206.3533,524.9381,617.91,222.3565,3657.803,257.7152,331.5072
2013-09-18,,4052.61,408.44,,525.6786,624.1,223.4343,3724.96,259.5335,331.0516
2013-09-19,,4082.95,417.25,,526.7526,629.2,224.6516,3784.036,261.7008,346.6726
2013-09-20,,4057.35,413.44,,526.5818,629.21,224.5307,3737.744,258.2635,337.3559
2013-09-23,2009.41,4043.58,414.73,206.8602,527.1764,629.31,224.8434,3729.22,256.84,335.9637
2013-09-24,2007.1,4037.93,412.43,206.8991,528.5048,627.57,225.4794,3703.938,255.3652,333.2549
2013-09-25,1998.06,4033.42,411.22,206.8123,529.1174,627.84,225.9603,3709.687,256.5573,338.2933
2013-09-26,2007.32,4043.91,409.37,206.591,528.4575,625.03,225.4613,3717.688,257.2909,335.23
2013-09-27,2011.8,4039.59,408.15,206.7702,528.8678,624.29,226.1276,3724.622,257.6897,339.0532
2013-09-30,1996.96,4010.25,403.12,206.9317,529.1946,622.17,226.0466,3693.295,255.8818,335.965
2013-10-01,1998.87,4035.99,406.76,206.7545,529.4589,622.32,225.8706,3725.368,254.2131,325.6102
2013-10-02,1999.47,4029.84,407.39,206.9627,530.0081,622.31,226.5045,3718.032,256.1129,334.3702
2013-10-03,,4008.48,410.41,,530.157,622.38,226.7684,3683.084,255.48,333.5854
2013-10-04,1996.98,4020.78,411.5,206.9713,529.6624,624.35,226.3214,3673.74,256.1837,331.636
2013-10-07,1994.42,3991.93,410.28,206.8991,530.0995,625.61,226.5309,3660.891,257.8863,335.4846
2013-10-08,2002.76,3957.91,412.0,206.7592,529.6421,626.47,226.6475,3648.33,258.7148,335.3583
2013-10-09,,3949.56,410.7,,529.7231,627.3,225.9823,3661.553,256.4735,330.9534
2013-10-10,2001.4,4017.75,414.14,206.5242,529.2821,627.99,225.9022,3715.511,258.0198,328.346
2013-10-11,2024.9,4047.47,417.89,206.624,529.5727,629.37,226.2916,3749.216,257.2397,321.0801
2013-10-14,2020.27,4061.57,417.67,206.5147,529.617,,226.5415,3753.234,258.3251,323.2077
2013-10-15,2040.96,4049.66,420.61,206.5366,528.8322,630.58,225.7896,3742.392,257.1872,322.3472
2013-10-16,2034.61,4081.41,421.19,206.6841,529.2035,631.25,226.198,3776.138,258.1897,324.6523
2013-10-17,2040.61,4123.85,422.3,206.8304,530.4547,634.76,228.3272,3829.829,258.0625,334.9579
2013-10-18,2052.4,4153.78,425.75,207.102,531.0996,637.3,228.7146,3846.067,259.0722,332.8324
2013-10-21,2053.01,4157.96,425.99,207.072,530.7885,637.02,228.45,3837.059,257.9177,333.1398
2013-10-22,2056.12,4186.84,426.82,207.1162,532.4166,638.91,229.8705,3859.623,257.9107,339.9255
2013-10-23,2035.75,4163.51,422.26,207.5911,533.2115,641.15,230.0687,3855.388,255.8967,337.7484
2013-10-24,2046.69,4179.85,421.18,207.5017,532.7031,640.34,229.8501,3852.589,256.0551,341.8757
2013-10-25,2034.39,4179.97,419.74,207.4987,532.7082,640.34,229.9628,3863.66,256.7051,342.433
2013-10-28,2048.14,4185.87,422.65,207.2987,532.8562,640.07,229.9036,3854.494,255.4845,342.3581
2013-10-29,2051.76,4196.68,423.63,207.4964,533.1182,638.61,229.8545,3837.74,254.6495,340.6622
2013-10-30,2059.58,4190.43,426.1,207.6312,533.4801,639.39,230.004,3823.213,254.9356,341.6247
2013-10-31,2030.09,4167.22,422.7,207.4499,533.4462,638.78,229.1836,3798.39,252.1034,335.1435
2013-11-01,2039.42,4154.22,420.09,207.2015,532.8774,635.5,227.9825,3796.276,249.363,332.4855
2013-11-04,2025.17,4169.76,419.78,207.1022,533.117,634.62,228.3845,3804.52,248.02,332.8665
2013-11-05,2013.93,4158.56,415.41,206.8928,531.8467,630.69,227.6063,3768.914,247.1975,331.1959
2013-11-06,2013.67,4181.61,415.37,206.9746,531.8559,630.61,227.9969,3764.104,247.6122,333.6523
2013-11-07,2004.04,4132.49,412.96,206.8975,533.0067,630.26,227.7865,3726.145,246.9969,331.2981
2013-11-08,1984.87,4153.35,406.87,207.0768,531.7251,625.16,226.3131,3693.459,248.1395,325.2534
2013-11-11,1977.3,4165.3,405.94,206.643,531.6701,,226.5153,3697.993,248.6935,324.3688
2013-11-12,1995.48,4159.48,405.39,206.599,531.1758,618.72,226.3844,3696.471,247.8502,321.8639
2013-11-13,1963.56,4168.48,400.66,206.7845,531.7948,619.72,226.6551,3697.791,247.2796,321.1562
2013-11-14,1967.56,4198.19,405.53,206.7092,532.6107,622.73,227.4282,3729.525,248.0792,325.6598
2013-11-15,2005.64,4220.85,411.01,206.6802,532.3447,625.28,227.6264,3759.694,248.0513,325.9135
2013-11-18,2010.81,4224.53,419.28,206.7542,532.8704,627.8,228.4111,3753.644,246.4485,322.0955
2013-11-19,2031.64,4208.24,418.97,206.55,532.5019,626.15,227.9937,3723.983,245.6183,322.3998
2013-11-20,2017.24,4195.51,416.98,206.5235,532.2067,625.21,227.3572,3695.479,246.472,318.4793
2013-11-21,1993.78,4208.7,410.72,206.3735,531.7303,623.57,227.2022,3686.482,248.2101,314.7865
2013-11-22,2006.23,4226.64,412.74,206.5758,532.0958,626.0,227.8496,3683.427,249.2602,314.8631
2013-11-25,2015.98,4228.11,413.36,206.5074,532.2898,627.15,227.9634,3671.08,249.4288,314.1062
2013-11-26,2022.64,4223.68,411.22,206.6232,533.1392,626.35,228.7198,3663.425,249.303,314.0816
2013-11-27,2028.81,4231.7,412.64,206.6259,532.9988,624.22,228.5357,3680.591,248.743,313.1716
2013-11-28,2045.77,4242.34,413.96,206.5243,532.968,,228.7274,3683.602,,
2013-11-29,2044.87,4241.28,416.52,206.3891,533.0022,,228.9003,3667.851,250.0857,316.3353
2013-12-02,2030.78,4222.99,414.56,206.1714,532.0542,620.21,228.0758,3640.137,249.4262,309.1273
2013-12-03,2009.36,4202.26,410.18,206.2723,532.2954,620.37,228.5149,3631.156,250.0675,308.8497
2013-12-04,1986.8,4180.56,407.34,206.3148,531.1275,619.19,227.4781,3623.571,251.7614,315.5293
2013-12-05,1984.77,4165.37,408.45,206.2466,530.5316,619.83,227.7167,3621.748,252.1132,311.6592
2013-12-06,1980.41,4201.42,409.99,206.3929,530.5354,621.02,227.8515,3637.693,252.4276,310.9261
2013-12-09,2000.38,4214.51,414.34,206.6737,531.0532,622.69,228.2954,3645.45,253.6456,312.2436
2013-12-10,1993.45,4205.76,414.17,206.6458,531.7425,625.43,229.2758,3646.089,254.729,319.0498
2013-12-11,1977.97,4169.27,410.17,206.5002,531.5577,625.63,229.0368,3586.816,255.8141,318.0637
2013-12-12,1967.93,4140.03,405.67,206.5482,531.0764,625.9,228.4929,3562.182,254.3395,309.8926
2013-12-13,1962.91,4137.43,405.28,206.7863,531.0386,627.53,228.5488,3569.975,253.9054,312.3473
2013-12-16,1961.15,4165.05,405.25,207.1303,531.2157,629.15,228.768,3571.379,254.361,314.8284
2013-12-17,1965.74,4150.92,405.3,207.3192,531.7006,628.51,229.0374,3572.363,253.7617,311.2112
2013-12-18,1974.63,4205.65,406.23,207.2216,531.4856,628.29,229.0168,3618.375,253.7384,312.4514
2013-12-19,1975.65,4218.01,405.4,207.2068,530.8207,628.46,228.4387,3603.618,255.1547,301.9779
2013-12-20,1983.35,4239.58,404.42,207.2853,530.9761,628.83,228.8839,3626.693,256.8731,304.5337
2013-12-23,1996.89,4267.79,406.34,207.5232,530.4874,629.08,228.8951,3638.98,256.373,302.8403
2013-12-24,2001.59,4274.15,407.43,207.6082,530.1733,629.03,228.2942,3639.679,256.6729,304.4348
2013-12-25,,4274.35,407.23,,530.0829,,228.2941,3639.639,,
2013-12-26,1999.3,4291.7,406.6,207.6413,529.8702,628.95,228.3697,3648.583,256.6698,306.7129
2013-12-27,2002.28,4312.74,408.4,207.8906,529.0214,627.36,228.4626,3653.101,256.9276,307.1436
2013-12-30,2011.34,4318.12,410.18,207.7187,529.6372,627.56,229.1571,3676.337,255.9755,304.5648
2013-12-31,,4331.02,410.5,207.7341,529.5245,627.86,228.9104,3675.223,253.1865,304.1859
2014-01-01,,4331.09,410.49,,,,,,,
2014-01-02,1967.19,4290.0,405.66,207.2578,529.9805,627.52,228.5711,3661.351,252.4845,309.9807
2014-01-03,1946.14,4292.31,401.04,207.1449,530.0874,628.13,228.5006,3676.28,251.4883,313.3716
2014-01-06,1953.28,4279.57,398.16,207.6024,530.7932,629.0,229.111,3673.721,251.7869,313.2214
2014-01-07,1959.44,4296.52,397.78,207.5799,531.5882,628.95,229.134,3670.748,251.4133,311.0967
2014-01-08,1958.96,4303.58,398.47,207.6327,531.0456,628.04,228.601,3672.148,249.0202,310.0598
2014-01-09,1946.11,4293.68,394.36,207.5282,531.0848,628.54,228.7395,3667.163,246.2951,311.0407
2014-01-10,1938.54,4316.47,397.24,207.5902,532.352,629.93,230.1747,3700.431,248.9301,315.4796
2014-01-13,1948.92,4291.35,400.23,207.8108,533.0404,630.36,230.5131,3694.586,250.7045,316.5601
2014-01-14,1946.07,4307.88,399.36,207.7123,533.208,630.62,230.2706,3688.35,251.276,315.0976
2014-01-15,1953.28,4329.71,400.44,207.6453,532.8346,632.16,229.5749,3703.592,251.494,313.2772
2014-01-16,1957.32,4328.01,399.12,207.7928,533.471,632.27,230.1026,3706.901,251.972,313.7327
2014-01-17,1944.48,4322.78,398.17,207.7756,533.7326,632.19,230.1594,3712.58,252.0075,316.6917
2014-01-20,1953.78,4322.25,397.61,207.851,534.145,,230.218,3704.139,,
2014-01-21,1963.89,4328.51,397.58,207.8112,533.8072,631.78,230.2509,3723.261,251.5821,314.0882
2014-01-22,1970.42,4334.71,399.93,207.7719,533.4013,629.99,230.074,3737.539,253.2392,313.254
2014-01-23,1947.59,4305.38,394.81,207.9334,534.5746,627.18,231.2266,3716.327,253.6413,319.2731
2014-01-24,1940.56,4221.68,389.05,208.2814,535.4483,625.03,231.2129,3675.542,255.7114,319.7792
2014-01-27,1910.34,4186.73,381.64,208.2402,535.1979,624.43,230.9709,3642.086,252.7171,319.5272
2014-01-28,1916.93,4203.52,382.81,208.3302,535.3458,626.06,231.0444,3658.833,254.4689,316.2401
2014-01-29,1941.15,4184.03,383.9,208.268,535.9483,624.84,231.5865,3655.918,256.8976,319.1994
2014-01-30,,4194.08,383.77,,536.3151,623.06,230.9875,3659.016,254.3629,314.218
2014-01-31,,4170.61,383.84,,537.1341,621.46,230.9359,3665.973,253.9401,313.5356
2014-02-03,1919.96,4101.37,379.9,208.3889,537.9716,621.57,231.8046,3627.995,254.5079,318.6202
2014-02-04,1886.85,4096.26,376.21,208.7471,537.8346,625.16,231.2712,3630.877,258.4093,316.4204
2014-02-05,1891.32,4103.22,375.73,208.762,537.8243,625.92,231.107,3635.854,257.8725,317.8622
2014-02-06,1907.89,4157.03,381.18,208.829,537.0395,626.7,231.148,3662.344,257.8888,317.9384
2014-02-07,1922.5,4206.94,384.26,208.7449,537.5211,629.74,231.8165,3699.26,258.6923,319.3803
2014-02-10,1923.3,4220.03,383.57,208.9254,537.3827,628.92,231.972,3722.626,257.5442,322.3655
2014-02-11,1932.06,4266.36,387.42,209.0123,537.0394,629.36,232.0072,3744.915,259.4361,326.1851
2014-02-12,1935.84,4276.22,390.93,209.0795,536.1354,629.73,231.4099,3755.513,260.4039,327.501
2014-02-13,1926.96,4290.74,387.91,209.2746,537.1046,629.13,232.4224,3755.753,261.9298,328.7916
2014-02-14,1940.28,4308.99,392.62,209.3482,537.2871,629.37,232.5944,3762.549,263.0793,333.4711
2014-02-17,1946.36,4318.35,395.5,209.276,537.4094,,232.7108,3775.988,,
2014-02-18,1946.91,4336.91,393.3,209.1847,537.9309,629.27,233.2987,3799.321,267.469,334.9414
2014-02-19,1942.93,4323.48,393.47,209.3313,537.6836,628.61,233.1713,3804.53,269.2326,333.9303
2014-02-20,1930.57,4326.32,390.01,209.3725,537.1052,629.42,232.5763,3790.435,268.5139,333.0456
2014-02-21,1957.83,4336.6,393.58,209.2309,537.5205,631.91,233.0389,3801.111,269.1877,334.7405
2014-02-24,1949.05,4359.09,393.24,209.3681,537.5108,635.09,232.9353,3791.909,269.6005,338.3837
2014-02-25,1964.86,4362.09,392.07,209.4633,538.2478,636.22,233.5766,3810.946,269.7446,339.5727
2014-02-26,1970.77,4350.77,392.37,209.4367,538.8999,636.67,233.6353,3805.832,268.7727,335.8555
2014-02-27,1978.43,4360.99,395.24,209.5534,539.7277,639.51,234.1813,3794.719,268.4715,336.817
2014-02-28,1979.99,4379.39,396.56,209.5816,539.2877,641.62,234.7014,3817.181,269.7739,334.2378
2014-03-03,1964.69,4327.61,390.12,209.3452,540.366,637.34,235.0338,3801.605,272.5259,341.4974
2014-03-04,1954.11,4386.3,392.4,209.1719,539.8169,641.05,234.1815,3844.172,273.8003,338.3618
2014-03-05,1971.24,4390.37,393.64,209.3239,539.7529,641.52,234.2284,3845.784,273.1423,338.9692
2014-03-06,1975.62,4409.7,398.22,209.3159,538.6402,641.78,234.1784,3844.611,275.3865,341.8781
2014-03-07,1974.68,4397.02,396.78,209.3004,538.2823,640.56,233.7565,3825.214,274.1342,338.4391
2014-03-10,1954.42,4384.99,392.04,209.4401,538.6033,639.11,233.8124,3791.596,272.5887,339.2751
2014-03-11,1963.87,4373.76,392.41,209.5022,538.531,638.92,233.9209,3807.334,272.1892,340.5905
2014-03-12,1932.54,4358.16,387.8,209.6403,539.002,638.56,234.364,3785.833,271.9007,346.5942
2014-03-13,1934.38,4322.11,387.22,209.6939,539.7161,638.04,235.3584,3781.891,270.9947,347.0751
2014-03-14,1919.9,4294.57,384.97,210.0491,540.1405,638.22,235.2456,3768.509,271.6293,348.7445
2014-03-17,1927.53,4328.27,387.27,209.8372,539.8655,638.5,234.9114,3774.625,270.0749,347.2035
2014-03-18,1940.21,4358.57,391.08,209.8832,540.0344,639.8,234.967,3791.788,271.3339,343.6639
2014-03-19,1937.68,4339.31,390.31,210.013,539.2151,639.87,234.2971,3752.484,271.6153,339.2141
2014-03-20,1919.52,4329.72,386.28,209.8359,538.6617,638.23,233.3401,3714.003,268.3504,336.4836
2014-03-21,1934.94,4327.66,388.03,209.7217,539.0988,639.51,233.8035,3742.211,267.699,337.8243
2014-03-24,1945.55,4308.51,391.88,209.7262,539.4772,640.71,234.1461,3737.946,267.9751,331.5294
2014-03-25,1941.25,4334.14,393.77,209.8581,539.659,643.08,234.246,3761.321,269.1488,331.6057
2014-03-26,1964.31,4331.03,397.79,209.8655,540.079,645.96,234.8121,3742.338,268.7052,329.5833
2014-03-27,1977.97,4331.08,400.71,209.9189,540.6601,649.35,235.0843,3768.703,271.0408,327.4091
2014-03-28,1981.0,4354.08,404.68,210.042,540.2442,648.5,234.7331,3791.762,271.3287,327.2831
2014-03-31,1985.61,4385.73,408.73,210.0823,540.0828,649.71,234.8683,3822.762,270.8832,324.6294
2014-04-01,1991.98,4411.7,411.28,210.015,540.0804,651.31,234.6651,3832.425,269.204,323.6689
2014-04-02,1997.25,4422.09,413.02,209.8978,539.2757,650.28,234.1473,3852.683,268.614,326.4003
2014-04-03,1993.7,4416.25,411.31,209.8997,539.5248,650.66,234.1616,3847.717,270.3959,324.8329
2014-04-04,1988.09,4393.46,412.09,209.9327,540.8662,654.06,234.8986,3867.807,271.3327,329.6125
2014-04-07,1989.7,4349.14,413.08,210.1729,541.4216,653.77,235.5421,3873.709,271.0666,328.2988
2014-04-08,1993.03,4361.46,416.11,210.1309,541.0842,655.62,236.0744,3886.577,273.9357,331.0301
2014-04-09,1998.95,4392.2,417.49,210.3042,541.129,657.27,236.2758,3875.244,274.8134,330.2212
2014-04-10,2008.61,4342.09,420.34,210.2691,542.3222,659.99,237.4004,3870.758,275.8411,333.9133
2014-04-11,1997.44,4296.08,417.79,210.3024,542.4468,658.97,237.4652,3840.243,274.6681,333.5343
2014-04-14,1997.02,4312.55,416.27,210.3052,542.3597,657.34,236.994,3848.746,276.6184,335.6845
2014-04-15,1992.27,4318.84,411.52,210.3011,543.02,656.53,237.3251,3870.573,275.5148,328.8068
2014-04-16,1992.21,4366.73,412.6,210.2627,542.9269,657.59,237.1632,3899.485,276.0029,329.6163
2014-04-17,1992.05,4379.99,415.39,210.4785,542.2163,658.68,236.6734,3900.801,277.244,327.1891
2014-04-18,2004.28,4382.05,416.5,210.392,542.2577,,236.6739,3905.894,,
2014-04-21,1999.22,4386.8,416.06,210.3426,542.1999,659.39,236.5139,3903.942,275.6989,325.8248
2014-04-22,2004.22,4412.32,415.32,210.4135,541.9584,658.56,236.5034,3915.156,276.6725,323.9538
2014-04-23,2000.37,4405.94,413.31,210.4133,542.429,658.83,237.0782,3907.266,277.1187,324.8392
2014-04-24,1998.34,4411.11,413.61,210.4292,542.2889,657.64,237.1041,3921.758,278.1963,326.3567
2014-04-25,1971.66,4384.24,409.05,210.5175,542.8218,655.67,237.5294,3903.719,277.9828,328.9362
2014-04-28,1969.26,4389.55,408.97,210.5744,542.5854,657.1,237.4043,3920.62,277.5185,328.4819
2014-04-29,1964.77,4415.41,411.94,210.6435,542.3934,658.85,237.2651,3929.871,279.236,327.7993
2014-04-30,1961.79,4430.67,410.1,210.6723,543.146,659.84,238.021,3940.628,277.4815,327.6983
2014-05-01,,4437.75,410.4,,543.5354,661.08,238.5208,3954.872,274.4223,324.5376
2014-05-02,1959.44,4434.96,413.53,210.8158,543.9821,662.1,238.7803,3960.174,275.2237,329.4688
2014-05-05,,4438.0,412.58,,543.9076,662.1,238.6381,3962.502,275.5151,331.0878
2014-05-06,,4421.69,413.8,,544.1329,664.15,239.3177,3968.281,276.2756,330.911
2014-05-07,1939.88,4424.65,414.04,211.12,544.2113,668.26,239.1854,3985.014,275.0415,325.9296
2014-05-08,1950.6,4432.8,415.85,211.1865,544.9114,671.13,239.2396,4000.181,274.4326,325.6264
2014-05-09,1956.55,4424.58,415.09,211.398,544.5328,669.87,238.4069,3996.833,273.3861,325.5912
2014-05-12,1964.94,4456.01,418.77,211.354,543.9494,668.98,238.2266,4009.481,273.9733,327.6499
2014-05-13,1982.93,4464.94,421.54,211.3185,544.7639,670.05,238.465,4009.446,274.4785,327.4176
2014-05-14,2010.83,4458.84,425.59,211.4005,546.0557,672.14,239.2613,4029.056,275.0934,330.224
2014-05-15,2010.2,4426.6,424.32,211.8056,546.4888,671.87,239.7711,4029.895,273.4456,327.1147
2014-05-16,2013.44,4430.87,425.55,211.7868,546.3184,671.46,239.4398,4041.935,272.3262,327.039
2014-05-19,2015.14,4437.38,427.01,211.8953,545.975,672.53,239.4051,4028.669,273.3039,327.1408
2014-05-20,2011.26,4417.15,424.76,211.8402,545.3752,671.45,239.3957,4017.111,273.064,327.3433
2014-05-21,2008.33,4440.34,425.49,211.8684,545.2737,672.58,238.7829,3997.818,273.1441,325.7003
2014-05-22,2015.59,4456.11,429.52,211.7556,545.1046,672.37,238.651,4002.587,273.0651,327.4449
2014-05-23,2017.17,4471.06,430.3,211.9259,545.7133,674.35,238.829,4033.511,273.2904,326.6108
2014-05-26,2010.35,4485.01,429.9,212.0518,545.7199,,238.9397,4038.605,,
2014-05-27,1997.63,4496.97,426.38,212.1253,546.4257,675.0,239.0964,4058.441,271.4403,319.988
2014-05-28,2017.06,4493.56,428.69,212.3044,547.8523,679.4,239.8219,4042.633,271.4426,318.4714
2014-05-29,2012.26,4512.67,428.92,212.4855,547.8,681.27,239.8366,4052.227,271.3341,317.8143
2014-05-30,1994.96,4517.84,424.41,212.3908,547.4997,680.92,239.8848,4068.378,269.5049,315.0083
2014-06-02,2002.0,4523.89,425.19,212.3164,546.8107,680.16,238.9842,4085.948,269.8051,314.5035
2014-06-03,2008.56,4520.22,427.93,212.282,546.0052,678.4,238.4151,4087.125,269.0134,314.6302
2014-06-04,,4526.0,426.0,,545.538,677.29,238.2596,4080.58,268.4059,314.58
2014-06-05,1995.48,4546.89,427.69,212.2927,546.1382,679.57,238.6044,4120.444,268.4071,316.8556
2014-06-06,,4570.66,431.82,,547.36,684.96,238.9564,4127.706,269.268,316.6537
2014-06-09,1990.04,4574.76,433.51,212.3719,547.363,685.27,238.7091,4106.072,269.4361,317.0085
2014-06-10,2011.8,4573.11,437.11,212.6342,546.7058,683.18,238.2504,4085.626,268.4123,318.5763
2014-06-11,2014.67,4563.15,436.51,212.5758,546.6085,680.8,238.3375,4076.191,267.5044,318.8547
2014-06-12,2011.65,4548.6,436.31,212.8101,546.9169,680.65,239.0235,4071.67,270.4029,322.0911
2014-06-13,1990.85,4553.18,434.03,212.9731,546.894,681.24,238.8444,4066.461,271.4022,322.1167
2014-06-16,1993.59,4552.63,433.11,213.0344,547.1993,678.9,239.2037,4047.85,271.2769,322.421
2014-06-17,2001.55,4557.32,431.98,213.0979,546.3816,677.52,238.4796,4048.178,271.1779,321.587
2014-06-18,1989.49,4581.47,432.46,213.1353,546.7664,679.36,238.9652,4063.739,271.5954,321.7643
2014-06-19,1992.03,4609.76,434.93,213.4753,547.2404,681.26,239.497,4102.262,274.4147,332.2314
2014-06-20,1968.07,4607.22,432.43,213.7617,546.9377,681.4,239.1838,4112.271,274.9921,332.8638
2014-06-23,1974.92,4604.37,431.86,213.6599,547.3571,682.17,239.4756,4100.182,274.1807,333.3198
2014-06-24,1994.35,4582.23,434.33,213.8163,547.8439,683.92,239.7716,4094.824,274.5596,334.0532
2014-06-25,1981.77,4583.57,431.8,213.7814,548.8978,685.3,240.373,4095.821,275.1369,334.3821
2014-06-26,1995.05,4582.1,433.92,213.8224,549.5233,685.99,240.5904,4110.363,274.6043,332.9666
2014-06-27,1988.51,4591.84,433.7,213.9586,549.5382,685.97,240.6078,4127.371,273.6486,333.7253
2014-06-30,2002.21,4598.66,435.69,214.087,549.5738,684.97,241.1246,4123.838,271.1121,334.2316
2014-07-01,1999.0,4628.96,435.99,214.1499,549.3185,684.86,240.7122,4137.857,270.3178,335.395
2014-07-02,2015.28,4634.97,440.21,214.6538,548.2877,684.47,239.9463,4137.695,270.4294,336.4825
2014-07-03,2010.97,4653.93,441.09,214.5783,548.1879,683.8,239.5352,4123.884,270.2854,333.8788
2014-07-04,2009.66,4652.16,441.38,214.4911,548.3861,,239.5297,4117.829,,
2014-07-07,2005.12,4629.53,442.25,214.5271,548.7007,684.69,239.9451,4120.551,267.1534,332.9701
2014-07-08,2006.66,4595.3,442.43,214.3253,549.5081,686.89,240.6119,4119.081,266.5539,332.844
2014-07-09,2000.5,4607.19,440.93,214.4312,549.5586,688.3,240.8711,4122.298,264.9142,334.8311
2014-07-10,2002.84,4576.73,441.58,214.8363,549.7406,687.92,240.6822,4136.708,264.0954,338.5868
2014-07-11,1988.74,4580.91,440.06,215.0137,550.1765,688.45,240.8586,4134.392,262.1765,338.1474
2014-07-14,1993.88,4610.04,442.46,214.9868,550.0509,687.69,240.7691,4149.552,262.1345,330.3729
2014-07-15,2012.72,4595.27,443.72,215.113,550.0367,687.16,240.4776,4153.758,260.7529,327.9485
2014-07-16,2013.48,4622.11,444.21,215.3216,550.4016,687.25,240.4727,4175.896,261.3375,328.6559
2014-07-17,2020.9,4578.99,442.56,215.7483,551.553,685.52,240.9559,4160.632,261.7624,333.0002
2014-07-18,2019.42,4603.29,442.85,215.7054,551.556,687.46,240.7653,4182.884,260.3723,331.1062
2014-07-21,2018.5,4592.31,442.86,215.6592,551.9374,686.8,240.9738,4172.031,260.5349,332.2434
2014-07-22,2028.93,4620.53,447.54,215.7039,551.7856,688.55,240.8042,4186.654,259.4022,330.3494
2014-07-23,2028.32,4629.54,448.89,215.956,552.2823,691.46,240.9177,4199.73,260.1015,329.9708
2014-07-24,2026.62,4635.25,450.22,215.711,551.7506,692.08,240.4078,4197.476,259.8856,326.4857
2014-07-25,2033.85,4614.11,449.34,215.7923,552.3058,690.43,240.7499,4168.584,260.3996,329.6682
2014-07-28,2048.81,4614.12,449.62,215.7313,552.4551,688.69,240.6385,4180.804,260.4688,329.7952
2014-07-29,2061.97,4603.63,450.21,215.6501,553.0616,688.13,240.7957,4180.398,259.0419,328.4569
2014-07-30,2082.61,4593.42,449.48,215.6828,551.9668,688.73,239.6293,4171.559,258.6846,327.5479
2014-07-31,2076.12,4525.27,444.11,215.5677,551.7092,685.77,239.5694,4137.607,257.6011,323.9871
