Date,VOO US EQUITY,VOOG US EQUITY,VOOV US EQUITY,VO US EQUITY,VOT US EQUITY,VOE US EQUITY,VTWO US EQUITY,VTWG US EQUITY,VTWV US EQUITY,GLD US EQUITY,SLV US EQUITY,CPER US EQUITY,DBO US EQUITY,UNG US EQUITY,VNQ US EQUITY,SHYG US EQUITY,SPSB US EQUITY,SHY US EQUITY,JNK US EQUITY,SPIB US EQUITY,IEI US EQUITY,ANGL US EQUITY,SPIB US EQUITY.1,TLH US EQUITY,TLT US EQUITY,VGK US EQUITY,VWO US EQUITY,MCHI US EQUITY,EWY US EQUITY,EWJ US EQUITY,SH US EQUITY,PSQ US EQUITY,BSV US EQUITY,RWM US EQUITY,DOG US EQUITY,EUM US EQUITY,VOX US EQUITY,VCR US EQUITY,VDC US EQUITY,VDE US EQUITY,VFH US EQUITY,VHT US EQUITY,VIS US EQUITY,VGT US EQUITY,VAW US EQUITY,VNQ US EQUITY.1,VPU US EQUITY
2013-10-18,0.006658227738450151,0.008111323352547828,0.004200133176930798,0.006718746803280773,0.008264783474356108,0.0038092682015218315,0.012344088401873954,0.011386740357777647,0.0074972987869763585,-0.004483430643050568,0.0030838596376954186,0.004013383313458796,0.008254324579908712,-0.0005174644358669767,-0.0010002993697408868,0.003797830915284628,0.0016254546685670057,0.0,0.0027162396803799282,0.0020693842100238946,0.00015658130238183077,0.0076937416695317395,0.0020693842100238946,0.0019116845946518524,0.002151129315162592,0.006294983772912488,-0.00011759552444967625,0.0023116854663300934,0.0036698796198635364,0.00082680378157729,-0.007398997367004778,-0.016645060252249877,-0.0002482466694964103,-0.011754982525411073,-0.0017688057674032365,-0.002314504994734623,0.010861904703639347,0.006442467998555301,0.0026960163791187597,0.00979990581905632,0.002567324093111445,-0.002587378163495302,0.012817877456783755,0.01763736382179726,0.00415773931920338,-0.0010002993697408868,0.00405450543012531
2013-10-21,0.0005005606604306934,-0.0006025151498780801,0.00041095187304573955,-0.001605019048200873,0.00011478392549246763,-0.001180306159917599,-0.002477306260914691,0.0008463265209526227,0.001204131459329183,0.001024307697012894,0.014111240741362163,-0.004013383313458796,-0.010780905315575406,-0.02568948611531141,-0.0060309874682999975,-0.0013999757058029694,-0.0013024320864798433,0.0,-0.000987231664171695,0.0011805854122735049,-0.0004939166345057089,-0.007090625151236374,0.0011805854122735049,-0.003108226512044787,-0.003180921285228955,0.002647209157667696,0.00047029914831497877,0.0041876675091376825,-0.0035178167979470487,0.0008285073851737046,0.0,-0.001018663598944869,-0.00012486410280931892,0.0019699861400281904,0.0003572670645457521,0.0007707799686316186,0.002814052795286237,0.0017773528583244769,-0.003906295863748355,-0.004149379116190843,-0.002567324093111445,-0.006340165752099836,0.0028142430748330227,0.004301601061461824,0.0,-0.0060309874682999975,-0.002740907781172197
2013-10-22,0.005366906339126842,0.00733159547189377,0.0058764686637031716,0.005839248805216357,0.003992133157247224,0.006018618380561946,0.0031527843002909783,0.0014265538110365128,0.005638533561532988,0.0184150022761429,0.021257732087085035,-0.004029555486001701,-0.007614511409171243,-0.021471570987328548,0.00917514252680185,0.002196868795314888,0.00016337168804980706,0.000770341507011274,0.0024669154036480734,0.0014737744550732401,0.0027953326920364674,0.01221068552672433,0.0014737744550732401,0.007793295441100412,0.011090935015291237,0.011046489907206691,0.00924628409510575,-0.0006275161187931921,0.005956942272580257,0.004538621727770309,-0.005958100310627934,-0.0025479289439145347,0.0013669149943762449,-0.002532107418402596,-0.005308813790003697,-0.008925955275140396,0.0030392831841261625,0.006389897252993215,0.014063311362503939,0.004789578206945144,0.0030311311798998375,0.008824505089771506,0.005606085818256723,-0.0017910800546747652,0.012867324449234552,0.00917514252680185,0.013274117569552324
2013-10-23,-0.0046161676857838785,-0.004200867714963863,-0.006133293792885297,-0.005839248805216357,-0.007541871082712426,-0.004052214694565848,-0.0034902732847310602,-0.0033317967314880903,-0.0023961493312336657,-0.0050381845128733005,-0.005502077153983542,-0.004045858519543533,-0.017446161653631886,0.0043313549036740895,0.0018533646064793352,-0.0013957558887085497,0.0004861578057613336,-0.0002960177939836939,0.0012305188697929736,0.0011774577107681594,0.00041031138958746993,-0.00400039532861296,0.0011774577107681594,0.0035254343099362373,0.003884864780102859,-0.00454376289829872,-0.02226674678522622,-0.03035950514067265,-0.018595912776439683,-0.020379455821951442,0.004472856420369098,0.005598203318737838,-0.0002480000528777282,0.002811776084937101,0.0038961854197214763,0.021978126727425273,-0.0018694592472137117,-0.005601839674005404,0.0011933881518162437,-0.01472768979439909,-0.006071478057094737,-0.00010422052134906323,-0.0010757035119342007,-0.007192566739070649,-0.005808600021675048,0.0018533646064793352,0.0
2013-10-24,0.0032462157855466245,0.0030382489722420303,0.002944081713035729,0.002736044707326357,0.00503463513706226,0.0020937709676873695,0.005734402821375717,0.006672682587852918,0.0035920743562298796,0.009358512170980049,0.005502077153983542,0.002317133192014431,-0.0005549124241857051,0.005387944068752759,-0.0002859865605810974,0.00019862637513190506,0.0,-0.00011920073995508318,-0.0004928187946937612,0.0008821843455106837,-0.0005748528830711308,-0.002234651047139824,0.0008821843455106837,-0.0023391226143143484,-0.003884864780102859,0.00646071459850539,-0.002148862392215012,-0.01105345863614371,0.0030984500896815703,0.009616236010682844,-0.0029790406921539336,-0.004578252576001418,-0.00012474003547602308,-0.005067772468996701,-0.0067385111924958,0.003426087531748223,0.0004684220173949427,0.009806926807789829,-0.0009187482701964456,0.007913773866529361,0.0011698144567895419,0.0006204788656756222,0.007505737366150456,0.00408235912036492,0.005411629826070907,-0.0002859865605810974,-0.0015318480967616566
2013-10-25,0.004600512709056481,0.0033162887992608248,0.0020405322385794733,0.0032910004477875177,0.0009127818725724879,0.004955009846227654,0.0,-0.0014946731253022705,-0.0006335359365099436,0.004301742691396271,-0.007342850798476075,0.0023117764955724596,0.008857035247123779,0.017048894567071926,0.01217871379127633,0.0007972119718626658,0.0,0.0002371057727144077,0.0009840745837621512,-0.0008821843455106837,0.0008205894473212183,0.005202503485117305,-0.0008821843455106837,0.0014232318465801086,0.003699890760529456,0.00017305135114309422,0.005833782477459248,0.0,-0.003408280129547414,-0.014670035954427618,-0.004862118402734428,-0.006138004329294233,0.00012474003547602308,-0.00013473935561414407,-0.0035656783150610494,-0.005334987917583689,0.004884178076401291,0.004771277388995188,0.0022024329766976436,0.002971904011837445,0.00466839830162602,0.00042708716093908805,0.004050084872420534,0.0031102076187057293,0.0018966650163338983,0.01217871379127633,0.011491066693286811
2013-10-28,0.0012399736119395044,0.0026252432670128556,0.0028028120697465297,-0.0006569047144795448,-0.0033126531433174122,0.001428947828751248,0.00022288419755689404,-0.0030612967814862557,-0.0002033211464498308,0.0007662248478466083,-0.0013828073187549528,0.0023064445089993058,0.005128090214086001,-0.03987597269119991,-0.007204626398648717,0.00020152882938129224,0.0,0.00023704956689218903,0.0007377507647783332,0.0,-0.0002457365642500875,-0.001482825200881166,0.0,-0.0011855702462266748,-0.0034225461354173703,-0.004692080011701183,0.002846502666206341,0.0017398086074074115,0.006957959942070602,0.0033720362440208262,-0.0011246501122239572,-0.0010275534252457419,-0.0003728325566161317,0.00013473935561414407,-0.0007139313940607295,-0.006129939004249074,0.004192732471707039,-0.00243163746571895,0.012114081332120996,0.0007309160712321017,-0.001397954434243509,0.0026672118930264332,-0.000956870439328128,0.0010747680377365398,-0.0060027718655728535,-0.007204626398648717,-0.002918809504588893
2013-10-29,0.006115437239690991,0.0045291424631432875,0.005834045507969954,0.005902002214064339,0.006386092710112479,0.004923555525753187,0.0025758385712837395,0.0078968901961316,-0.00035906794203643955,-0.00606923846665719,0.0004611482673375633,0.0023011370617114224,0.0,-0.007726307751140915,-0.005828534320328149,0.000979161903314818,-0.0003228128036600886,0.0,0.0007372068898066075,0.002640554030406417,0.000737951861582431,-0.0011150432901789742,0.002640554030406417,0.001421948478972368,0.0012974036218613705,0.0017301418026449689,0.002835473651357834,0.009744102694920986,0.005378870665708746,0.007546968230993656,-0.005650066082419247,-0.001027289274889931,0.0006824646989054273,-0.0031108737268539244,-0.006453952493075121,-0.001924322408109358,0.009913256383796032,0.005631542242185539,0.007846584197209516,0.0077336976264161805,0.001631219732922684,0.005545259853785289,0.002976394834128371,0.00499948853346055,0.0027059454294642293,-0.005828534320328149,0.0015187827474765214
2013-10-30,-0.005619296145030539,-0.00369534125586668,-0.003928232202301096,-0.008254079424851568,-0.01028379264110324,-0.006612102424867317,-0.01326743895103677,-0.01724299023134712,-0.007686279215633363,-0.0013108688309655392,0.008721652714997585,0.0022958539846933412,-0.007335005475078038,-0.002773926882725597,-0.008449590753700775,-0.00020442930224540135,0.0006493173852177847,0.0,-0.0019662134436533307,-0.001758369684895733,-0.0010669268947900434,-0.0011162879997521635,-0.001758369684895733,-0.002759648800567227,-0.006034127693789415,-0.0038460309903820544,-0.0050889039779762335,0.010076206873532723,-0.002916470433776297,0.0,0.0048989521683946435,0.001027289274889931,6.162829113165458e-05,0.013781457363782224,0.003948417326218312,0.0053780150090485535,-0.004483389227941892,-0.005241951017216806,-0.007937198790751943,-0.006382269614840119,-0.004901663600305195,-0.006929966887306627,-0.00596291560447515,-0.004522772778114081,-0.006929668759096508,-0.008449590753700775,-0.005737077338443974
2013-10-31,-0.003722692110422088,-0.001190599444313989,-0.004962689630251482,-0.002546429506740999,-0.00045897568234654074,-0.004042696575912608,-0.006263436869258676,-0.004383833624594935,-0.003624180153662948,-0.014455835784731086,-0.03653693197747865,0.0022905951104768008,-0.004058068253669944,-0.012860115729604438,-0.005912600092021769,0.0008174665804867587,0.0,0.00011786319171847026,-0.0004928187946937612,0.0011713666486432572,0.0,0.004080093648140881,0.0011713666486432572,-0.00040393543650818486,0.002139125728433555,-0.0052702164676570185,-0.006665571002541171,0.0014937367968923532,-0.017990403463028493,-0.005445811094084263,0.0031878637567985812,0.0019315601074074706,-0.00037126043342095016,0.004459185458633996,0.003577155855321479,0.009533629746372174,-0.00323187681032433,0.002138400544358987,-0.005447401200531665,-0.0019220097318992657,-0.00987881833990567,-0.004399162859492378,0.00042666085203002524,-0.0023871816693032955,0.0002013635193645058,-0.005912600092021769,-0.0034104135596280116
