Date,AAPL US Equity,MSFT US Equity,GOOGL US Equity,GOOG US Equity,AMZN US Equity,TSLA US Equity,FB US Equity,BRK/B US Equity,NVDA US Equity,V US Equity,UNH US Equity,JNJ US Equity,JPM US Equity,PG US Equity,WMT US Equity,HD US Equity,BAC US Equity,MA US Equity,XOM US Equity,PFE US Equity,KO US Equity,DIS US Equity,CVX US Equity,PEP US Equity,CSCO US Equity,ADBE US Equity,ABBV US Equity,LLY US Equity,TMO US Equity,CMCSA US Equity,NKE US Equity,VZ US Equity,ABT US Equity,ACN US Equity,AVGO US Equity,ORCL US Equity,CRM US Equity,COST US Equity,INTC US Equity,WFC US Equity,MRK US Equity,DHR US Equity,PYPL US Equity,MCD US Equity,T US Equity,QCOM US Equity,NFLX US Equity,UPS US Equity,MS US Equity,SCHW US Equity
2007-05-04,3.083,22.3727,235.788,,63.23,,,72.62,5.1604,,44.478,41.5172,35.8603,40.1943,34.4526,26.562,38.7829,12.537,47.6303,14.0189,16.7728,29.6895,44.4909,43.728,20.1838,41.33,,35.7579,50.285,10.3219,10.9987,18.4585,19.5896,29.5157,,15.9851,10.7625,38.844,14.1599,24.0259,28.7794,26.5693,,32.153,12.7572,30.812,3.166,45.721,54.5037,15.4888
2007-05-07,3.178,22.4826,233.862,,60.82,,,73.58,5.0578,,44.212,41.3755,35.9285,40.0461,34.6952,26.522,38.9191,12.486,47.7958,14.1742,16.8989,29.8634,44.648,43.767,20.1114,41.31,,35.866,50.295,10.2604,11.1184,18.5357,19.808,28.9118,,16.0019,10.6075,39.053,14.1987,24.1262,28.8404,26.1965,,31.883,12.796,30.7072,3.174,45.522,54.1323,15.3856
2007-05-08,3.213,22.5118,233.631,,61.83,,,72.36,5.0961,,44.096,41.0149,35.7377,39.7692,34.3312,26.378,38.904,12.76,48.1211,14.1587,16.7286,30.2692,44.9116,43.553,20.5092,41.37,,35.9321,50.103,10.153,11.0937,18.4403,19.7711,28.9949,,15.9179,10.84,39.436,14.3215,23.9523,28.9568,26.053,,31.767,12.6894,30.8609,3.163,45.561,53.9245,15.3856
2007-05-09,3.269,22.5337,234.853,,62.85,,,72.738,5.1191,,44.079,41.2789,36.2487,39.9367,34.2099,26.754,38.9418,12.993,48.1447,14.211,16.7412,29.9131,44.7433,43.566,19.1713,41.26,,35.8841,50.122,10.0877,11.1288,18.6855,19.7173,29.3421,,15.8171,10.8625,39.674,14.5284,24.153,28.8515,26.01,,32.102,12.754,30.9308,3.159,45.599,54.1764,15.4811
2007-05-10,3.283,22.3874,230.959,,60.92,,,72.7376,5.0242,,44.021,40.2423,35.4311,39.6018,34.0814,26.487,38.2833,12.925,47.147,14.0227,16.5427,29.5569,43.8681,43.034,19.0122,40.66,,35.2595,49.816,9.9802,11.0029,18.513,19.2637,28.9345,,15.5315,10.6475,39.681,14.3603,23.6781,28.3138,25.5977,,32.205,12.5731,30.6793,3.13,44.911,53.1249,15.0672
2007-05-11,3.325,22.6143,233.596,,61.56,,,73.36,5.3793,,44.495,40.0942,35.5333,39.7048,34.1028,26.535,38.5634,12.926,48.2397,14.1482,16.6089,29.8716,44.906,43.326,19.2581,41.7,,35.3472,51.328,10.1376,10.9451,18.7717,19.435,28.942,,15.9431,10.605,39.696,14.4056,23.7583,28.8237,25.4938,,32.624,12.7928,31.343,3.151,45.837,53.6097,15.4572
2007-05-14,3.344,22.6729,231.114,,61.7,,,72.8,5.3257,,43.864,40.3131,35.3153,39.7499,34.1456,26.638,38.4347,12.602,48.2516,14.2476,16.5805,29.7971,45.3717,43.319,19.0122,41.81,,35.8191,51.089,10.2029,10.912,18.8852,19.472,28.791,,15.9095,10.7875,39.501,14.3021,23.6112,28.8681,25.4866,,32.611,12.935,30.9168,3.137,45.458,53.4523,15.4572
2007-05-15,3.288,22.6949,229.222,,60.58,,,72.66,5.2783,,43.739,39.8045,35.4515,39.9753,33.9886,26.153,38.5558,12.61,48.1804,14.1796,16.5364,29.764,45.2932,43.747,18.8965,41.37,,35.8372,51.156,10.2067,10.8522,19.312,19.7173,28.9873,,15.8255,11.0175,39.147,14.231,23.6847,29.1674,25.3432,,33.023,13.0513,30.8609,3.107,45.329,52.5583,15.6164
2007-05-16,3.283,22.8198,236.534,,63.22,,,72.6,5.3456,,44.669,40.5964,36.0988,40.7803,33.8309,26.201,38.692,12.68,48.3704,14.2947,16.6246,29.822,45.6209,44.519,19.1496,42.29,,35.7586,51.587,10.4409,10.9368,19.4028,19.8551,30.1347,,15.9515,11.3125,39.58,14.3409,24.2265,29.2062,25.6336,,33.474,13.2936,31.4758,3.103,45.882,52.9361,15.7756
2007-05-17,3.347,22.7537,235.708,,62.17,,,72.262,5.2569,,44.544,40.3968,35.8127,40.8125,33.7807,26.153,38.6996,12.67,48.5783,14.3157,16.4544,29.8054,46.0334,44.422,19.005,42.42,,35.7041,51.08,10.3257,10.9285,19.1304,19.7912,29.8554,,16.0019,10.745,40.136,14.3733,24.2399,29.0787,25.63,,33.661,13.3324,31.3151,3.117,45.384,52.9927,15.7039
2007-05-18,3.365,22.6435,235.388,,63.3,,,72.086,5.361,,44.395,40.8347,35.799,40.8834,33.8954,26.549,38.8131,12.853,49.4453,14.3575,16.5899,29.8302,46.8189,45.064,18.9544,43.59,,35.9158,51.328,10.5675,10.9905,19.3347,19.9693,29.946,,16.1699,11.45,40.736,14.6772,24.3603,29.5166,25.5153,,33.706,13.2807,31.5876,3.134,45.319,53.5468,16.6909
2007-05-21,3.424,22.8051,235.528,,68.3,,,72.618,5.3778,,44.42,40.899,35.8127,40.7481,33.4293,26.378,38.7753,12.989,49.6413,14.3471,16.363,30.1781,46.8076,44.772,19.0918,43.25,,36.0671,51.271,10.5714,11.2856,19.312,19.7005,29.9385,,16.2287,11.94,40.274,14.6319,24.2867,29.8159,25.5798,,33.667,13.103,32.2304,3.214,45.488,53.8993,16.8103
2007-05-22,3.472,22.5407,238.161,,68.88,,,72.868,5.4069,,44.744,40.9377,35.6287,40.5742,33.3719,26.31,38.9797,12.916,49.1543,14.3209,16.2274,30.0373,46.4403,44.538,19.0701,43.59,,36.0126,51.386,10.5023,11.3785,19.3437,19.3846,29.9083,,16.2707,11.7825,40.404,14.8647,24.0794,30.0155,25.673,,33.815,13.0674,32.405,3.286,45.352,53.9119,16.6909
2007-05-23,3.452,22.4599,237.215,,69.0,,,72.78,5.263,,44.777,41.0858,35.4243,40.6387,33.2214,26.481,38.8661,13.047,49.285,14.3052,16.1802,30.2112,45.9995,44.551,18.7808,43.23,,35.934,51.147,10.4908,11.3145,19.371,19.2234,30.2253,,16.0943,11.56,40.454,14.6578,24.1396,30.1264,25.5368,,33.216,13.0577,31.3291,3.313,45.274,53.9875,16.8182
2007-05-24,3.385,22.1588,237.395,,69.35,,,72.45,5.0732,,45.009,41.1409,35.1517,40.4905,33.4508,26.597,38.6391,12.94,48.8633,14.2738,16.1518,29.6812,45.1914,44.396,18.3686,41.99,,35.807,51.529,10.3103,11.2423,19.312,18.9713,30.1423,,15.7499,11.215,40.656,14.2052,24.1061,29.7938,25.1496,,32.823,13.061,30.4557,3.22,45.707,53.1753,16.7546
2007-05-25,3.475,22.3865,241.995,,68.55,,,73.2,5.1528,,45.175,40.9529,35.1858,40.5485,33.6373,26.207,38.7526,12.948,49.5938,14.4046,16.3567,29.8385,45.8469,44.636,18.4554,42.38,,35.9098,51.683,10.4562,11.2031,19.2938,18.9411,30.7386,,16.1615,11.5225,40.729,14.328,24.1663,29.7661,25.9634,,32.785,13.1708,30.288,3.217,45.986,53.0494,16.7864
2007-05-29,3.497,22.6142,243.791,,69.63,,,72.678,5.2079,,45.308,40.8622,35.3084,40.9929,33.6588,26.392,38.745,13.412,49.0652,14.4203,16.4481,29.4741,45.6096,44.415,18.7302,42.87,,35.9703,51.74,10.3948,11.2939,19.6116,19.0352,30.8972,,16.2203,11.475,40.851,14.4185,24.1797,29.5998,26.1678,,32.598,13.0836,30.9378,3.121,46.154,53.6979,17.0013
2007-05-30,3.632,22.8492,249.542,,69.86,,,72.56,5.2201,,45.308,40.9724,35.472,41.1217,33.7878,26.426,38.8828,13.698,49.8848,14.3418,16.7223,29.7391,46.4799,44.474,19.0845,43.22,,35.8372,51.788,10.5445,11.5023,19.893,18.763,30.6782,,16.3127,12.18,40.822,14.2763,24.2332,29.2173,26.3793,,32.353,13.2419,30.0126,3.151,46.296,54.0315,17.5744
2007-05-31,3.706,22.5408,249.196,,69.14,,,72.5,5.3026,,45.474,41.0048,35.3153,40.9285,34.132,26.542,38.8063,13.924,49.3918,14.3837,16.7034,29.3499,46.0504,44.318,19.4678,44.06,,35.4621,52.257,10.5215,11.7128,19.7614,18.9344,30.9047,,16.2791,11.8125,40.779,14.3409,24.1396,29.0732,26.3506,,32.559,13.3583,30.1037,3.129,46.561,53.5405,17.8848
2007-06-01,3.621,22.4673,250.441,,68.58,,,72.7,5.3395,,45.84,41.0955,35.363,40.8834,35.4729,26.774,38.8598,14.068,50.0154,14.4831,16.6435,29.1843,46.4686,44.558,19.4244,44.53,,35.6557,51.711,10.4984,11.7005,19.5253,18.9176,31.1463,,16.5143,11.97,40.649,14.4573,24.3469,28.9013,26.3363,,32.817,13.0965,29.9776,3.081,46.814,54.1889,18.0599
2007-06-04,3.71,22.5591,253.781,,70.42,,,72.895,5.3686,,45.831,41.2186,35.1381,40.6966,36.7206,27.177,38.9134,14.082,50.0154,14.3994,16.6025,29.5652,46.9771,44.305,19.5329,44.58,,35.7888,50.735,10.3794,11.8119,19.4981,18.6891,31.1312,,16.5227,11.765,40.526,14.328,24.2132,28.6852,26.3936,,32.913,13.2161,29.564,3.069,46.756,54.0504,17.8928
2007-06-05,3.751,22.4599,259.672,,73.65,,,72.38,5.5278,,45.416,41.0307,34.8996,40.8705,36.2258,26.686,38.768,13.891,50.0392,14.2738,16.4922,29.2091,46.7511,43.857,19.6703,44.34,,35.692,50.888,10.4063,11.7417,19.4118,18.6454,31.5162,,16.3631,11.865,40.043,14.1987,24.0192,28.5133,26.3578,,32.752,13.0836,29.7813,3.056,46.4,53.9245,17.5505
2007-06-06,3.781,22.2469,259.376,,72.29,,,72.12,5.5691,,44.81,40.765,34.4499,40.6966,36.3908,26.301,38.5155,13.688,49.6591,14.0174,16.3914,28.911,46.2199,43.737,19.2364,43.64,,35.2625,50.926,10.2835,11.4982,19.4845,18.3934,30.95,,16.2539,11.615,40.31,13.8948,23.8051,28.3458,25.9204,,32.617,13.0481,29.5991,3.229,46.335,54.1197,17.3515
2007-06-07,3.794,21.7548,257.78,,72.04,,,72.54,5.5094,,44.304,40.1817,33.9457,40.1363,35.6809,25.862,38.1022,12.98,48.6733,13.7558,16.1959,28.3727,45.3214,43.274,18.694,42.72,,34.4398,50.591,10.0493,11.2031,19.3347,18.138,30.0592,,15.7332,11.2525,39.905,13.7784,23.4506,28.1113,25.6802,,32.34,12.7702,28.751,3.419,46.096,53.3453,16.8899
2007-06-08,3.807,22.0706,257.995,,73.24,,,72.24,5.5952,,44.561,40.2659,34.3477,40.6193,35.9103,26.061,38.4619,13.368,49.1009,13.8761,16.2873,28.323,45.5983,43.443,19.1496,43.04,,34.4942,50.63,10.1069,10.967,19.5526,18.2422,29.9687,,16.0103,11.5625,40.447,14.1146,23.6379,27.9996,25.7949,,33.113,13.0093,29.3468,3.347,46.788,54.8374,17.2958
2007-06-11,3.676,22.0486,255.918,,71.17,,,72.634,5.6151,,44.162,40.3567,34.3613,40.6065,35.7167,25.896,38.3012,13.183,49.3265,13.7977,16.2747,28.3064,45.9769,43.072,19.0339,42.99,,34.6696,50.055,10.1223,11.0582,19.7523,18.1649,29.863,,16.1363,11.6575,40.223,14.1793,23.7316,28.5077,25.9276,,33.01,12.964,29.0103,3.133,46.891,55.744,17.3197
2007-06-12,3.681,21.9238,252.63,,70.07,,,72.36,5.5569,,43.996,40.0715,33.6255,40.0333,35.0714,25.656,38.0027,13.529,48.697,13.6616,16.1203,27.793,45.5248,43.065,18.8459,42.73,,34.349,49.232,10.0378,11.0147,19.5571,17.923,29.8177,,15.8255,11.3375,39.833,14.3539,23.5309,28.0442,25.7877,,33.158,12.628,29.3047,2.869,46.096,54.5856,16.9297
2007-06-13,3.593,22.3204,252.865,,70.888,,,72.5,5.6901,,44.096,40.2984,34.266,40.1685,35.4944,25.91,38.5384,13.993,49.4987,13.7872,16.298,28.0332,45.8582,43.3,19.1858,44.11,,34.4458,50.821,10.3142,11.0747,19.4754,18.2086,29.795,,16.2119,11.3675,40.418,14.6591,24.0392,28.2955,26.1749,,33.615,12.9188,29.8584,2.774,46.671,56.1407,17.1685
2007-06-14,3.632,22.4158,251.664,,71.94,,,72.42,5.7911,,43.963,40.4733,34.2864,40.2007,35.3367,25.951,38.3241,13.993,50.342,13.8081,16.2821,28.3605,46.5251,43.626,19.4027,43.96,,34.712,50.821,10.5637,11.1161,19.6207,18.2086,29.8252,,16.4975,11.3675,40.266,15.0198,24.0058,28.0498,26.3542,,33.654,13.1062,29.8724,2.74,47.842,56.2225,17.0093
2007-06-15,3.685,22.3938,253.19,,72.4,,,72.439,6.0544,,43.922,40.6807,34.4499,40.2973,35.3797,26.061,38.3241,14.678,51.0369,13.85,16.3678,28.8725,46.9998,43.489,19.8077,42.75,,34.9177,51.52,10.7441,11.0623,19.5162,18.3867,30.1951,,16.6823,11.3975,40.505,15.6729,24.0593,28.329,26.6052,,33.603,13.0157,29.8794,2.816,47.907,55.7063,17.3515
2007-06-18,3.825,22.4085,257.85,,71.83,,,72.28,6.0575,,43.897,40.3956,34.3613,39.7821,35.2148,26.068,38.1941,15.327,51.2863,13.7401,16.4249,28.99,47.1241,43.43,19.6775,42.67,,34.7301,51.233,10.7403,11.1058,19.3165,18.3262,31.335,,16.6235,11.2125,40.44,15.6276,24.173,28.2732,26.7593,,33.751,12.9285,29.6692,2.86,47.435,55.7188,17.3436
2007-06-19,3.782,22.3718,257.404,,69.81,,,72.57,6.0957,,43.789,40.4539,34.6475,39.8143,34.9997,26.281,38.6838,15.387,50.9775,13.7139,16.3075,29.1746,47.0676,42.915,19.7426,42.48,,34.9358,51.108,10.7863,11.2859,19.5526,18.3732,31.2595,,16.6991,11.335,40.678,15.5824,24.3335,28.1001,26.9422,,33.802,13.0028,29.9215,2.847,47.228,55.2781,17.1923
2007-06-20,3.717,22.0413,255.232,,69.1,,,72.23,6.1019,,42.759,40.2076,33.7004,39.8916,34.8419,27.489,38.2476,15.219,49.184,13.4523,16.3392,28.6962,45.7565,42.732,19.6703,41.37,,34.343,50.276,10.817,11.1058,19.312,18.2388,31.7502,,16.4051,11.22,40.692,15.4789,23.8653,27.5082,26.6948,,33.062,12.7734,30.1878,2.793,47.17,54.9759,16.7546
2007-06-21,3.789,22.1955,257.304,,69.67,,,71.88,6.5795,,42.983,40.253,33.9593,39.8529,34.6985,27.435,38.1787,15.333,50.0629,13.5622,16.5296,28.6962,46.8189,42.967,19.7571,41.53,,34.3672,49.787,10.8976,11.0954,19.2666,18.0776,31.5313,,16.5311,10.4775,41.299,15.7052,23.8319,27.5305,26.9422,,32.894,12.7928,30.5313,2.856,47.467,54.957,17.0013
2007-06-22,3.762,21.6593,262.745,,68.86,,,71.56,6.6775,,42.593,39.3586,33.1962,39.3055,34.297,27.029,37.4594,15.681,49.0058,13.2797,16.3805,28.6543,46.0843,42.302,19.4678,40.84,,33.7562,49.098,10.6558,10.965,18.8988,17.7617,32.1804,,16.2875,10.1375,41.285,15.3237,23.4239,27.1117,26.5693,,32.475,12.5537,30.1318,2.811,47.131,53.2634,16.4362
2007-06-25,3.741,21.6593,263.966,,68.66,,,71.064,6.5014,,42.759,39.6049,32.9509,39.3377,34.2898,26.906,37.3829,15.078,48.9168,13.2901,16.4281,28.5871,46.8754,42.165,19.5473,40.34,,33.5626,49.079,10.6328,11.1431,18.8398,18.1616,31.8181,,16.3631,10.55,41.306,15.1815,23.464,26.9944,26.5765,,33.042,12.628,29.8094,2.803,47.415,53.2257,16.3646
2007-06-26,3.659,21.6814,265.387,,67.48,,,70.812,6.1998,,43.0,39.9549,33.1144,39.4085,34.3973,26.885,37.3446,15.066,48.5901,13.3895,16.4852,28.5871,46.7342,42.172,19.6341,39.84,,33.7985,48.897,10.6788,11.1451,18.6446,18.1347,32.3088,,16.0943,10.2575,41.4,15.1168,23.4506,27.43,26.5335,,33.332,12.6958,30.0266,2.789,47.325,52.9549,16.285
2007-06-27,3.728,21.9384,263.4,,68.14,,,71.1948,6.3667,,42.967,39.8252,33.5505,39.5631,34.7487,27.304,37.6431,15.179,49.5759,13.4,16.6407,28.7634,47.4066,42.504,19.7209,40.47,,34.0707,49.558,10.7172,12.0708,18.5765,18.1347,32.4296,,16.5395,10.98,42.158,15.3819,23.6312,28.1057,26.6984,,33.068,12.9188,30.4332,2.969,47.59,53.7167,16.4442
2007-06-28,3.687,21.9091,262.76,,68.89,,,71.84,6.4279,,43.257,39.8577,33.3597,39.518,34.5694,27.139,37.5665,15.342,49.6472,13.4105,16.701,28.4109,47.5705,42.556,20.1404,40.42,,33.9861,49.414,10.771,12.0708,18.6446,18.0507,32.3314,,16.6739,10.85,42.043,15.466,23.5978,28.1894,26.8993,,32.752,13.1644,30.4612,2.836,47.629,53.4397,16.3725
2007-06-29,3.732,21.6447,261.604,,68.41,,,72.1,6.3238,,42.46,39.9354,33.0122,39.4085,34.4977,27.023,37.4135,15.457,49.8135,13.3791,16.5994,28.6543,47.6044,42.295,20.1404,40.15,,33.8046,49.5,10.794,12.0708,18.69,17.9935,32.3767,,16.5563,10.715,42.26,15.3495,23.5242,27.8097,27.0786,,32.694,13.41,30.4121,2.77,47.228,52.8101,16.3327
2007-07-02,3.708,21.843,265.447,,69.61,,,72.49,6.5871,,43.357,40.0845,33.4892,39.7628,34.6555,27.036,37.7426,15.486,50.3717,13.4628,16.6788,28.9732,48.1187,42.589,20.1693,40.16,,34.3188,50.218,10.9168,12.0936,18.8761,18.2523,32.1125,,16.7327,10.8175,43.509,15.6923,23.7516,27.6813,27.4588,,33.094,13.5231,30.7906,2.783,47.441,54.0994,17.5107
2007-07-03,3.889,22.0486,267.429,,69.45,,,72.736,6.5979,,43.291,40.1493,33.8806,39.795,34.7559,26.919,37.9186,15.116,50.6924,13.5047,16.7866,28.99,48.7855,42.778,20.3212,40.71,,34.3551,50.936,10.9744,12.2137,19.1213,18.2523,31.8709,,16.8587,10.7125,43.386,15.8992,23.8653,27.8265,27.6525,,33.107,13.41,30.7416,2.824,47.357,55.5329,17.5903
2007-07-05,4.06,22.0266,271.078,,68.73,,,73.357,6.6683,,43.548,40.3632,33.5029,39.7177,34.4834,27.352,37.7808,15.069,50.5736,13.5517,16.7137,29.0655,48.9211,42.987,20.5164,40.93,,34.2159,50.371,10.9283,12.2903,19.0577,18.222,32.3163,,17.2115,11.0075,43.415,15.9056,23.6245,27.8209,27.5018,,32.984,13.2355,30.5173,2.831,47.713,55.3205,17.5744
2007-07-06,4.046,22.0119,269.962,,68.97,,,74.098,6.7004,,44.021,40.2659,33.6265,39.5953,34.6985,27.675,37.6125,15.087,51.3457,13.5622,16.6914,28.948,49.5484,43.189,20.5887,41.02,,34.2643,50.218,10.9706,12.3566,19.0463,18.1448,32.4598,,17.1359,11.17,44.368,15.9574,23.6312,27.6198,27.7601,,33.126,13.2534,30.5453,2.913,47.681,55.4343,17.5585
2007-07-09,3.986,21.9384,271.543,,72.07,,,74.28,6.8948,,43.149,40.6483,33.5029,39.6211,34.7774,27.627,37.3523,15.024,51.9277,13.5413,16.7232,28.9228,50.5769,43.078,20.5742,40.72,,33.9014,50.017,10.8593,12.2344,19.2617,18.0473,32.3616,,16.9343,11.1125,44.31,16.1383,23.4908,27.5975,27.9824,,32.939,13.198,30.5523,2.919,48.134,55.1082,17.463
2007-07-10,4.047,21.5418,271.934,,70.28,,,74.08,6.9622,,42.801,40.3113,32.624,39.3055,34.1177,27.641,37.0079,14.756,51.3694,13.3843,16.5328,28.4444,50.2943,42.961,20.473,40.36,,33.5384,49.548,10.5944,12.1039,18.5741,17.7819,31.4784,,16.5647,10.85,43.697,16.1449,23.0359,27.1731,27.5484,,32.424,12.8753,30.286,2.874,47.901,53.4396,17.0093
2007-07-11,4.049,21.6593,272.499,,70.73,,,73.8,6.9316,,42.685,40.7391,33.0497,39.6468,34.1894,27.799,37.1227,14.57,51.8386,13.3163,16.5296,28.52,51.2832,43.117,20.7985,40.84,,33.732,49.491,10.652,12.1039,18.7025,17.9898,31.8332,,16.7831,10.83,43.848,15.8862,23.357,27.3071,27.5305,,32.669,12.9763,30.7275,2.859,48.088,53.7898,17.2799
2007-07-12,4.1,22.0853,272.929,,72.79,,,73.55,7.0653,,44.079,41.0631,34.0111,40.5292,35.014,28.114,37.9033,15.644,53.2223,13.5936,16.701,28.7466,52.7243,43.659,21.5506,41.55,,34.3551,50.812,10.6405,12.3131,18.9913,18.1757,32.0974,,17.2199,11.275,44.585,16.8108,23.7048,28.3514,28.0183,,33.268,13.1947,31.7158,2.873,48.366,55.1222,17.8928
2007-07-13,4.212,21.9017,276.348,,75.1,,,73.55,7.0219,,43.988,41.1085,34.3681,40.3553,35.2435,28.066,37.8803,15.768,53.6439,13.557,16.8533,28.8473,52.7412,43.6,21.6156,41.18,,34.4337,51.261,10.7364,12.2199,19.1425,17.9999,31.9389,,17.1359,11.135,45.48,16.7914,23.7717,28.3961,28.029,,33.435,13.1687,31.7859,2.877,48.619,55.777,17.6858
2007-07-16,4.223,22.056,276.763,,73.69,,,73.0788,7.149,,43.963,41.3483,34.2171,40.6709,35.0929,27.867,37.9721,15.815,53.2698,13.6459,17.0881,28.9312,52.0574,43.691,21.6156,41.06,,34.4156,51.616,10.6097,12.1722,19.6009,18.1081,32.0823,,16.9679,11.0375,44.664,16.7785,23.7115,28.3849,28.2227,,33.558,13.1067,31.5616,2.866,48.865,55.0461,17.7097
2007-07-17,4.248,22.6067,277.769,,73.79,,,73.26,7.1189,,44.005,40.6613,34.2789,40.3682,34.6698,27.572,38.1099,15.771,52.9075,13.5831,16.8723,29.1075,51.481,43.306,21.4999,41.46,,34.1191,51.424,10.817,12.311,19.3717,18.0506,31.6369,,17.1191,11.005,44.866,17.0241,23.8051,28.0722,28.7786,,33.596,12.9861,31.5616,2.887,48.858,55.4648,17.7097
2007-07-18,4.224,22.7096,275.017,,73.32,,,72.98,6.9882,,44.486,40.3113,33.5647,40.5366,34.4475,27.496,37.7732,15.733,54.1309,13.1489,16.9548,29.0403,52.5999,43.13,21.2902,41.41,,33.9074,51.185,11.1395,12.3586,19.2388,18.1554,31.6822,,17.1443,10.82,45.076,16.2031,23.6714,27.8879,28.6029,,33.622,12.9177,31.6107,2.874,48.651,53.9421,17.3595
2007-07-19,4.281,23.143,274.561,,73.35,,,72.76,6.9806,,43.083,40.4345,33.3862,40.6661,34.9853,27.263,37.7043,15.603,54.8079,13.0756,17.0405,28.9312,52.5547,42.7,21.6518,42.2,,34.107,51.357,11.1203,12.3897,19.3717,18.3651,32.4598,,17.3039,10.9775,44.903,16.3324,23.7717,27.5528,28.194,,33.925,12.9242,30.3841,2.849,49.065,53.2036,17.0729
2007-07-20,4.396,22.8859,260.312,,71.63,,,72.85,6.904,,42.61,40.0456,32.6583,40.2516,34.4619,27.05,36.9696,15.402,54.6001,13.0285,16.885,28.8221,52.0574,42.178,21.3987,41.64,,33.8953,50.094,10.9744,12.1184,19.3809,17.8748,32.6938,,17.3123,10.8625,44.231,15.8733,23.2232,27.3741,27.9681,,33.551,12.7319,30.1388,2.804,48.528,51.4449,16.7614
2007-07-23,4.395,22.9079,256.504,,71.74,,,72.77,6.9729,,42.485,40.1817,32.3768,41.0223,34.4977,26.755,36.8472,15.618,55.4909,13.0965,17.0215,29.4013,52.3117,43.43,21.8832,42.36,,34.585,50.075,11.0742,12.3006,19.6147,18.2298,33.0712,,17.4551,11.1625,43.978,15.9832,23.3102,29.2225,27.7708,,33.815,13.048,29.9636,2.467,48.224,51.5514,16.9706
2007-07-24,4.125,22.6215,257.249,,69.25,,,72.72,6.7887,,42.344,39.8382,31.1339,40.7762,34.4332,26.061,36.0819,14.795,53.9468,13.0233,16.8882,29.1662,50.7746,43.215,21.5216,41.78,,34.585,49.424,10.8669,12.0832,19.7614,17.7531,32.1352,,17.3374,10.845,43.437,15.8597,22.6948,28.8819,27.5951,,33.203,12.934,30.1949,2.296,48.315,49.9069,16.5103
2007-07-25,4.198,22.5554,255.127,,86.18,,,72.77,6.7571,,42.518,39.8771,31.0858,40.7891,34.3256,26.123,36.6788,15.013,55.1048,12.9657,17.1516,29.3173,51.4528,44.559,21.6301,41.72,,35.3532,50.812,10.9552,11.9755,19.8118,17.6821,31.6294,,17.2871,10.8825,43.65,15.841,23.1229,29.8089,27.7529,,32.823,13.2012,29.7533,2.386,49.305,50.1429,16.5103
2007-07-26,4.465,22.0192,254.246,,84.01,,,71.91,6.7907,,41.688,39.5077,30.2687,40.5171,33.5727,25.615,36.1432,14.791,52.3968,12.6361,16.812,28.6039,49.424,43.593,21.4565,41.19,,34.3006,50.285,10.4447,11.7829,19.4359,17.273,31.1387,,16.8083,10.4925,42.745,15.5177,22.5075,29.0215,27.0212,,31.883,13.0285,29.494,2.549,48.975,49.1075,16.1087
2007-07-27,4.399,21.586,256.193,,84.04,,,72.3,6.7739,,40.791,38.7365,30.3717,40.6855,32.9417,25.237,36.2809,14.354,50.829,12.4477,16.5899,28.3185,48.1469,42.824,20.9502,40.39,,33.2843,49.998,10.2336,11.4806,19.2525,16.9147,31.486,,16.4807,10.2225,42.398,15.2203,22.4473,27.9884,26.4187,,31.406,12.7905,29.2065,2.443,48.955,49.0085,16.4099
2007-07-30,4.325,21.5932,258.305,,82.7,,,71.98,6.9637,,40.634,38.9309,30.7287,40.977,33.1353,25.965,36.5028,15.338,51.0784,12.432,16.6248,28.5451,48.842,42.98,21.3264,40.89,,33.1331,51.233,10.4447,11.7705,19.0279,17.1817,31.7955,,16.4471,10.125,43.057,15.4207,23.1496,27.9884,27.4911,,31.168,12.9633,29.8094,2.484,49.699,49.1912,16.8451
2007-07-31,4.029,21.2921,255.247,,78.54,,,72.08,7.0051,,40.21,39.2096,30.2206,40.0638,32.9489,25.525,36.2886,14.985,50.5558,12.3012,16.536,27.6974,48.1808,42.798,20.9069,40.29,,32.7217,49.969,10.0839,11.6897,19.5367,17.1378,31.803,,16.0607,9.715,43.288,15.272,22.5878,27.7259,26.7845,,30.833,12.7645,29.1926,2.461,48.988,48.6278,16.8451
2007-08-01,4.128,21.5198,256.719,,77.31,,,71.99,6.953,,39.845,39.5077,30.4747,40.9057,33.1425,25.937,36.4493,13.978,50.9775,12.364,16.9041,28.3941,48.13,43.326,21.5289,39.58,,32.7883,50.725,10.0148,11.7829,19.821,17.2257,31.3576,,16.6235,10.035,43.52,15.3884,23.0627,28.491,27.1862,,31.091,13.1132,29.0103,2.451,49.77,49.0161,16.3262
2007-08-02,4.174,21.6814,255.753,,79.71,,,71.76,6.9224,,40.152,39.553,30.6189,40.9964,33.5082,25.972,36.5641,13.291,50.5855,12.4791,17.0278,28.8389,47.4066,43.574,21.7892,39.52,,33.0302,50.879,9.9073,11.7933,19.7705,17.3136,31.8483,,16.8755,10.45,44.041,15.7117,23.0226,28.8372,27.6955,,31.554,13.2338,29.4659,2.444,49.544,48.6354,16.3513
2007-08-03,4.032,21.2702,251.744,,76.8,,,71.98,6.5121,,39.438,39.242,29.9734,40.7244,32.6405,24.852,35.9672,12.232,48.7445,12.3012,16.9072,28.4528,45.7848,43.352,21.3047,38.75,,32.7459,50.046,9.8152,11.7001,19.5963,17.273,30.95,,16.5143,9.985,43.788,15.5315,21.9457,28.0833,27.1898,,31.252,12.859,28.5758,2.367,48.632,46.1534,15.6066
