Date,AAPL US Equity,MSFT US Equity,GOOGL US Equity,GOOG US Equity,AMZN US Equity,TSLA US Equity,FB US Equity,BRK/B US Equity,NVDA US Equity,V US Equity,UNH US Equity,JNJ US Equity,JPM US Equity,PG US Equity,WMT US Equity,HD US Equity,BAC US Equity,MA US Equity,XOM US Equity,PFE US Equity,KO US Equity,DIS US Equity,CVX US Equity,PEP US Equity,CSCO US Equity,ADBE US Equity,ABBV US Equity,LLY US Equity,TMO US Equity,CMCSA US Equity,NKE US Equity,VZ US Equity,ABT US Equity,ACN US Equity,AVGO US Equity,ORCL US Equity,CRM US Equity,COST US Equity,INTC US Equity,WFC US Equity,MRK US Equity,DHR US Equity,PYPL US Equity,MCD US Equity,T US Equity,QCOM US Equity,NFLX US Equity,UPS US Equity,MS US Equity,SCHW US Equity
2000-01-18,0.795,36.3354,,,64.125,,,34.0,0.8766,,6.101,25.899,24.7125,32.2394,43.9138,38.747,13.566,,21.2885,16.2479,17.6815,26.6993,19.7183,21.018,40.4977,15.891,,34.6105,11.919,12.4113,4.7887,19.3204,9.0308,,,23.3623,,35.858,31.0469,10.5652,29.5736,7.8354,,24.016,9.8563,46.9054,,38.604,37.1624,19.862
2000-01-19,0.815,33.7161,,,66.813,,,34.18,0.8683,,6.152,25.9877,25.8002,31.8959,42.9091,39.627,13.566,,21.4926,16.4705,17.7495,26.8928,19.4147,21.127,40.6107,15.673,,34.8354,11.764,13.163,4.9956,18.9505,8.8469,,,23.9923,,36.296,30.4199,9.9877,29.8608,7.7466,,24.522,9.7215,49.4562,,39.325,37.7007,20.3713
2000-01-20,0.868,33.401,,,64.75,,,34.0,0.8659,,6.308,25.704,25.4086,31.1184,42.4486,38.854,13.0184,,21.0216,16.201,17.9195,26.0222,19.3181,20.946,40.6333,15.844,,33.8071,11.97,12.7632,4.8774,19.4026,8.5291,,,24.8848,,34.984,29.0708,9.8858,30.4611,7.5801,,23.727,9.8263,52.4919,,39.685,37.4576,19.9893
2000-01-21,0.851,32.6921,,,62.063,,,34.22,0.8563,,6.036,25.4913,25.3869,28.3884,41.8206,38.427,12.9124,,21.3513,15.608,18.1915,25.345,19.5527,20.946,41.6728,15.611,,33.2929,11.919,12.6992,4.7946,19.7521,8.3451,,,25.0686,,33.934,29.7739,9.9537,30.2523,7.3138,,23.763,10.3057,52.26,,38.748,36.8151,19.6074
2000-01-24,0.812,31.9043,,,70.125,,,34.0,0.818,,5.707,23.7363,25.4086,28.4402,39.7694,37.146,12.5945,,21.1629,15.302,17.6475,25.7803,19.6079,20.474,39.4355,15.037,,31.9432,12.074,12.4113,4.7,19.7726,8.0274,,,22.7586,,32.885,30.0399,9.7499,29.3387,6.7478,,22.859,10.066,47.2427,,38.028,35.5647,19.3527
2000-01-25,0.858,32.3966,,,69.25,,,34.06,0.8109,,5.707,24.1795,25.9742,26.9543,40.9415,35.945,12.7535,,21.1158,15.5246,17.9195,29.021,19.5527,19.895,40.5429,15.642,,32.0396,12.177,11.6916,4.6232,19.2382,7.927,,,23.7036,,34.765,30.8759,10.2255,29.5997,7.1584,,23.039,9.5867,50.2573,,37.956,35.9642,18.7479
2000-01-26,0.842,31.3135,,,64.813,,,34.14,0.7774,,5.694,23.6832,27.3012,27.8182,41.4857,36.745,13.3187,,20.9745,15.5246,17.1545,28.3439,19.3733,19.677,38.7576,15.192,,32.2646,12.848,11.9155,4.6823,18.9916,7.9438,,,23.1261,,35.29,29.3368,10.3274,30.4089,7.3693,,20.688,9.5867,42.0357,,37.524,36.9193,19.4164
2000-01-27,0.841,31.1165,,,66.938,,,33.92,0.7367,,5.603,22.8323,28.0844,28.7685,39.6019,37.306,13.6013,,20.3465,15.3576,16.1854,28.7308,18.6144,19.605,38.5542,15.565,,33.0358,13.622,11.9155,4.4695,19.156,8.2448,,,21.7611,,34.24,29.8309,10.5992,30.957,7.3804,,21.773,9.347,40.4757,,37.524,37.5444,19.0026
2000-01-28,0.777,30.959,,,61.688,,,33.2,0.7152,,5.442,23.9668,26.6921,27.7318,36.9227,35.625,12.9301,,19.8127,15.6637,15.4883,28.4406,18.2281,19.279,37.5598,14.292,,33.5821,13.415,11.0038,4.434,18.9505,8.5291,,,19.8973,,32.185,28.5768,10.5312,31.8967,7.5025,,21.267,9.4069,37.2924,,37.416,35.1827,17.9204
2000-01-31,0.793,30.8408,,,64.563,,,32.92,0.7092,,5.48,24.41,28.0844,27.9392,36.6715,36.265,13.6896,,20.8175,16.1088,15.6243,28.102,18.4626,19.786,39.5937,13.672,,34.3855,14.292,11.0358,4.3039,20.3687,8.7131,,,20.9802,,34.24,30.0779,10.871,32.8364,7.6578,,21.629,10.2757,42.8367,,34.571,36.8151,18.2705
2000-02-01,0.766,32.436,,,67.438,,,33.5,0.7259,,5.629,24.0554,29.1503,27.5072,39.3089,39.707,13.8486,,20.896,16.4705,15.8113,27.8602,18.366,19.713,42.5994,13.873,,33.7107,14.602,11.3237,4.4163,19.5876,8.7967,,,22.6798,,36.296,30.8379,10.9899,32.0794,7.68,,21.195,10.1559,45.8935,,35.363,35.5647,18.1432
2000-02-02,0.755,31.7664,,,69.438,,,32.8,0.7463,,5.778,24.215,28.6717,27.2653,39.0996,38.907,13.4953,,21.053,16.0254,15.3353,28.8275,18.2419,19.134,41.1757,15.223,,33.4536,14.344,11.9955,4.4872,19.5054,8.8469,,,22.8111,,37.739,30.4199,10.6572,32.1055,7.6689,,20.544,10.1858,47.9173,,33.563,36.1899,18.2068
2000-02-03,0.79,32.6527,,,84.188,,,33.4,0.7582,,5.726,23.63,28.9545,27.0407,39.0996,38.747,13.1244,,20.6919,15.8584,15.0293,29.3112,17.9797,19.17,42.5994,17.148,,33.55,14.499,12.3633,4.5286,19.2177,8.897,,,23.8086,,37.914,31.6834,10.623,31.8445,7.7355,,20.254,10.066,46.9476,,33.203,36.6761,18.1432
2000-02-04,0.826,33.5783,,,78.563,,,33.1,0.7762,,5.868,23.2932,28.4542,26.194,37.7181,39.147,12.9654,,20.3151,15.9141,15.3013,29.5047,17.3449,18.989,43.7972,18.374,,33.3572,14.395,12.4113,4.4163,19.2588,9.2148,,,24.2811,,37.083,31.8545,10.5376,31.3486,7.68,,20.327,10.066,46.3573,,32.482,36.5025,19.3209
