Date,AAPL US Equity,MSFT US Equity,GOOGL US Equity,GOOG US Equity,AMZN US Equity,TSLA US Equity,FB US Equity,BRK/B US Equity,NVDA US Equity,V US Equity,UNH US Equity,JNJ US Equity,JPM US Equity,PG US Equity,WMT US Equity,HD US Equity,BAC US Equity,MA US Equity,XOM US Equity,PFE US Equity,KO US Equity,DIS US Equity,CVX US Equity,PEP US Equity,CSCO US Equity,ADBE US Equity,ABBV US Equity,LLY US Equity,TMO US Equity,CMCSA US Equity,NKE US Equity,VZ US Equity,ABT US Equity,ACN US Equity,AVGO US Equity,ORCL US Equity,CRM US Equity,COST US Equity,INTC US Equity,WFC US Equity,MRK US Equity,DHR US Equity,PYPL US Equity,MCD US Equity,T US Equity,QCOM US Equity,NFLX US Equity,UPS US Equity,MS US Equity,SCHW US Equity,CASH
2015-07-21,-0.010051007,0.007642955,0.003616224,-0.00108653,-0.000204897,-0.056441768,0.004890484,-0.006317053,0.004575328,-0.009396242,-0.014704203,-0.000298592,-0.002313879,-0.006836509,-0.004937448,0.003956707,-0.002204823,-0.005672555,-0.001224624,-0.002841943,-0.004600357,-0.002260391,0.010276078,-0.003912819,-0.006804551,-0.011024119,-0.003680156,-0.026523916,0.002201209,-0.000779062,-0.001238371,-0.023773635,-0.006010695,-0.003281844,-0.00096605,-0.009056687,0.014461371,-0.000684541,-0.013144177,-0.001724302,-0.005610057,-0.0089583,-0.028064984,-0.001747238,-0.009502019,0.020940748,0.017574199,0.00378006,0.000998649,-0.001717009,0
2015-07-22,-0.043206226,-0.03749599,-0.000359596,-0.000302024,0.000553126,0.004114924,-0.013815908,-0.000557258,-0.01966048,-0.000694483,-0.002068405,-0.001595992,0.014083826,-0.00169391,0.005757992,0.009094166,0.020256158,0.001754622,0.001590196,-0.007425523,-0.00706826,0.000167181,-0.004162245,0.002472375,-0.01119522,-0.005681833,0.000283863,0.009421018,0.0259705,0.003571609,0.009689267,-0.011132152,0.024223164,0.019140172,-0.037263068,-0.003798434,0.000541638,0.009884166,-0.004012857,0.009788929,-0.009245893,0.000796786,-0.024698966,0.002674598,-0.008713045,-0.014690164,-0.009017516,-0.007473764,0.01141335,0.009119418,0
2015-07-23,-0.000490712,0.012437335,-0.029743109,-0.027283188,-0.012551043,-0.002504347,-0.016625487,-0.009380538,0.012548223,-0.003062633,-0.01067639,0.000199788,-0.006298226,-0.001610974,-0.00892555,-0.002700263,-0.014743807,-0.01790529,-0.007978092,-0.002871315,-0.001467816,-0.004450998,-0.006113832,-0.003100856,0.017286142,-0.001115449,-0.000565901,0.004389336,0.003847487,-0.031978854,-0.00078895,-0.002154292,0.004305583,0.000879833,0.018198518,-0.010710733,-0.022728251,-0.005345057,-0.000352627,-0.005311914,-0.001033114,0.013453717,-0.036608863,-0.005037609,-0.009969778,-0.038267832,-0.012635547,-0.011596535,-0.014912993,-0.008260545,0
2015-07-24,-0.005272791,-0.003693734,-0.030028582,-0.032688423,0.093464579,-0.006721641,0.015697604,-0.00656249,-0.011761985,0.041630894,-0.011713439,-0.010534135,-0.010538227,-0.005092126,-0.012907729,-0.008759896,-0.015523242,0.007015812,-0.014900655,-0.015062049,-0.009839865,0.000925338,-0.02549991,-0.007142076,0.013824712,0.004207406,-0.035213035,-0.023794357,-0.019098592,-0.004811557,-0.008900317,-0.006711484,-0.002935027,-0.012280004,-0.026801008,0,0.023404887,-0.004200714,-0.018886559,-0.007415168,-0.011430749,-0.014365716,-0.000270234,-0.010251066,0.010554172,-0.002269633,-0.00692675,-0.014248123,-0.008547503,-0.004301761,0
2015-07-27,-0.01398376,-0.012923993,0.005331153,0.005916136,0.003751784,-0.047846787,-0.029093722,-0.00375927,-0.005687583,-0.012647147,-0.000508312,-0.00881401,-0.013146255,-0.003993401,-0.002797741,-0.004594307,-0.012932854,-0.015140351,-0.008542327,0.002331753,0.002468291,-0.005565818,-0.016246602,-0.005422063,-0.006711244,-0.013050959,0.018337365,-0.006750502,-0.006696387,-0.01719837,-0.011212977,-0.004573361,-0.007075383,-0.007740001,-0.030263258,-0.012645491,-0.019948742,-0.005111711,0.010284355,-0.003291949,-0.007343358,-0.006399549,-0.016623901,-0.00061941,0.000873062,0.005500486,-0.026974801,0.003906028,-0.008878972,-0.021191929,0
2015-07-28,0.004955712,-0.000220245,0.002109369,0.001179039,-0.010175606,0.045621336,0.011823214,0.017609809,0.021513932,0.011844138,0.030415801,0.007501511,0.000587805,0.003245663,0.010035766,0.01553731,0.011814321,0.00812454,0.039822758,0.028986298,0.000245574,0.001773772,0.035918467,0.0046873,0,0.008223321,0.02689246,0.018019122,0.011825607,0.021050925,0.015451642,0.001308388,0.004918581,0.012866918,0.029795838,0.019798712,0.018188536,0.002077812,0.021289568,-0.003304947,0.009258707,0.01343892,0.032710039,0.013343543,0.000288925,0.017910619,0.004406326,0.049424687,0,0.01166867,0
2015-07-29,-0.003170252,0.020736309,0.002679607,0.006238462,0.005630187,-0.003783297,0.017683007,-0.002096876,0.012094911,0.016848987,0,0.00714524,0.012993579,0.004848828,0.00180135,0.013229745,0.01554048,0.016355353,0.007970514,0.011532836,0.000987824,0.011582538,0.009157875,0.00436265,0.006711244,-0.00422781,-0.006478028,-0.006909615,0.006976184,0.001119353,0.012698948,0.014495704,0.002352442,0.007445462,0.001245341,0.01290064,0.001218934,0.005721249,0.001723146,0.009707613,0.017575647,0.027996969,0.009265453,0.008995745,0.010431878,0.001107239,0.001682401,0.009457718,0.004847693,0.009811652,0
2015-07-30,-0.005079058,0.012663199,0.00472101,0.001043874,0.014562635,0.01119478,-0.018522902,-0.000489904,0.002496314,0.004857004,-0.007931855,0.001101492,0.001449066,-0.040889681,-0.000969431,0.000770443,-0.001654219,0.017225695,-0.00156602,-0.000840479,-0.000739242,0.001584081,-0.002362993,0.001034126,-0.003526619,0.012876246,-0.008657832,-0.006485825,-0.00358838,-0.001922267,0.000782637,0.002359376,-0.005695874,0.002047518,-0.007259263,-0.003524371,-0.007063327,-0.000549455,-0.003453419,0.003273071,-0.000341103,0.010396001,0.013089192,0.009731938,0.003168308,0.01944065,0.040986344,0.005045596,0.000256533,0.010569576,0
2015-07-31,-0.008751924,-0.003846786,-0.010680403,-0.011095329,-0.001137095,-0.002401772,-0.012683819,-0.000770335,-0.003508993,-0.01371032,0.006935808,0.003699183,-0.007414044,-0.008954726,-0.002497837,0.004888961,-0.013886262,-0.010312606,-0.046857817,0.009195389,0.012738832,-0.000249764,-0.050144943,-0.002903309,0.004230452,0.008574281,-0.002140224,-0.00035491,0.002944884,0.000802914,0.001824396,0.002568058,-0.001575149,0.004374094,-0.019858578,0.007287547,-0.000818219,0,0.001381969,-0.00482722,0.007490721,-0.003271208,0.006480904,0.006924498,-0.001722771,-0.00031179,0.024351493,0.009417826,-0.011775589,-0.008847147,0
2015-08-03,-0.02386818,0.002354436,0.010921135,0.008911438,-0.002091153,-0.023416891,0.001381876,-0.002876488,0.01691498,0.005691434,-0.004205286,-0.001897612,0,-0.003919893,0.002774454,-0.001195088,-0.006167996,0.000406426,-0.014624469,0.002492547,0.011135496,0.009289816,-0.033090663,0.011363044,-0.002112989,-0.007222016,-0.004006996,-0.004387611,-0.007842889,0.0127345,-0.003390283,0.003839763,-0.003755447,0.000968824,0.00525989,-0.005776383,-0.011801976,0.001514195,0.003448658,0.000691031,0.001524806,-0.002515443,0.017672377,-0.004407477,-0.002309285,0.000621558,-0.015427643,0.003806755,-0.002060318,-0.005173102,0
2015-08-04,-0.032609539,0.015473539,-0.005188549,-0.003109978,-0.005867318,0.023905218,-0.000850159,0.002456055,0.003936374,-0.006620697,-0.000413236,-0.002201427,-0.001021676,-0.006433588,0.000969163,0.005455887,0.001687699,-0.001433922,-0.011467723,-0.001108697,0.007432693,0.00469471,-0.004566749,0.003680305,-0.011701928,0.008075414,0.003150391,-0.001070174,-0.004855437,-0.007462263,0.008151953,-0.006407821,0.000197771,0.002033542,-0.018694675,-0.001261018,-0.00762146,-0.004683371,0.002752861,-0.001555492,-0.005943151,0.00469843,-0.011233205,-0.002829094,-0.002308894,-0.01532782,0.073543034,-0.00107254,0.004119411,0.014590728,0
2015-08-05,0.006599929,0.000839952,0.017998792,0.022828419,0.009561215,0.014354938,0.024988177,0.005730675,0.010254847,-0.003861022,0.025168771,0.007187371,0.003935012,-0.001846941,0.024094989,0.00399597,0.003926924,0.009909722,0,-0.000277367,0.00643274,-0.096189276,-0.013945775,0.014010282,0.008524049,0.015957785,0.004991012,0.008057537,0.006660046,-0.047826776,0.008430046,-0.000641594,-0.000595678,0.010388482,0.010313261,-0.000503166,0.008863096,0.014054721,0.007927215,0.003562672,0.006790237,0.005433746,0.008182096,0.006640488,-0.000292573,0.006755585,0.02091067,0.002916999,0.002051857,0.006521988,0
2015-08-06,0.002165037,-0.020382638,-0.004674575,-0.00171012,-0.014159097,-0.093043473,-0.013781801,-0.001045843,-0.006354079,-0.018847917,-0.015288831,-0.014529607,-0.007008082,-0.000396103,-0.009843337,-0.012285936,-0.003364989,-0.011356427,0.01185062,-0.018314221,-0.004759805,-0.018075888,0.013710938,-0.000405303,-0.00212421,-0.014374832,-0.01519397,-0.024249118,-0.012850268,-0.017712629,-0.014060594,-0.000214924,-0.00317318,-0.013487673,-0.011935157,-0.00810512,-0.029380961,-0.003072486,-0.0037854,-0.002083001,-0.011401238,-0.007507769,-0.010752792,-0.004517918,-0.009587381,-0.016414993,0.021906856,-0.004957998,-0.001795897,-0.007945725,0
2015-08-07,0.003408965,0.002572166,-0.008632241,-0.011549605,-0.013002997,-0.014816905,-0.008658063,0.001394214,0.11665726,0.008525833,-0.00180236,-0.002222561,-0.002933854,-0.003438406,-0.02138399,0.003172832,-0.003376351,0.006264653,-0.016265082,0.000568721,-0.003584036,0.007342388,-0.017048386,-0.000503788,-0.002128732,0.006065036,-0.008994937,-0.00521286,-0.006588886,0.001022416,-0.005313565,-0.005808804,-0.004181695,0.006187726,-0.005857939,0.006084286,-0.00028401,-0.0080879,-0.004488085,-0.00104313,-0.00790326,-0.00558437,0.007181359,-0.00433387,-0.000880899,0.00285984,-0.023443887,-0.002835659,-0.009031223,-0.001997874,0
2015-08-10,0.035693537,0.01254442,-0.001883197,-0.002474332,0.002637062,-0.005665269,-0.001591935,-0.000906018,0.034214444,0.002287865,0.005397363,0.009463907,0.012268258,0.011854226,0.003222623,0.005711605,0.01620814,0.003160165,0.024681804,0.004819213,-0.002156604,0.014976781,0.025231888,-9.83E-05,0.015510797,0.01118405,0.008561963,0.014959234,0.008487924,0.010653574,0.007396861,0.018594525,0.010914667,0.01397564,0.037871032,0.008307651,0.012140183,0.006793855,0.025972632,0.008145346,0.007561515,0.009726637,-0.00204656,0.00474108,0.016525975,0.00206102,-0.003974858,0.012549726,0.012877774,0.011073131,0
