Date,AAPL US Equity,MSFT US Equity,GOOGL US Equity,GOOG US Equity,AMZN US Equity,TSLA US Equity,FB US Equity,BRK/B US Equity,NVDA US Equity,V US Equity,UNH US Equity,JNJ US Equity,JPM US Equity,PG US Equity,WMT US Equity,HD US Equity,BAC US Equity,MA US Equity,XOM US Equity,PFE US Equity,KO US Equity,DIS US Equity,CVX US Equity,PEP US Equity,CSCO US Equity,ADBE US Equity,ABBV US Equity,LLY US Equity,TMO US Equity,CMCSA US Equity,NKE US Equity,VZ US Equity,ABT US Equity,ACN US Equity,AVGO US Equity,ORCL US Equity,CRM US Equity,COST US Equity,INTC US Equity,WFC US Equity,MRK US Equity,DHR US Equity,PYPL US Equity,MCD US Equity,T US Equity,QCOM US Equity,NFLX US Equity,UPS US Equity,MS US Equity,SCHW US Equity,CASH
2016-06-03,0.002022068,-0.013235296,-0.011363989,-0.011096387,-0.003714459,0.000137002,-0.003875321,-0.0068491,-0.014101199,-0.00012471,0.005863188,0.002354905,-0.017937555,0.006325097,-0.001127998,-0.005073718,-0.035422902,-0.008807507,-0.001807853,-0.005174943,0.007128374,0.000303808,0.001292732,0.005181838,0.001716696,-0.014783796,-0.001382753,-0.004516026,-0.004441427,-0.001571975,-0.020003777,0.002948547,-0.008893127,-0.002855084,0.048202329,0.011318026,-0.008323831,0.001317322,-0.004414937,-0.018164641,-0.003173238,-0.003555679,-0.00598259,0.001483694,0.009483463,0.001094038,-0.016530948,0.000679931,-0.02750422,-0.053958102,0
2016-06-06,0.007219616,0.006545303,-0.007913161,-0.008047914,0.001638814,0.007687622,0.002697464,0.004806342,-0.005175813,0.007477118,0.009524375,0.008762477,0.009852887,0.003631198,0.002535415,-0.019548416,0.006909066,0.006323486,0.01091655,0.006893989,0.007300225,0.000303716,0.005053647,0.001659904,-0.001029664,0.004246291,-0.034113691,-0.003733831,0.002093713,-0.002520311,0.015778206,-0.004130919,-0.000256068,0.005870228,0.00172153,0.008658718,0.003386144,0.003489576,0.001894503,0.005960961,0.009312904,0.007500653,-0.006018597,0.005345832,0.003312361,-0.000911253,0.011481182,-0.000103688,0.011615175,0.01965438,0
2016-06-07,0.004046387,-0.000576115,0.001409849,0.000139548,-0.004122807,0.051488128,-0.008708573,-0.002895176,0.001941876,0.000745033,-0.008795888,-0.000344925,-0.003376218,-0.005451754,-0.000280691,0.005639427,-0.011776319,0.000418004,0.015217651,-0.002581555,-0.001101294,-0.004362821,0.021028859,-0.002052229,-0.001030725,-0.006071664,0.004447359,-0.001872915,-0.003272106,-0.00237035,-0.013909323,0.020301678,-0.006145346,0.000418052,0.012207045,-0.007892767,0.003735619,0.002494625,0.006292859,-0.004368365,-0.002976466,0.004232676,-0.014008423,-0.000822761,0.011371199,-0.000909906,-0.00847336,0.007346728,-0.01236737,-0.010118069,0
2016-06-08,-0.00086881,-0.001153226,0.016065256,0.016098013,0.003998957,0.013594019,0.005335604,0.007889032,-0.00324443,0.012942654,0.024957634,0.000604295,0.002915509,0.004000284,0.003513256,-0.002542617,0.005559534,0.013464454,0.000881753,0.011700228,0.005062341,-0.00315734,-0.00222911,0.006717456,0.002403375,0.001622718,-0.021950772,0.002808059,0.009454486,-0.000472612,0.010589002,-0.00445514,-0.000515492,-0.002762378,-0.006940037,0.003826589,0.002522675,0.00489709,0.000313424,-0.00538491,0.010816588,0.007113875,-0.000532481,0.001720406,0.00176005,0.001821159,-0.020531695,0.007860691,0.000752195,-0.001695737,0
2016-06-09,0.007145207,-0.008103692,-0.000552021,0.000411845,0.001388994,-0.026503014,0.001434902,-0.002107038,0.025656811,-0.004787556,0.001988344,0.010309066,-0.007691676,0.006271699,-0.002669836,-0.002240038,-0.016772194,-0.009955829,-0.001322185,0.001700533,0.004598823,-0.002042192,-0.002719114,0.004643564,0,-0.006200782,-0.016004332,-0.006428958,6.60E-05,-0.004599183,0.015037203,0.008312012,-0.001028914,0.001005384,0.002684501,-0.005872311,-0.007466316,0.004426524,0.001565646,-0.017348164,-0.007665571,0.002294256,-0.01124811,0.005556878,0.005751127,0.000727971,-0.007899502,0.002674465,-0.017480655,-0.012300827,0
2016-06-10,-0.00827579,-0.002715183,-0.012644929,-0.012666003,-0.01347595,-0.047180456,-0.016498376,-0.003309979,-0.025225373,-0.01337943,-0.010288382,8.56E-05,-0.014154718,0.000361507,0.000703363,-0.003644151,-0.025693778,-0.018831162,-0.007638903,-0.000566523,0.00501379,-0.005123256,-0.008105934,-0.003383324,-0.00377933,-0.010043126,0.004106483,-0.006469025,-0.015366351,-0.002065998,0.003089629,0.013762854,-0.012163185,-0.009844024,-0.020433912,-0.007971916,-0.010938369,0.005310865,0.003127585,-0.016415595,-0.006489874,-0.010817033,-0.009742973,-0.003509485,0.005968583,-0.021138501,-0.035006719,-0.004298496,-0.020925716,-0.022247196,0
2016-06-13,-0.015212586,-0.026373384,-0.001788311,-0.001460595,-0.003726062,-0.004213811,-0.02316103,-0.005801219,0.012692224,-0.022450778,-0.008290146,-0.001881912,-0.008968637,-0.007602025,-0.008610542,-0.007792663,-0.016771641,-0.010764908,0.006755983,-0.01570838,-0.011460218,0.002360154,0.001175907,-0.002430246,-0.006565941,-0.001339861,-0.017694915,-0.001218765,-0.007478933,-0.006551421,-0.003635167,-0.001900218,-0.014163031,-0.010112734,-0.005049806,-0.003101113,-0.004163611,0.000517159,0.004050208,-0.007683486,-0.004269701,-0.012360352,-0.006274744,0.005133037,-0.003477343,-0.018751578,0.001066098,-0.008457941,-0.011022035,-0.010954412,0
2016-06-14,0.001236149,-0.00620325,0.001870142,-0.000125293,0.005660366,-0.01344659,0.008650497,0.002551022,0.001927753,0.002166123,-0.00159636,0.002821542,-0.018987269,0.009403342,0.005937032,-0.020471387,-0.025316116,-0.000858294,-0.001768183,0.007171795,-0.001773384,0.008471194,-0.008064545,0.001651377,0.004149297,0.000206249,-0.000501108,0.006208617,-0.017021224,0.004000573,-0.014491665,0.007959231,-0.005295578,0.008589344,-0.006395087,0.005424199,-0.004920664,0.005917327,-0.000932374,-0.02298383,0.002491389,0.005793973,0.016825363,-0.003908494,0.004718685,-0.002464892,0.002872801,0.000870781,-0.026477211,-0.005702303,0
2016-06-15,-0.003270288,-0.002812855,-0.001446665,0.000904543,-0.007031475,0.012666004,-0.002962449,-0.006033736,0.010184706,-0.00510456,0.000111272,-0.006080937,-0.001773706,-0.004811217,0.002393175,0.010247478,0.006015145,-0.00821294,-0.00298999,-0.005731813,-0.000666835,-0.001322577,-0.006438082,-0.003592935,-0.010758635,0.000412371,0.008311986,-0.008241662,-0.003859694,-0.004641865,0.003504244,-0.002835669,-0.006127467,-0.005433498,-0.000567284,-0.010095408,0.01103764,-0.006500061,-0.016627951,-0.002135909,-0.002846532,-0.004572197,-0.008648703,-0.002120352,-0.002233635,0.010946979,0.001804576,0.001544914,0.004869445,0.017010277,0
2016-06-16,0.004196397,0.013987981,-0.010903406,-0.011978202,0.004539843,0.001055942,-0.001834142,0.010905079,0.004002251,0.002301072,0.010145066,0.001973877,0.004027643,0.0055297,0.002526514,0.006537764,-0.00225671,0.007893643,0.011688511,-0.001150316,0.006643106,0.001118969,0.004362969,0.009579198,0.007648277,0.001750683,0.008243466,0.00729909,-0.001220862,0.011958085,-0.01558847,0.011663997,0.001868342,0.00721056,0.001450761,0.005190155,-0.004277951,0.010019296,0.002526005,0.001496121,0.024826262,0.008719274,0.003522562,0.001790815,0.004951649,0.002623669,0.012122638,0.003071287,0.014058243,0.001754673,0
2016-06-17,-0.023007971,-0.005172225,-0.02800323,-0.026590634,-0.015619392,-0.011352222,-0.012048868,-0.008913472,-0.017610844,-0.017511255,-0.007018625,-0.009994251,0.000962256,-0.003362571,-0.004919689,-0.001731447,0.006738162,-0.00842655,-0.005496541,-0.015369844,-0.011541482,0.006281949,0.004935499,-0.004246097,0.00276524,-0.016704232,-0.014722184,-0.005266045,-0.006744991,-0.011637388,0.004478982,0.005969745,-0.002937961,-0.006190112,-0.016718709,0.026556842,-0.014062154,-0.00338894,0.002205032,-0.005351784,-0.028400344,-0.013311083,0,-0.001630453,0.005909795,0.002429478,-0.010427184,0.00774467,0.009524885,-0.004571587,0
2016-06-20,-0.00239348,-0.001198573,0.00266595,0.002872756,0.010729475,0.019441291,0.003092012,0.006657248,0.017824646,0.004535564,0.0060111,0.009136653,0.001445431,-0.001082978,0.002111176,0.003773031,0.010395849,0.011296561,0.00439906,0.008148343,0.004231096,0.005741467,0.010186708,-0.000388985,-0.005195293,0.024901839,0.001667053,-0.0078834,0.014458914,0.001443664,0.012028591,-0.000371915,0.009582681,0.012510185,0.005944025,0.001259467,0.008904338,0.003778401,0.012829288,0.007057818,0.004465052,0.009974442,-0.002979821,0.009360033,0.001229159,0.006329494,-0.006905738,0.010230067,0.023044207,0.009469849,0
2016-06-21,0.008464325,0.022123522,0.003886903,0.003209444,0.002531771,-0.000409733,0.008869432,0.013043663,-0.006124254,-0.000128919,-0.002389054,-0.003093057,0.009254812,0.004445549,0.005051234,0.000938803,0.005891143,0.00802734,0.004489262,0.007221502,0.003329286,-0.007561093,0.006120761,0.006853677,-0.001041469,0.017500826,-0.002165317,-0.009736743,0.00363689,0.001279913,0.007514652,0.006303817,-0.000528656,0.003186535,-0.007162243,0.00652433,0.005035319,0.004589969,0.00465247,0.006371204,0.001955562,0.002932169,-0.019173417,-0.006421486,0.007083712,-0.000186178,-0.030415246,0.005360087,0.011517513,-0.009469849,0
2016-06-22,-0.003773081,-0.003914978,0.002240463,0.002181715,-0.007319055,-0.110376897,-0.004117576,0.002852473,-0.000843519,-0.010398937,-0.002102036,0.002406649,-0.00381913,0.001917214,0.004049703,-0.00109983,-0.000733467,-0.011106601,-0.003939638,-0.008093265,-0.006000181,-0.000303593,-0.009244386,-0.00327843,-0.001738195,-0.058965099,0.006810553,0.006866132,0.006292217,0.001597591,-0.003657775,-0.00129581,0.026415712,-0.003354577,-0.004309772,0.000498419,-0.012450084,0.005832882,-0.000931643,-0.005520539,0.013947629,0.000101476,-0.004434597,-0.016528048,0.005586788,0.002965851,-0.010828835,-0.006771884,0.007225094,-0.001407662,0
2016-06-23,0.00574379,0.017882913,0.006173985,0.006303037,0.016026252,-0.001322953,0.010218876,0.01407308,0.026327149,0.021970086,0.009314845,0.007868867,0.021142759,0.007628093,0.004866533,0.005398112,0.031103122,0.017393642,0.006886398,0.003478725,0.004893434,0.002325553,0.020800989,0.006727375,0.017259829,0.023132143,0.015120047,0.01183641,0.015162155,0.004934588,-0.008280224,0.011776824,0.022714124,-0.001008849,0.022183403,0.020288928,0.020381307,-0.006917321,0.021447245,0.019816035,0.011158753,0.014037033,0.018167304,0.004883456,0.013945631,0.027558323,0.018165304,0.011915054,0.033534028,0.04653392,0
2016-06-24,-0.028502043,-0.040895786,-0.042389942,-0.038709638,-0.03254242,-0.016686307,-0.026414637,-0.04390078,-0.058599587,-0.04149855,-0.013746734,-0.015021696,-0.072007929,-0.023428037,-0.001944085,-0.0148455,-0.076962639,-0.045315626,-0.026604102,-0.018089068,-0.025843164,-0.033895018,-0.024620949,-0.023839304,-0.051618853,-0.042573172,-0.023934866,0.005260363,-0.045655618,-0.020866138,-0.028678941,-0.004399171,-0.044370202,-0.064790708,-0.06444574,-0.039975495,-0.047539124,-0.009406959,-0.04463078,-0.047008622,-0.03170413,-0.022453312,-0.044055075,-0.014712843,-0.008632989,-0.063733467,-0.035761723,-0.026564641,-0.107028229,-0.126962855,0
2016-06-27,-0.014654995,-0.028497832,-0.005942901,-0.010361244,-0.010932844,0.027573868,-0.028140287,-0.00869852,-0.010774377,-0.023047671,-0.001311924,0.00792513,-0.033960088,-0.012600626,-0.006412649,-0.013777266,-0.065153245,-0.026581621,-0.005946077,-0.005018478,-0.003420386,-0.014097934,-0.015228381,0.001471978,-0.015980258,-0.014750336,-0.019908529,0.007506244,-0.030882865,0.013054047,-0.01339995,0.005677432,-0.025649571,-0.01957088,-0.034824787,-0.01930303,-0.030934972,-0.008391169,-0.026657297,-0.015430986,-0.010253056,-0.009102925,-0.025405523,-0.026644499,0.012205922,-0.018982714,-0.035798263,-0.00614024,-0.037818858,-0.083713896,0
2016-06-28,0.016678635,0.02064068,0.014748154,0.017474301,0.023712798,0.016186595,0.033656806,0.0127701,0.014484923,0.024512032,0.011604261,0.014311491,0.032617813,0.015028588,0.00014022,0.022678762,0.041811997,0.01504187,0.022806844,0.018760091,0.009096979,0.017540267,0.012575122,0.000104231,0.017419637,0.017566324,0.022078186,0.003466035,0.015631634,0.009716426,0.022863159,0.001460234,0.016371688,0.01155265,0.041859647,0.016750344,0.019268921,0.008652261,0.01518127,0.023927393,0.004868037,0.008187079,0.029956157,0.018743918,-0.000235683,0.026436466,0.030469755,0.008821877,0.041481539,0.020987952,0
2016-06-29,0.00864618,0.022004878,0.00566917,0.005967103,0.010747882,0.040784331,0.012871552,0.013031346,0.016206642,0.020804257,0.01296279,0.009260696,0.02783354,0.017432488,0.013196305,-0.001253997,0.037856484,0.018728627,0.016906326,0.016415501,0.005867067,0.009635861,0.017460068,0.009543091,0.016772098,0.020659017,0.029886819,0.039144574,0.013943059,0.013700783,0.037704969,0.004370325,0.026536651,0.010795427,0.034324887,0.035646966,0.018524963,0.009461983,0.023448009,0.01869618,0.026106124,0.020078104,0.014927752,0.008315694,0.012298893,0.019612225,0.034522783,0.015638953,0.024881339,0.029684789,0
2016-06-30,0.012628316,0.012389742,0.01192533,0.01161173,2.79E-05,0.009894274,0.001050604,0.018612646,0.007685832,-0.034062749,0.00482481,0.016374594,0.015242921,0.009016175,0.007698928,0.002506424,0.006046978,-0.045175797,0.013749284,0.0056959,0.019829015,0.008624369,0.013541369,0.026978812,0.015103179,0.01472316,0.001618545,0.007647191,0.01775484,0.019361382,0.001269311,0.014065467,0.019003865,0.013597811,0.002576888,0.009327745,0.005176452,-0.000251449,0.02688304,0.007636119,0.009767903,0.00885035,0.020476642,0.00708817,0.015624658,0.000374615,0.004601739,0.012897819,0.029293682,0.000393344,0
2016-07-01,0.003009007,-0.000196315,0.009506501,0.010220672,0.013959846,0.019684389,-0.00078785,-0.005748934,-0.007467905,0.004170908,-0.002405623,-8.25E-05,-0.006508889,0.001298172,-0.002879963,0.015004918,-0.012892753,0.008924761,0.001065398,0.01017157,-0.004644549,0.00214425,-0.006507666,-0.002929602,0.003824032,-0.004918643,0.012838255,0.002536123,0.009901782,0.005606165,0.007400715,0.006960396,0.005835272,0.002027545,-0.007622008,0.001959907,0.005275069,-0.005938157,-0.001524563,-0.006357697,0.005710602,0.012985044,-0.004391992,0.000498223,0.005999003,-0.010698094,0.055182747,0.005915746,-0.002311461,-0.007934781,0
2016-07-05,-0.009416393,0.000196315,-0.007575258,-0.006773363,0.003329255,-0.011707995,-0.001665279,-0.012090018,0.014674336,0.002547073,0.004951901,0.008047089,-0.028310913,0.007755228,0.00452172,-0.002089478,-0.027870407,-0.006891536,-0.008776276,0.006724019,0.00684729,-0.00378178,-0.005584173,0.007452481,-0.007384752,-0.006208912,-0.01267802,0.008703069,-0.013359991,-0.004145742,-0.007400715,0.005320487,-0.002534612,-0.003706383,-0.022691175,-0.011322965,-0.014637485,-0.005522914,-0.002138301,-0.017591766,0.001035386,0.036091675,-0.006347475,0.002993685,-0.002764299,-0.020201696,0.012745573,0.000832868,-0.036140542,-0.031143352,0
2016-07-06,0.005687476,0.004094618,0.00577145,0.004711772,0.012976828,0.002147426,0.023408091,0.001966707,0.006318785,-0.008203304,0.00577832,0.003021804,0.010690084,-0.004810202,0.009254243,0.017020086,0.009379616,-0.01395102,0.011437655,0.001396987,-0.003528316,0.008056535,0.009703873,-0.004712707,0.013673203,0.004739096,0.023147715,0.004758774,0.012549367,0.001386116,0.010811227,0.00525783,0.034637289,0.003706383,-0.000862168,0.00321381,-0.002163264,0.00487942,0.008832588,0.00947751,0.019803941,0.002732104,-0.005274127,-0.001079754,0.005350547,0.008243749,-0.034391213,-0.006748613,0.005980329,0.013465467,0
2016-07-07,0.004266889,0,-0.002414863,-0.003459838,-0.001410954,0.006970612,-0.007310288,-0.004219119,0.025690507,0.006057731,-0.011156255,-0.001060726,0.00645813,-0.002355884,-0.003935923,-0.003119775,0.011597828,0.011223436,-0.012082681,-0.002514522,-0.003981953,0.006832623,-0.014737669,0.014721472,0.000697666,-0.000420345,0.000947126,-0.008785833,-0.000333977,0.017661105,0.00214753,-0.015763691,0.012897035,-0.007249042,0.002386393,0,0.003306629,0.04811386,0.006954326,0.003211065,-0.006444842,0.000992804,0.010795953,0.002396812,-0.018735508,0.010636576,0.005271493,0.001201373,0.021246789,0.023635924,0
2016-07-08,0.007679295,0.017748375,0.014764766,0.014661324,0.012466601,0.003882423,0.011926865,0.012186732,0.039304535,0.025312058,0.003325988,0.002771469,0.020424947,0.011020573,0.004207533,0.02395082,0.012223393,0.008510789,0.006220267,0.009738153,0.006410834,0.012219899,0.016552552,0.007225631,0.017929767,0.017194192,0.011442587,0.004277412,0.024065251,0.012747404,0.014204573,0.009344493,0.012732817,0.021158914,0.027114659,0.008353538,0.026684953,0.010572677,0.023809002,0.020931851,0.009650699,0.00198011,0.02823206,0.003228036,0.007302994,0.023525985,0.020400374,0.015368606,0.026124915,0.018433876,0
2016-07-11,0.003108489,0.005529224,0.013038427,0.013317388,0.010629672,0.036239132,0.005359206,0.001947285,0.022749369,0.001307844,-0.006740815,0.000650717,0.007090008,-0.000233308,0.002975238,0.006015285,0.003028398,0.002145548,0.00373473,0.000831956,0.004176202,0.003607149,0.005900793,0.005893039,0.0057937,0.003609554,0.00295594,-0.00654969,-0.002298584,0.004457833,0.001937,0.000536895,0.005476863,0.003035578,0.014207921,-0.00220429,0.009474079,0.007711291,0.011114058,0.006049888,-0.000168918,-0.009693179,0.020925144,0.005669014,-0.002350125,-0.001385023,-0.024932184,0.004459075,0.003406161,0.001940671,0
2016-07-12,0.004512284,0.01172088,0.00727545,0.007731297,-0.007416861,-0.000578511,0.000508906,0.005128216,0.014883721,0.01246662,-0.003286121,-8.14E-05,0.014825503,0,-0.010725173,-0.002300174,0.024673553,0.013984301,0.011226749,0.002484509,0.000219596,0.002198389,0.01310286,-0.001097546,0.006098849,0.004109313,0.017713919,0.006674844,0.013304906,-0.003864527,0.021412597,-0.008258798,0.008274942,0.008966928,0.007786327,0.015572746,0.003300938,-0.002642994,0.016156881,0.005601801,0.004372105,0.003241511,0.016636724,0.002049229,-0.002355661,0.009287843,0.013638482,0.002545299,0.033813487,0.037311239,0
2016-07-13,-0.005665738,0.005620607,-0.004145041,-0.00509176,-0.007485748,-0.009481712,-0.009799405,0.008671768,-0.000377497,-0.000257388,0.011516174,0.000651293,-0.000633352,0.001630638,0.004765818,-0.009535994,-0.007410984,0.00377188,-0.000737502,0.001931337,0.00350436,-0.003198777,-0.001218596,0.01023309,0.004715293,-0.002052546,-0.002468331,-0.003898474,0.002714705,-0.00477642,-0.001204916,0.009509664,-0.005703435,0.002829149,-0.007468118,0.000963968,-0.007350272,0.003001632,0.002003453,-0.001655887,-0.000839225,0.008675568,0.012553002,0.004649464,0.004237088,0.00383881,0.004781714,0.00452453,-0.007704208,-0.012407222,0
2016-07-14,0.019647688,0.004289803,0.008626391,0.005521841,-0.001927445,-0.004503903,0.004357678,-0.00137146,0.01017323,0.008740827,-0.004536347,0.001461971,0.01508535,-0.000232982,0.001085886,0.007315371,0.015499306,0.012203665,0.000737502,0.016660537,-0.001094619,0.000900395,0.000468773,0.000462662,0.000336816,0.003691555,-0.017914694,0.015379818,0.018754248,0.002838541,0.008583947,-0.0028601,0.007360719,-0.000513796,0.021244963,0.005053543,0.002823994,0.000960245,0.005412137,0.013783804,0.001677747,-0.00197698,0.01716347,0.008992648,0.004219211,0.000910073,0.016354183,0.006391779,0.03046286,0.018368723,0
2016-07-15,-0.000130585,-0.000743848,-0.000231068,-0.00152693,-0.007801535,-0.005113943,-0.003672863,0.001645527,-0.011692361,0.002044673,0.003471729,-0.001461971,0.000935663,0.001629738,-0.000406687,0.00178028,0.000739536,-0.005702284,0.001788012,-0.004072531,-0.001312483,-0.001701427,0.003088646,-0.002736039,0.002014519,0.001329719,-0.004725953,-0.004600741,-0.004383891,-0.002088838,-0.010656574,0,-0.004266773,-0.014491654,0.002298814,0.002396376,-0.001963673,-0.003181805,-0.003700921,-0.025454917,-0.000334063,0.00049493,-0.022012274,-0.002581079,0.002801486,-0.002370532,0.003767633,-0.00422811,0.000354229,0.004078756,0
2016-07-18,0.010608686,0.004829198,0.023603522,0.019166399,0.000856263,0.026196505,0.021251276,0.004102009,0.005111124,0.000127322,-0.004107068,0.001137798,-0.003435052,-0.000930954,0.002304917,0.011503575,0.0324074,0.007340064,-0.003159298,-0.00354323,0,0.003500839,-0.008822021,-0.004107315,0.003012195,-0.000408956,0.003783769,-0.00337132,5.82E-05,-0.000301152,-0.002248057,0.001609234,-0.000236846,-0.008289277,0.007233865,-0.003118255,0.002821568,0.006589309,-0.00057008,0.011877328,-0.010284317,0.000246737,-0.004358422,0.001538268,-0.000935887,0.010899645,0.004259641,-0.001166942,0.007115599,0.002586219,0
2016-07-19,0.000387572,-0.016255346,0.000278772,0.00432436,0.005257393,-0.004385292,0.010334286,0.002385091,0.01032693,0.005222117,0.012982695,0.016989632,-0.001563464,0.002788892,-0.002441026,0.004686314,0.010575831,0.008484675,-0.003698036,0,0,-0.006812953,-0.000471469,0.002920089,0.000335015,0,-0.003783769,0.000249383,-0.002610891,0.003434443,0.000345901,-0.004119711,-0.006914265,-0.006768309,-0.011150806,-0.01353778,-0.003190187,0.003637578,0.002847156,0.001861378,-0.00611835,-0.000741667,0.011495848,0.021573593,-0.001865598,-0.003802676,-0.140713716,-0.002348715,-0.000707649,0.013922831,0
2016-07-20,0.000903751,0.051756412,0.00485936,0.005723386,0.007767578,0.01366804,0.010802892,-0.005117893,0.01299303,0.008097827,0.0030174,-0.000878611,0.001095048,-0.002112625,0.001763391,0.003136977,0.009771912,0.009910222,-0.005732097,0.001091014,-0.002632796,-0.012646544,-0.004252037,-0.005577199,0.023453061,0.006218482,0.001421357,0.003868794,0.006678825,0.000446813,0,-0.001439055,0.02013099,0.018180328,0.013242689,0.004129566,0.009418454,-0.000476636,0.015245883,0.004949241,0.00221485,0.00628607,0.017124569,-0.003488715,-0.001405897,0.012257519,0.023828466,-0.00045107,0.020710057,0.015884481,0
2016-07-21,-0.005305052,-0.001970325,-0.003532941,-0.003459884,-0.00173137,-0.035025636,-0.010802892,-0.012529422,-0.018609202,-0.00720903,-0.001053146,8.00E-05,-0.003760764,-0.000703823,-0.003666266,-0.009801299,-0.009071866,-0.009048929,-0.000852264,0.000819261,-0.001320328,-0.002140752,-0.001896157,-0.003132514,-0.001633411,-0.021157203,0.007540562,0.001493452,-0.009491693,-0.001491265,-0.013421106,-0.00450489,0.009101244,-0.027129853,-0.013990516,-0.004375371,-0.005371107,-0.005913033,-0.040600481,-0.006395862,0,-0.001228732,0.001995511,0.008844174,-0.004459922,0.071044466,-0.022082553,-0.006358054,0.003125384,-0.002148995,0
2016-07-22,-0.007814575,0.013705646,0.006434629,0.005548932,0.000577456,0.007995164,0.003228346,0.001730404,0.026878373,0.014115664,0.005725483,-0.000959374,0.005479656,0.005381078,0.000409048,0.003300084,0.007676138,0.012897384,0.001703803,0.000815032,0.008327525,-0.00306465,0.002558719,0.005605481,0.004243662,0.017695935,-0.00125248,0.014693701,0.004407424,0.006545661,-0.004572716,0.013099093,0.003017144,0.004439977,-0.004623748,0.000245805,0.010350169,0.002509564,0.011318719,0.000412132,0.000509276,-0.000615566,-0.069918863,0.008460967,0.013783795,0.02015436,-0.001163603,0.004271897,0.001728567,0.011420969,0
2016-07-25,-0.013470729,0.002823432,-0.002320676,-0.004006724,-0.007073261,0.034229927,0.005193104,-0.00318626,0.018302745,-0.012212814,-0.013736595,-0.001120589,-0.002658216,0.000932831,0.002715084,-0.000142165,-0.000694691,-0.007066854,-0.019440822,0.001088047,-0.005691256,-0.003280426,-0.024818228,-0.001561162,0.002599581,-0.007575018,0.007960331,0.004768313,0.000569793,0.000145932,0.007201841,-0.004109516,0.005542775,0.001859336,0.000688456,0.00194294,-0.00437053,0.002987065,0.000864614,-0.004146227,-0.004430213,0.000615566,0.009574541,-0.006730448,-0.003953344,-0.006892666,0.020398287,-0.002360233,0.007237034,0.002833083,0
2016-07-26,-0.006870747,0.000529108,0.000171598,-0.001826559,-0.005450122,-0.002176185,-0.003376573,0.001386578,0.016918623,-0.005716801,-0.000207839,0.002079963,0.004062222,-0.006196801,-0.000271941,0.001829873,0.011073003,0.004613516,-0.007294176,0.00136017,-0.015256359,-0.007213467,-0.003790996,-0.00754737,0.002917439,0.006044171,0.002017868,0.001341056,0.012095936,-0.0043073,-0.013567723,-0.019153181,0.00436698,0.010469508,0.022648054,-0.005357557,-0.005245514,-0.002387591,0.011463944,-0.003122844,-0.003420932,-0.002093966,-0.002385055,-0.045693134,-0.013127378,0.010156781,0.041889187,0.002446346,0.003427321,0.013706367,0
2016-07-27,0.06291925,-0.01009347,0.005685647,0.004526454,0.001467132,-0.004454156,0.017337693,-0.001039753,-0.010112434,0.00050928,-0.000146283,-0.003041335,0.003114995,-0.009544428,-0.005575783,-0.003227509,0.006864628,0.003413142,-0.006796576,0.000542841,-0.033532615,-0.003731205,-0.004099039,-0.00667989,-0.003890521,0.000204248,0.006958867,0.015831682,6.40E-05,0.010957707,-0.010341307,0.009261121,0.001604493,-0.004825156,0.013491966,-0.000243965,-0.003185106,-0.008507006,-0.007435596,0.000624856,0.004105427,-0.003333775,-0.012548556,-0.01848637,0.008924897,0.01873186,0.006868384,-0.014320882,-0.000347336,0.00209353,0
2016-07-28,0.013400744,0.000355512,0.005066086,0.005565727,0.021407135,0.009235526,0.013368968,0.001593847,0.002137829,0.008369164,0.00759375,-0.002487441,-0.00358217,0.004134873,-0.001091517,0.012029131,0.00340708,0.023818951,-0.007840794,-0.00489621,0.005742947,-0.004369279,-0.004605794,0.00603469,-0.007834565,0.005194288,-0.002777339,-0.00565101,-0.00050532,-0.000886588,-0.006113166,-0.008350245,0.017703404,-0.014438259,-0.008669638,0.006331816,0.010132541,0.001201315,-0.001726358,0.002704847,-0.002905911,0.004073248,0,-0.000502057,-0.004215793,-0.001280912,-0.004246291,-0.000644425,-0.00552621,0,0
2016-07-29,-0.001237114,0.008327023,0.03275444,0.030212901,0.008204251,0.017963526,-0.00851616,-0.001039177,0.016242306,-0.014500369,0.003082372,0.006167538,-0.002029998,0.0091553,-0.003693848,0.002033529,-0.013024614,-0.008054054,-0.013954807,0.005981009,-0.000458666,0.000416841,0.006754885,0.007280765,0.00032832,-0.00590934,0.023063267,-0.000482386,0.000127953,-0.009029153,0.000900216,0.009974595,0.006726221,0.006492336,-0.013795445,-0.003648796,-0.006458318,0.005216079,0.002586754,-0.003329703,0.003927504,0.003197657,0.000537201,-0.014935017,0.016535684,0.002399888,-0.004373982,-0.005807599,-0.004515632,-0.010153931,0
2016-08-01,0.017506276,-0.001765991,0.012058327,0.005305947,0.011699717,-0.020568711,0.002980868,-0.002359474,-0.006502577,0.002686863,0.002161143,0.001356131,-0.002661127,0.009534575,0.011039334,0.00382438,-0.011103698,-0.001781718,-0.035356589,0.011319898,-0.00413194,-0.004281979,-0.033437505,8.69E-05,0.006528333,-0.001431639,0.010663653,0.003491696,0.004519032,0.004302824,-0.00162289,-0.016558143,0.011995818,0.000619463,0.009401574,0.002675841,-0.009581206,0.002029007,-0.000286716,-0.003340826,0,0.000736568,-0.004845232,0.003053766,-0.002544342,-0.011732997,0.033620234,-0.00083556,-0.008039182,-0.00281711,0
