Date,APPLE INC,MICROSOFT CORP,ALPHABET INC-CL A,ALPHABET INC-CL C,AMAZON.COM INC,TESLA INC,META PLATFORMS INC-CLASS A,BERKSHIRE HATHAWAY INC-CL B,NVIDIA CORP,VISA INC-CLASS A SHARES,UNITEDHEALTH GROUP INC,JOHNSON & JOHNSON,JPMORGAN CHASE & CO,PROCTER & GAMBLE CO/THE,WALMART INC,HOME DEPOT INC,BANK OF AMERICA CORP,MASTERCARD INC - A,EXXON MOBIL CORP,PFIZER INC,COCA-COLA CO/THE,WALT DISNEY CO/THE,CHEVRON CORP,PEPSICO INC,CISCO SYSTEMS INC,ADOBE INC,ABBVIE INC,ELI LILLY & CO,THERMO FISHER SCIENTIFIC INC,COMCAST CORP-CLASS A,NIKE INC -CL B,VERIZON COMMUNICATIONS INC,ABBOTT LABORATORIES,ACCENTURE PLC-CL A,BROADCOM INC,ORACLE CORP,SALESFORCE.COM INC,COSTCO WHOLESALE CORP,INTEL CORP,WELLS FARGO & CO,MERCK & CO. INC.,DANAHER CORP,PAYPAL HOLDINGS INC,MCDONALD'S CORP,AT&T INC,QUALCOMM INC,NETFLIX INC,UNITED PARCEL SERVICE-CL B,MORGAN STANLEY,SCHWAB (CHARLES) CORP
2003-08-21,0.332,16.6241,,,45.7,,,50.84,1.388,,20.605,29.7636,20.8811,26.0599,40.5658,21.486,26.3733,,20.5615,14.0129,12.6261,17.2221,18.4444,26.938,13.7397,19.184,,34.9599,22.14,7.5403,5.4413,13.5046,11.1106,15.7589,,10.2543,,21.541,16.3395,14.7904,24.6469,13.6777,,13.476,8.5695,13.1272,2.059,38.773,29.2377,8.4756
2003-08-22,0.32,16.6115,,,45.22,,,50.88,1.3979,,20.326,29.848,20.4707,26.0629,40.0244,21.512,25.5234,,20.273,13.9,12.5305,17.0706,18.1986,26.632,13.6815,18.665,,34.5419,21.738,7.3395,5.393,13.1937,11.22,15.9365,,10.3723,,21.646,16.9586,14.6326,24.1427,13.6134,,13.146,8.346,13.2053,2.057,38.822,28.6444,8.4833
2003-08-25,0.319,16.7889,,,45.85,,,50.28,1.3902,,20.239,29.8661,20.3621,26.2042,40.5041,21.302,25.2889,,20.4062,14.0505,12.7593,16.9431,18.3354,26.748,13.8198,18.965,,34.9709,21.671,7.4373,5.4472,13.0364,11.3955,15.5222,,10.4314,,22.038,16.8657,14.7993,24.1523,13.4509,,13.296,8.2487,13.2427,2.005,38.578,28.6266,8.4059
2003-08-26,0.322,16.8332,,,45.93,,,50.52,1.368,,20.463,29.9263,20.1448,26.3515,40.5041,21.145,25.3638,,20.4395,14.1164,12.8056,16.6241,18.2974,26.969,13.9072,19.035,,35.5099,21.642,7.4965,5.464,13.1151,11.4992,15.5296,,10.4904,,22.157,17.1567,14.7785,24.1571,13.5098,,13.356,8.328,13.4533,2.128,38.627,28.6088,8.4136
2003-08-27,0.329,16.7382,,,45.88,,,50.48,1.4094,,20.343,29.6793,20.0724,26.2252,40.511,21.289,25.2792,,20.6725,14.0693,12.7274,16.5205,18.3202,26.944,13.8417,19.06,,35.8729,21.671,7.5429,5.4886,13.1375,11.4272,15.4852,,10.4988,,22.276,17.3487,14.7428,24.1571,13.5741,,13.512,8.1838,13.9536,2.312,38.316,28.3359,8.3516
2003-08-28,0.34,16.7952,,,45.94,,,50.58,1.3726,,20.281,29.607,20.4647,26.2703,40.6412,21.158,25.4973,,20.839,14.0223,12.6898,16.1856,18.5432,27.397,13.9727,19.409,,36.2304,21.546,7.5506,5.533,13.3361,11.4617,15.4408,,10.7687,,22.55,17.522,14.9125,23.8977,13.6491,,13.386,8.2198,13.9434,2.26,38.225,28.6326,8.4136
2003-08-29,0.346,16.8015,,,46.32,,,50.6,1.391,,20.542,29.8721,20.6517,26.2373,40.5521,21.093,25.8067,,20.9223,14.074,12.6,16.3451,18.4672,27.256,13.9363,19.379,,36.5935,21.824,7.6587,5.6178,13.2312,11.5999,15.6554,,10.8193,,22.599,17.7016,14.9334,24.1667,13.7974,,13.428,8.0973,14.0659,2.381,38.237,28.947,8.4136
2003-09-02,0.35,17.2703,,,47.33,,,50.61,1.3787,,20.696,30.1252,20.9414,26.4747,41.0661,21.204,25.8653,,21.0721,14.3281,12.6753,16.7039,18.6801,27.501,14.264,19.638,,36.742,22.121,7.602,5.6671,13.3173,11.8446,16.5358,,11.2915,,23.215,17.7945,15.2342,24.5269,13.8152,,13.476,8.1081,14.0251,2.404,38.542,29.659,8.7313
2003-09-03,0.351,17.9292,,,46.19,,,50.6,1.3519,,20.592,30.2698,21.038,26.6911,41.1072,21.553,25.6581,,21.1332,14.5256,12.655,16.9989,18.7384,27.513,14.7372,19.643,,34.1568,22.083,7.6381,5.6434,13.5796,12.0173,17.32,,11.6035,,23.306,17.4725,15.3295,24.5172,13.7795,,13.59,8.2739,13.7392,2.379,38.591,29.036,8.7932
2003-09-04,0.35,18.0116,,,47.29,,,50.45,1.365,,20.725,30.8,20.9293,27.4816,41.1757,22.506,25.0791,,21.1776,14.3939,12.8838,17.1105,18.6775,27.397,14.9921,19.344,,33.5738,22.332,7.8903,5.6,13.7294,11.859,17.5864,,11.5698,,22.998,17.7078,15.1597,24.4785,14.0188,,14.009,8.3352,13.9876,2.392,38.505,29.2852,8.8475
2003-09-05,0.344,17.9799,,,46.52,,,50.32,1.43,,20.613,30.4264,20.6336,27.3464,40.3602,22.19,25.0495,,21.0721,14.3516,12.7824,16.8952,18.5052,27.128,14.8683,18.92,,33.5518,22.236,7.7281,5.5498,13.5983,12.0892,17.1869,,11.0301,,22.564,17.7759,15.0793,24.672,13.6724,,13.955,8.2919,14.0251,2.468,38.499,28.6622,8.6383
2003-09-08,0.348,18.2713,,,47.28,,,50.31,1.4959,,20.991,30.9084,20.9112,27.5388,40.1546,22.184,25.3225,,21.3496,14.8032,12.8172,17.0308,18.7586,27.434,15.1887,19.309,,33.9643,22.341,7.8723,5.605,13.4072,12.3195,16.9871,,11.3674,,22.262,18.0669,15.2521,25.446,13.8563,,13.985,8.3388,14.4573,2.48,38.353,28.7868,8.8242
2003-09-09,0.342,17.9736,,,46.68,,,50.46,1.5877,,20.908,30.8783,20.6759,27.3975,39.106,21.132,25.0364,,21.1498,14.9019,12.8403,16.8873,18.6066,27.262,15.1304,18.98,,33.7938,22.159,7.9623,5.5488,13.1675,12.1813,16.9723,,11.2662,,21.737,17.8254,15.1865,25.5379,13.5563,,14.129,8.2631,14.2327,2.536,38.14,29.2615,8.9249
2003-09-10,0.34,17.4541,,,46.22,,,50.48,1.479,,20.779,31.3543,20.1448,27.3404,38.9621,20.882,24.6285,,21.0888,14.9443,13.014,16.4248,18.4976,27.465,14.8974,18.161,,34.1183,21.738,7.8131,5.461,13.396,12.4577,16.4766,,10.8361,,21.52,17.1258,14.9036,25.9782,13.2919,,13.895,8.4001,13.8243,2.422,37.859,28.4783,8.677
2003-09-11,0.345,17.6378,,,45.19,,,50.3,1.4599,,20.788,31.4808,20.3258,27.5177,39.4075,20.876,24.8686,,21.0888,14.9772,12.9413,16.4886,18.6268,27.465,15.0795,19.693,,33.5408,21.929,7.8568,5.5144,13.2199,12.5411,16.2768,,10.9458,,22.164,17.3549,14.8321,25.7847,13.5545,,14.195,8.3965,13.9536,2.348,37.652,29.0004,8.7855
2003-09-12,0.354,17.9546,,,45.68,,,50.16,1.4813,,20.738,31.1072,20.519,27.6259,39.3938,20.764,24.9443,,20.9389,15.0054,12.7987,16.1378,18.4875,27.748,15.0431,19.728,,33.8213,21.604,7.8337,5.5035,13.3473,12.6822,16.669,,10.5832,,21.996,17.5468,14.9721,25.8814,13.5634,,14.063,8.447,14.573,2.469,37.476,28.9886,8.7623
2003-09-15,0.34,17.9672,,,45.51,,,49.64,1.4568,,20.796,30.6313,20.5009,27.5748,39.5789,21.546,25.3291,,20.8168,14.9866,12.6562,16.0262,18.4368,27.729,14.8465,19.594,,33.4968,21.767,7.7127,5.5698,13.1225,12.5901,17.0611,,10.4988,,21.66,17.3301,14.9036,25.6831,13.3723,,14.069,8.3136,14.7874,2.536,38.146,29.1191,8.894
2003-09-16,0.342,18.3094,,,46.24,,,50.42,1.502,,20.812,30.6373,20.8811,27.8303,40.0381,21.888,25.5397,,20.9278,15.0478,12.4874,16.2972,18.5001,28.147,15.5018,19.873,,33.5518,21.949,8.0267,5.5905,13.3024,12.6448,17.2978,,10.5663,,21.709,17.8997,15.0257,26.0217,13.6277,,14.225,8.4398,15.2775,2.564,38.968,30.4718,9.3743
2003-09-17,0.339,18.0559,,,46.16,,,49.8,1.5196,,21.062,30.2577,20.9173,27.8033,39.4692,21.691,25.6482,,20.445,15.1042,12.5136,16.1617,18.3151,27.87,15.3926,20.197,,33.4088,21.939,8.0884,5.6459,13.3173,12.6793,16.7207,,10.3555,,22.094,17.8811,15.0734,25.7411,13.3812,,14.225,8.4686,15.0563,2.554,39.029,30.8456,9.2271
2003-09-18,0.35,18.6895,,,47.89,,,50.0,1.5311,,21.024,30.571,21.5691,28.0287,40.086,21.809,26.214,,20.5782,15.076,12.6853,16.3052,18.3101,28.079,15.5964,20.721,,33.5738,22.092,8.0987,5.6587,13.4447,12.6966,16.8687,,10.4229,,22.248,18.0545,15.3682,25.6782,13.5402,,14.32,8.6669,15.5634,2.61,39.431,31.4033,9.8236
2003-09-19,0.346,18.9809,,,47.58,,,50.74,1.5188,,20.763,30.3119,21.4182,27.8544,39.8462,21.756,26.0594,,20.5282,14.7937,12.5631,16.3291,18.3379,28.104,15.3052,20.653,,33.1173,21.987,8.0292,6.0788,13.205,12.5095,16.5802,,10.2206,,22.83,18.0607,15.3891,25.2961,13.5545,,14.326,8.602,15.3319,2.643,39.309,31.077,9.7229
2003-09-22,0.338,18.4171,,,47.468,,,50.5,1.4591,,20.655,30.2336,21.1164,27.7101,39.1128,21.52,25.8554,,20.3784,14.6479,12.5805,15.9544,18.2974,27.821,15.1304,20.009,,32.5892,21.977,7.8645,6.057,13.0027,12.2936,15.9661,,10.0941,,22.613,17.6583,15.2193,24.8607,13.4116,,14.153,8.4361,15.1856,2.771,38.993,30.3472,9.6764
2003-09-23,0.343,18.7528,,,50.44,,,50.48,1.4729,,20.596,30.1372,21.394,27.7462,39.4898,21.691,26.0035,,20.5671,14.8643,12.6329,16.1059,18.3785,28.061,15.3998,20.698,,32.9083,22.217,8.1322,6.0412,12.4108,12.3857,15.8255,,10.1447,,22.979,17.9177,15.1955,24.7736,13.5295,,14.314,8.1189,15.2401,2.795,39.175,31.0473,9.8624
2003-09-24,0.326,18.0306,,,49.61,,,50.24,1.3611,,20.384,29.7938,21.044,27.7642,38.8044,21.296,25.7897,,20.4783,14.535,12.5078,15.7949,18.3303,27.815,14.7955,20.224,,32.5892,21.594,7.8671,6.0145,12.2122,12.118,16.4618,,9.782,,22.424,17.2001,15.1121,24.5027,13.1552,,14.332,7.899,14.8112,2.714,38.834,30.1218,9.6687
2003-09-25,0.313,17.8912,,,50.05,,,50.2,1.342,,19.948,29.842,20.8086,27.7011,38.9895,21.132,25.8226,,20.617,14.361,12.5252,16.1936,18.1859,27.95,14.6062,20.623,,32.2977,21.173,7.8131,5.9701,12.231,12.118,16.7207,,9.7483,,22.283,16.9958,15.1776,24.3672,13.0515,,13.991,7.9458,14.5968,2.486,38.895,30.1692,9.8391
2003-09-26,0.317,17.8595,,,48.56,,,50.0,1.2907,,20.085,29.6311,20.6336,27.5688,38.9278,21.02,25.9212,,20.4117,14.3751,12.5194,16.0102,18.1149,28.024,14.5334,20.293,,31.8962,20.8,7.6844,6.0145,12.2085,12.1813,16.2842,,9.6218,,21.863,16.8843,15.3086,24.5898,13.2802,,14.135,7.8665,14.1748,2.392,38.944,29.7124,9.5215
2003-09-29,0.326,18.265,,,49.86,,,50.1,1.221,,20.272,30.0408,20.9112,27.9235,39.2225,21.132,25.8949,,20.5449,14.5303,12.5311,16.1697,18.1707,28.386,14.7081,20.069,,32.0117,21.297,7.9417,6.0274,12.2422,12.2475,16.2916,,9.8158,,21.975,17.5654,15.401,24.672,13.3124,,14.213,7.9242,14.75,2.391,39.078,30.276,9.3511
2003-09-30,0.317,17.6125,,,48.43,,,49.92,1.2226,,20.912,29.8359,20.7181,27.8994,38.2767,20.935,25.6712,,20.3118,14.2904,12.4991,16.082,18.1073,28.147,14.264,19.664,,32.6718,20.78,7.9314,6.0116,12.1523,12.2475,16.5284,,9.4869,,21.828,17.0391,15.3384,24.4882,13.1963,,14.099,8.0216,14.1816,2.397,38.871,29.9378,9.2271
2003-10-01,0.318,18.0686,,,49.12,,,50.24,1.2325,,21.511,30.2878,21.3518,28.2481,39.106,21.625,26.0594,,20.728,14.488,12.7696,16.6082,18.5331,28.669,14.7081,19.869,,34.6574,21.039,8.1811,6.1154,12.3546,12.3137,16.4766,,9.8579,,22.634,17.7264,15.7554,24.7494,13.475,,14.5,8.1477,14.4131,2.465,39.206,30.8456,9.6067
2003-10-02,0.315,18.0559,,,50.09,,,50.32,1.2517,,21.714,30.3059,21.3396,28.3984,39.1678,21.855,26.0495,,20.8446,14.6056,12.8744,16.6959,18.4494,28.81,14.5552,19.804,,34.9324,21.479,8.2171,6.1668,12.467,12.4202,16.7799,,9.6134,,22.382,17.7202,15.7733,24.672,13.5893,,14.542,8.1117,14.6309,2.926,39.279,31.4448,9.7772
2003-10-03,0.332,18.4234,,,52.89,,,50.69,1.2846,,21.86,30.1914,21.431,28.5246,39.4561,22.105,26.1679,,20.95,14.4786,12.8133,16.967,18.5204,28.988,15.1159,20.403,,34.8719,21.556,8.3458,6.2369,12.6393,12.2706,16.6098,,10.1025,,22.606,18.3331,15.8537,24.2415,13.8234,,14.53,8.1513,14.9712,2.868,39.602,31.4567,9.8934
2003-10-06,0.341,18.4931,,,54.15,,,50.5,1.2746,,21.403,30.2216,21.6626,28.2571,39.8061,22.361,26.464,,21.1387,14.4645,12.9209,16.8952,18.6775,29.172,15.145,20.488,,34.8884,21.738,8.3458,6.2083,12.6618,12.3022,17.0833,,10.2796,,23.152,18.3022,15.8864,24.2995,14.0467,,14.434,8.209,14.9508,2.954,39.663,31.516,10.0716
2003-10-07,0.356,18.4614,,,54.91,,,50.44,1.2861,,21.465,30.1854,21.9916,28.5848,40.4308,22.657,26.4311,,21.2775,14.4174,12.9937,17.1902,18.7485,29.111,15.2906,20.613,,34.6519,21.451,8.2943,6.2824,12.5494,12.1468,17.1055,,10.288,,23.363,18.5436,16.1277,24.2366,14.061,,14.805,8.2595,14.8929,3.146,39.833,32.0381,10.2962
2003-10-08,0.353,18.2587,,,55.7,,,50.48,1.2409,,21.299,29.9926,21.6991,28.5487,40.1699,22.604,26.4278,,21.111,14.4221,12.8715,17.1105,18.5914,29.357,15.1377,21.017,,34.2558,21.412,8.0498,6.3239,12.3845,12.0748,17.5346,,10.6506,,23.075,18.3703,16.1247,24.1786,13.8269,,14.464,8.1243,14.7193,3.071,39.797,31.7283,10.1568
2003-10-09,0.359,18.3347,,,57.86,,,50.47,1.2586,,21.436,29.7576,21.754,28.5517,40.472,23.084,26.5364,,21.061,14.5633,12.7813,17.4454,18.6344,29.467,15.2542,20.932,,34.1953,21.642,8.0884,6.318,12.2633,12.1468,16.3656,,10.3976,,23.117,18.4322,16.1426,23.6996,13.9073,,14.5,8.0803,14.8589,3.076,40.254,31.9726,10.3272
2003-10-10,0.363,18.3157,,,58.06,,,50.38,1.2808,,21.681,29.6672,21.6443,28.732,40.1013,22.953,26.6844,,21.2553,14.4645,12.7522,17.27,18.7029,29.479,15.1377,20.922,,34.2723,21.757,8.2531,6.2527,12.2595,12.099,16.5506,,10.3976,,23.033,18.8408,16.2468,23.9367,13.9449,,14.548,8.0473,15.0801,3.189,40.229,31.7402,10.1335
2003-10-13,0.373,18.2333,,,58.3,,,50.6506,1.2938,,22.005,29.9986,22.2049,28.705,40.4651,23.334,26.8883,,21.3551,14.4268,12.8424,17.1424,18.8676,29.682,15.2906,21.362,,34.1238,21.786,8.248,6.3595,12.0814,12.1627,16.4766,,10.3555,,23.37,19.0699,16.3957,24.048,14.1146,,14.662,7.9557,15.2877,3.345,40.498,32.2884,10.5054
2003-10-14,0.376,18.17,,,59.91,,,51.0,1.3175,,21.797,30.6855,22.4121,28.8523,40.726,23.222,27.1384,,21.4994,14.5256,12.9617,17.5012,19.0044,29.78,15.3926,21.397,,34.3108,21.949,8.3458,6.3704,11.9374,12.1888,16.8021,,10.3976,,23.454,19.2433,16.4315,24.0431,14.1128,,14.608,7.8457,15.1788,3.373,41.064,32.4314,10.8076
2003-10-15,0.38,18.5204,,,58.54,,,51.12,1.3007,,21.332,30.4264,22.3024,28.7441,40.5475,23.853,26.9936,,21.3607,14.3939,13.1217,17.3417,18.7536,29.424,15.3052,21.377,,33.9148,21.977,8.3509,6.3793,12.1913,12.1396,16.4692,,10.2206,,23.573,19.6643,16.3898,23.6513,14.3451,,14.326,7.93,15.0154,3.193,41.241,31.9487,10.8308
2003-10-16,0.356,18.6223,,,59.91,,,51.85,1.3167,,22.184,30.5409,22.4486,28.9424,40.7671,23.866,26.9508,,21.5938,14.5256,13.0926,17.4613,18.8118,29.492,15.3197,21.412,,34.0578,22.341,8.5285,6.3901,12.2102,12.2322,16.3952,,10.0941,,23.671,19.9553,16.3987,23.748,14.354,,14.374,8.0547,15.2707,3.704,41.82,32.056,10.5984
2003-10-17,0.348,18.4312,,,59.69,,,51.2,1.2754,,22.437,30.3722,22.144,28.9154,40.3896,23.761,26.8752,,21.455,14.3751,13.1071,17.2062,18.6851,29.406,15.0285,21.192,,33.6398,22.092,8.2943,6.313,12.1723,12.0961,16.2028,,9.8832,,23.342,19.6024,16.3808,23.5255,14.5041,,14.464,8.0657,14.7228,3.724,41.722,31.3767,10.5286
2003-10-20,0.356,18.6988,,,59.59,,,50.56,1.3037,,22.816,30.5047,22.3024,28.8493,40.4994,23.728,26.7798,,21.4328,14.5821,13.2701,17.1823,18.8321,29.572,15.3489,21.312,,33.8543,22.044,8.2892,6.3111,12.3959,12.2322,16.2768,,10.0435,,23.44,19.912,16.491,23.3949,14.4987,,14.482,8.2123,15.1448,3.91,41.887,31.3827,10.6913
2003-10-21,0.355,18.7007,,,59.35,,,50.84,1.3435,,23.086,30.6373,22.345,28.7711,40.4788,23.761,26.6515,,21.283,14.8173,13.3224,17.3736,18.822,29.4,15.3707,21.536,,34.3768,21.872,8.3818,6.2834,12.1875,12.3046,16.5876,,10.1025,,23.762,19.8884,16.5298,23.6609,14.572,,14.219,8.0657,15.4272,3.893,42.021,31.4899,10.4512
2003-10-22,0.348,18.4057,,,54.03,,,50.52,1.3206,,22.857,30.0709,21.3152,28.7696,39.9777,23.702,26.6548,,20.728,14.4033,13.1857,17.2381,18.6243,29.308,15.0212,21.262,,33.4308,20.876,8.2068,6.1895,12.305,11.8761,16.9427,,9.8832,,23.741,19.5157,16.3004,22.1177,14.4541,,14.314,8.1023,14.978,3.746,41.966,30.5068,10.0328
2003-10-23,0.352,18.4184,,,54.32,,,50.6,1.3144,,22.433,30.3059,21.3274,28.7364,40.2935,23.557,26.9015,,20.8668,14.5868,13.2439,17.4215,18.7054,29.492,14.679,21.147,,35.8069,20.675,8.248,6.2073,12.5968,12.0498,16.7799,,9.9085,,23.867,19.33,16.4434,22.0113,14.3076,,14.374,8.1903,14.9304,3.724,42.301,30.9239,10.149
2003-10-24,0.346,16.9531,,,54.509,,,50.84,1.3098,,22.545,30.336,21.1873,29.0112,39.8885,23.4,26.9278,,21.0055,14.5068,13.209,17.3816,18.5305,29.467,14.4169,20.972,,36.4615,20.541,8.2737,6.1312,12.5968,12.0903,16.5506,,9.8917,,23.629,19.2433,16.3808,21.6678,14.2075,,14.488,8.4103,15.0427,3.714,42.593,30.6498,10.0096
2003-10-27,0.346,17.1443,,,54.82,,,51.02,1.3167,,21.777,30.077,21.297,29.2347,39.6689,23.663,24.2008,,20.9445,14.568,13.1479,17.6527,18.457,29.215,14.5115,20.987,,36.6595,20.493,8.3406,6.1529,12.593,11.9948,16.5654,,9.8664,,23.755,19.4538,16.2141,21.7114,14.3737,,14.524,8.6082,15.0563,3.839,42.435,30.8524,10.0561
2003-10-28,0.363,17.329,,,56.73,,,51.73,1.3994,,21.756,30.4505,21.6626,29.4461,40.3347,24.649,23.964,,21.0888,14.8173,13.2031,17.9716,18.599,29.787,15.2178,21.681,,37.0445,20.713,8.652,6.3061,12.5361,12.2901,17.2239,,10.1025,,24.358,20.2277,16.354,21.7307,14.6452,,14.734,8.6486,15.9956,4.034,42.849,32.1751,10.6526
2003-10-29,0.363,17.0359,,,56.69,,,51.8,1.3994,,21.723,29.8118,21.8941,29.3736,40.3965,24.471,24.4607,,20.9833,14.7091,13.3399,18.155,18.5255,29.559,15.1596,22.3,,36.3734,20.56,8.652,6.2537,12.4338,12.4175,17.468,,10.0266,,24.743,20.3082,16.3481,21.7307,14.7864,,14.74,8.6852,16.1726,4.219,43.02,32.1156,10.6216
2003-10-30,0.354,16.6409,,,55.83,,,52.002,1.3734,,21.216,29.8118,21.8393,29.576,40.3621,24.359,24.7271,,20.1453,14.5256,13.3835,18.2427,18.1859,29.486,15.1887,22.106,,36.654,20.493,8.5954,6.2379,12.43,12.432,17.5346,,10.2796,,24.47,20.364,16.494,21.2566,14.8257,,14.811,8.6082,16.3427,4.165,43.635,32.5029,10.5829
2003-10-31,0.35,16.6537,,,54.43,,,51.85,1.3535,,21.145,30.324,21.8758,29.6847,40.4651,24.366,24.9114,,20.3007,14.8643,13.4999,18.0513,18.8296,29.369,15.2397,21.846,,36.643,21.048,8.7164,6.316,12.7332,12.3393,17.3126,,10.0941,,24.841,20.4011,16.774,21.4066,14.8025,,14.973,8.7916,16.1624,4.093,44.184,32.6935,10.5054
2003-11-03,0.354,16.9977,,,56.74,,,52.57,1.3787,,20.954,29.9926,22.3694,29.4461,40.5269,24.662,24.9969,,20.3562,14.869,13.5814,18.2746,18.7358,29.369,15.8076,22.54,,36.7145,21.307,8.6031,6.317,12.5892,12.3914,17.8897,,10.2796,,24.652,21.076,16.9408,21.6195,14.9436,,15.207,8.8246,16.421,4.175,44.043,33.4681,10.4434
2003-11-04,0.351,16.6091,,,56.86,,,53.36,1.3833,,20.646,29.613,22.3024,29.4008,40.266,24.497,24.8489,,20.1564,14.7937,13.6454,18.1391,18.7307,29.326,15.7129,22.33,,35.8894,21.479,8.4281,6.2814,12.4641,12.1106,18.0081,,10.2964,,24.729,20.8531,16.6697,21.1841,14.8882,,15.638,8.7549,16.1045,4.257,44.171,33.4145,10.335
2003-11-05,0.353,16.6282,,,56.74,,,53.4002,1.3887,,20.779,29.613,22.2597,29.3887,39.7581,24.386,25.066,,19.9955,14.8878,13.6687,18.3543,18.6699,29.099,15.8731,22.51,,36.3239,21.393,8.4204,6.2527,12.4641,12.2496,17.9785,,10.4145,,24.435,20.9027,16.7208,20.9954,15.0526,,15.662,8.6522,15.8561,4.194,44.092,32.8008,10.2683
2003-11-06,0.354,16.711,,,54.99,,,53.42,1.391,,20.405,29.6251,22.1257,29.4642,40.2317,24.53,25.2765,,19.9344,14.9866,13.6803,18.6573,18.7916,29.461,16.6741,22.879,,36.511,21.7,8.4539,6.1954,12.2974,12.2322,18.0525,,10.7097,,24.519,21.1381,16.7388,21.0921,15.2223,,15.56,8.4836,15.8799,3.631,44.415,33.486,10.3613
2003-11-07,0.344,16.6282,,,54.31,,,53.36,1.6651,,19.886,29.4082,21.9612,29.2377,40.1013,24.563,25.0495,,19.873,14.9443,13.5668,18.6573,18.8929,29.166,16.2663,22.48,,36.2194,21.901,8.5748,6.2271,12.1913,12.018,18.5334,,10.5073,,24.168,20.9832,16.6938,21.2518,14.9347,,15.578,8.4176,16.3495,3.349,44.561,33.9209,10.3226
2003-11-10,0.335,16.5651,,,51.98,,,53.18,1.6605,,20.048,29.36,21.8697,28.9931,39.8954,24.359,24.8719,,19.9847,14.8079,13.5639,18.458,18.7054,29.117,16.1571,21.676,,36.0434,21.728,8.4153,6.1332,12.305,11.9774,18.1709,,10.6,,24.14,20.6858,16.6667,20.9954,14.8632,,15.572,8.6156,15.8969,3.329,44.293,33.9746,10.2217
2003-11-11,0.33,16.4371,,,52.23,,,53.46,1.6191,,20.33,29.5708,21.9612,28.9719,40.0052,24.274,24.839,,20.1468,14.9584,13.5348,18.4341,18.7916,29.436,16.2736,21.332,,35.7684,21.738,8.1914,6.1203,12.2936,12.0643,18.1635,,10.5747,,24.168,20.6982,16.7928,21.2228,14.9543,,15.632,8.6302,15.7982,3.359,43.989,34.2308,10.2062
2003-11-12,0.342,16.5518,,,54.13,,,53.74,1.6406,,20.63,29.8239,21.8697,29.2951,39.7855,24.28,24.9377,,20.13,15.3128,13.6978,18.6095,18.9335,29.516,16.725,21.352,,36.595,22.073,8.2068,6.1243,12.2936,12.1106,18.7036,,10.7687,,24.449,21.1257,17.033,21.4066,15.1258,,15.96,8.6339,16.2713,3.589,44.372,34.4572,10.2605
2003-11-13,0.343,16.367,,,54.8,,,53.8,1.6413,,20.738,30.33,21.8515,29.0988,38.1107,23.873,24.8061,,20.2642,15.8091,13.6541,18.5935,19.1971,29.172,16.5284,21.407,,38.1762,22.427,8.1888,6.1124,12.1003,12.6983,18.2523,,10.6,,24.028,20.9274,17.1621,22.1564,14.9543,,15.857,8.5423,16.2338,3.464,44.36,34.3738,10.3303
2003-11-14,0.329,16.2459,,,52.45,,,54.2,1.5443,,20.646,31.5529,21.6077,28.9055,37.7537,23.787,24.5791,,20.1189,16.1068,13.5843,18.3942,19.0051,29.068,16.2081,20.513,,39.4091,22.265,8.1631,6.1084,12.358,12.7968,18.0155,,10.3639,,23.937,20.3203,16.976,22.5338,14.6631,,15.62,8.6559,16.1317,3.341,44.135,32.7352,9.5082
2003-11-17,0.324,16.023,,,50.36,,,54.44,1.528,,20.717,31.2805,21.5773,29.0052,37.7537,23.314,24.5298,,19.8953,16.1021,13.5814,18.3623,18.8337,29.277,16.0552,20.169,,39.0884,22.14,8.1579,6.1084,12.4073,12.7852,18.0525,,10.1953,,23.748,19.9672,16.982,22.2919,14.5148,,15.206,8.5753,15.9003,3.19,44.117,32.7889,9.0894
2003-11-18,0.312,16.023,,,48.5,,,54.58,1.5058,,20.405,31.4439,21.2604,28.8904,37.5615,22.972,24.3258,,19.6438,16.1541,13.529,17.9557,18.8183,28.988,15.8222,20.019,,39.2211,22.035,7.916,6.1114,12.3012,12.762,17.8453,,9.9591,,23.573,19.7256,16.8589,22.3257,14.4094,,15.024,8.4726,15.4613,3.326,43.922,32.0679,8.8568
2003-11-19,0.313,16.1504,,,49.53,,,54.7,1.5479,,21.436,31.6377,21.1812,29.0172,37.8979,23.308,24.464,,19.8059,16.2675,13.6338,18.1709,18.9872,29.443,16.0552,19.769,,40.1057,22.169,8.0524,6.0481,12.2064,12.8431,17.7935,,10.1447,,23.699,20.1468,16.934,22.3257,14.3701,,14.993,8.4396,15.6655,3.317,44.098,31.8117,8.7947
2003-11-20,0.312,15.9911,,,48.85,,,54.82,1.5066,,21.112,31.1715,21.102,28.8149,37.8018,23.209,24.3423,,19.7332,15.9036,13.5145,18.0832,18.936,29.031,15.9751,19.12,,39.5473,22.159,7.9392,6.1875,12.0624,12.6057,17.9193,,9.9676,,23.923,19.7194,16.9219,21.8468,14.3897,,15.012,8.4066,15.2367,3.254,43.976,31.3827,8.787
2003-11-21,0.31,15.9975,,,48.58,,,55.1602,1.5127,,21.494,30.8022,21.3274,28.9206,37.6233,23.439,24.4574,,19.75,15.6815,13.5057,18.0035,18.803,29.179,16.1425,19.649,,38.4858,22.313,8.127,6.2577,12.2026,12.6433,17.8749,,10.0182,,23.902,20.0229,16.964,20.4197,14.6417,,15.188,8.4433,14.9474,3.261,43.45,31.5078,8.8413
