Date,APPLE INC,MICROSOFT CORP,ALPHABET INC-CL A,ALPHABET INC-CL C,AMAZON.COM INC,TESLA INC,META PLATFORMS INC-CLASS A,BERKSHIRE HATHAWAY INC-CL B,NVIDIA CORP,VISA INC-CLASS A SHARES,UNITEDHEALTH GROUP INC,JOHNSON & JOHNSON,JPMORGAN CHASE & CO,PROCTER & GAMBLE CO/THE,WALMART INC,HOME DEPOT INC,BANK OF AMERICA CORP,MASTERCARD INC - A,EXXON MOBIL CORP,PFIZER INC,COCA-COLA CO/THE,WALT DISNEY CO/THE,CHEVRON CORP,PEPSICO INC,CISCO SYSTEMS INC,ADOBE INC,ABBVIE INC,ELI LILLY & CO,THERMO FISHER SCIENTIFIC INC,COMCAST CORP-CLASS A,NIKE INC -CL B,VERIZON COMMUNICATIONS INC,ABBOTT LABORATORIES,ACCENTURE PLC-CL A,BROADCOM INC,ORACLE CORP,SALESFORCE.COM INC,COSTCO WHOLESALE CORP,INTEL CORP,WELLS FARGO & CO,MERCK & CO. INC.,DANAHER CORP,PAYPAL HOLDINGS INC,MCDONALD'S CORP,AT&T INC,QUALCOMM INC,NETFLIX INC,UNITED PARCEL SERVICE-CL B,MORGAN STANLEY,SCHWAB (CHARLES) CORP
2001-01-02,0.228,13.6959,,,13.875,,,48.22,1.1459,,12.231,29.5243,23.5874,22.1635,36.3961,29.458,13.8728,,23.1231,20.8702,16.8868,21.7696,19.776,29.231,24.2557,23.227,,47.9003,23.954,10.2778,5.196,17.0893,13.1019,,,22.2415,,28.862,19.055,15.0422,39.864,11.8351,,19.622,16.4874,24.0057,,33.108,40.637,19.9772
2001-01-03,0.251,15.1365,,,17.563,,,46.7,1.4976,,11.868,28.5836,27.3377,21.0694,39.4784,33.256,14.8187,,22.1178,19.7107,16.4529,24.2047,19.0138,27.529,30.0807,28.795,,45.1846,23.698,10.7121,5.37,18.0671,12.8126,,,26.985,,29.913,21.0008,14.8156,38.203,12.0464,,19.732,16.6919,28.4723,,35.567,47.1516,25.1991
2001-01-04,0.261,15.2944,,,15.5,,,45.88,1.6698,,11.038,27.9685,28.0802,20.4165,37.9583,33.418,15.2823,,21.5016,18.9189,15.9843,24.8865,18.6111,26.271,30.4902,26.714,,42.469,23.979,10.5512,5.508,18.5985,11.6386,,,27.4593,,30.57,20.7324,14.5019,36.4348,11.8239,,19.329,16.9374,26.7365,,35.861,49.9687,22.9953
2001-01-05,0.251,15.5115,,,14.563,,,44.98,1.4198,,11.194,28.3303,26.4265,21.1577,36.4383,32.165,14.1695,,21.5989,19.1734,16.019,24.5456,18.7549,26.826,26.6676,25.595,,42.2399,22.831,10.4708,5.268,18.5559,11.7066,,,25.4038,,28.949,19.6684,14.6064,35.7115,11.5014,,19.292,16.3646,24.7466,,35.604,47.6798,22.7079
2001-01-08,0.254,15.4523,,,14.938,,,44.84,1.555,,11.155,28.2942,26.5952,21.6165,36.4383,30.831,14.3179,,21.5016,18.9472,16.2793,23.4742,18.7117,27.27,26.6107,24.632,,42.2727,22.426,10.4708,5.532,18.5808,11.5875,,,25.2457,,29.387,19.5918,14.467,35.7918,10.4113,,19.329,16.4892,26.3766,,35.861,46.9755,22.1809
2001-01-09,0.263,16.3601,,,16.375,,,44.0,1.5861,,11.271,28.4932,26.2915,21.0694,35.6361,29.66,13.947,,21.2746,19.5693,16.4876,23.4742,18.4672,27.677,27.0316,24.757,,44.2358,21.807,10.8568,5.706,19.0089,11.8427,,,26.5633,,29.3,19.7835,13.7872,36.0062,10.7784,,19.366,17.0855,24.8101,,35.824,46.4825,21.127
2001-01-10,0.254,16.6956,,,16.5,,,44.86,1.6962,,11.725,27.7514,27.5065,20.84,34.9183,30.67,14.4106,,21.0151,19.1451,16.4182,23.669,18.4385,27.233,26.3945,22.738,,43.6469,22.137,10.7121,5.58,19.2444,11.6383,,,27.6174,,28.511,20.2435,13.5781,35.6579,11.012,,19.439,17.2294,24.5349,,34.356,48.59,20.9353
2001-01-11,0.276,17.3666,,,17.0,,,43.4,1.8373,,11.492,26.7564,29.2277,20.5401,35.0872,31.72,14.6703,,21.2097,18.5512,15.9322,22.9872,18.7405,27.27,28.4879,23.887,,42.7307,23.269,10.9534,5.544,19.0945,11.5016,,,28.0918,,28.949,20.4736,13.7349,34.9881,11.3012,,19.146,17.2294,23.8998,,34.796,49.4375,22.4684
2001-01-12,0.263,16.8929,,,17.688,,,43.8025,1.799,,11.245,27.3715,28.789,19.8519,35.7627,31.761,14.559,,21.4854,18.7492,15.724,24.5943,18.6254,27.048,27.7143,25.067,,41.88,23.145,11.1745,5.418,19.0089,11.9118,,,27.2485,,30.175,19.7068,13.5781,34.9078,11.3456,,19.695,16.7565,24.3232,,34.613,48.0956,21.8456
2001-01-16,0.262,16.5969,,,18.063,,,44.54,1.6579,,11.142,27.263,28.7215,20.3107,36.945,31.599,15.1154,,21.2259,18.8623,15.8281,25.7632,18.6398,27.196,28.0328,25.285,,43.5814,23.128,11.4841,5.346,18.6236,12.3049,,,26.8268,,30.526,19.2467,13.9267,35.7115,11.3123,,19.988,16.4687,24.0268,,34.906,47.4246,21.4623
2001-01-17,0.257,16.7153,,,18.375,,,45.1,1.7177,,10.934,26.5393,28.6202,19.9134,36.4383,29.983,14.7074,,20.8206,18.4381,16.0884,26.0067,18.4672,26.863,28.3969,26.589,,42.698,23.128,11.1946,5.358,18.4737,12.0998,,,28.0391,,29.037,18.7099,13.7698,34.8274,11.0342,,20.317,16.5509,24.7254,,34.87,45.6943,21.6539
2001-01-18,0.286,17.5244,,,19.5,,,45.38,2.0472,,10.843,27.2087,27.7765,20.0908,35.8472,28.609,14.5219,,20.5287,18.6078,15.8628,25.8119,18.2803,26.641,30.4902,27.832,,42.7962,23.046,11.3072,5.382,19.0945,12.3219,,,28.5134,,29.037,19.7451,13.5083,35.5239,11.0898,,19.695,16.6331,24.7466,,35.383,45.2706,20.9832
2001-01-19,0.299,19.2611,,,19.938,,,44.84,1.9928,,10.701,27.2449,27.304,19.8425,34.3272,26.508,14.5961,,20.6098,18.7209,15.4984,25.471,18.2515,25.938,29.398,28.95,,42.2727,22.046,11.4037,5.034,18.9661,12.0485,,,29.1459,,28.336,20.5886,13.6826,35.3364,10.9563,,19.219,16.3453,23.8363,,35.237,47.6718,21.7018
2001-01-22,0.295,18.9848,,,18.5,,,44.84,1.9139,,11.479,27.2992,27.4727,19.612,35.5094,28.286,14.9485,,20.8206,19.0603,15.4636,24.2534,18.3234,25.938,30.1717,29.789,,42.7962,22.88,11.2268,5.082,18.4737,12.0827,,,26.8268,,29.606,20.4736,13.8395,35.2828,10.9563,,19.622,16.078,25.551,,35.42,47.3893,21.8456
2001-01-23,0.314,19.1229,,,18.953,,,44.72,2.1046,,12.14,26.8288,27.9115,19.7007,36.0583,28.932,14.9485,,21.2259,19.3996,15.7934,23.3768,18.309,25.568,31.0363,29.54,,43.516,22.418,10.9373,5.1,18.4309,12.0314,,,26.5501,,29.781,21.7005,13.8395,34.104,11.1677,,19.256,16.2219,26.2919,,35.787,49.049,21.2228
2001-01-24,0.314,19.8729,,,21.875,,,44.32,2.0957,,12.387,26.2137,28.7552,19.8425,36.1428,29.134,15.1525,,21.1773,19.4279,16.1231,23.7664,18.3809,25.309,30.9908,29.882,,43.3197,22.757,10.8408,5.028,17.7673,11.8263,,,25.3511,,30.088,22.2372,13.9964,33.8361,11.1677,,18.048,15.5846,25.1488,,35.383,47.6012,21.606
2001-01-25,0.305,19.5176,,,19.0,,,44.48,1.8851,,12.555,26.5574,28.654,19.8425,36.4805,29.74,15.2823,,21.4043,20.1066,16.2793,23.4255,19.1432,25.901,28.6244,28.36,,43.4833,22.773,10.6317,5.202,17.5319,12.4758,,,25.2457,,30.263,21.1637,14.1184,35.0953,11.2233,,17.315,15.5846,25.0429,,35.457,46.8243,22.133
2001-01-26,0.3,20.2084,,,19.5,,,44.48,1.945,,12.413,26.6117,29.2615,19.6475,36.2272,28.932,15.7831,,21.0151,20.0501,16.0884,23.2307,19.0138,26.086,27.9418,28.857,,43.1888,22.864,10.6799,5.088,17.7673,12.6296,,,25.6146,,28.905,22.0072,14.3624,35.256,11.2233,,16.986,15.3584,27.435,,35.457,46.6125,21.3665
2001-01-29,0.332,20.3662,,,20.125,,,44.58,1.9545,,12.194,26.514,29.765,18.9665,36.6157,29.417,16.0301,,20.8076,19.5919,15.8614,24.0157,18.7549,25.842,27.1227,26.838,,42.4559,23.12,11.0016,5.0564,18.2485,12.4279,,,25.6673,,30.876,22.7357,14.2592,34.4245,11.2033,,17.291,15.7573,29.4038,,35.707,47.4487,21.9069
2001-01-30,0.333,20.011,,,18.938,,,45.52,1.9976,,11.846,26.514,30.2294,20.1723,36.3252,29.74,16.4604,,21.2694,20.0353,16.0808,24.0781,18.8377,26.357,27.6687,26.217,,41.7806,24.128,10.7764,5.09,18.4575,12.3185,,,25.5619,,30.657,22.6973,14.4768,34.7202,11.3207,,17.25,15.7639,29.0227,,36.176,48.025,20.9181
2001-01-31,0.331,19.2808,,,17.313,,,45.0,1.9761,,11.707,26.9569,29.6948,20.3823,38.3721,31.163,15.9708,,21.8324,20.429,16.1058,23.7274,19.1645,26.09,27.2592,21.713,,41.2518,24.491,10.889,5.282,18.8205,12.2666,,,24.5605,,32.409,22.6973,14.4319,35.226,11.4756,,17.191,15.9053,28.4723,,36.353,47.912,20.2436
2001-02-01,0.323,19.6953,,,16.25,,,46.0,1.9862,,11.775,27.1711,30.1592,20.9809,37.629,31.454,15.8105,,21.6612,20.4561,15.9503,24.5456,19.1622,25.854,27.8508,22.582,,41.9586,24.409,10.8729,5.256,18.8377,12.5783,,,25.3511,,32.409,23.1957,14.1209,36.2119,11.4827,,17.004,16.629,28.8745,,36.159,50.737,20.8798
2001-02-02,0.316,19.2019,,,14.375,,,46.64,1.7942,,12.68,27.5271,29.5058,20.927,36.994,30.316,15.9055,,21.5314,20.3159,16.0336,23.9612,18.9666,26.635,25.8484,21.65,,42.8747,24.78,10.5995,5.2752,17.8101,12.4443,,,23.401,,30.789,21.8922,14.0761,35.9933,11.5218,,17.238,16.3823,29.4038,,35.883,48.7369,20.4275
2001-02-05,0.309,19.5571,,,14.438,,,46.02,1.7918,,12.952,27.1884,29.4842,21.0944,36.3724,30.135,15.8046,,22.001,20.7005,16.439,23.7118,19.0011,26.623,25.1658,22.551,,41.8277,24.665,11.082,5.3088,17.9814,12.6685,,,23.1902,,30.263,21.2907,14.3899,36.2119,11.504,,17.197,16.3494,29.2767,,35.378,48.8725,19.9216
2001-02-06,0.323,19.7545,,,15.813,,,45.5,1.8014,,12.638,27.0408,28.2314,21.0292,35.9401,29.514,15.1221,,21.8817,20.7457,16.5001,24.6313,19.489,26.795,26.0305,21.868,,40.5713,24.904,11.1142,5.4576,18.6322,12.8982,,,23.2956,,30.657,21.751,14.2582,36.1605,11.5948,,17.589,16.3659,28.0913,,35.008,47.9967,19.6533
2001-02-07,0.318,20.4254,,,15.0,,,45.0,1.7177,,12.84,27.4692,28.2584,21.3327,36.9264,29.598,14.6888,,22.0017,20.1349,16.6612,24.156,19.1806,27.819,22.6174,20.035,,41.3304,24.855,11.2268,5.4413,18.1355,13.0049,,,23.3483,,31.708,21.4441,14.2162,35.0846,11.4062,,17.144,16.004,29.3402,,35.049,45.313,18.3965
2001-02-08,0.318,19.6558,,,14.375,,,46.0606,1.7081,,12.638,27.3911,27.9074,21.2505,35.3321,28.441,14.4663,,22.0382,20.248,16.8305,25.0365,19.39,27.736,21.8437,17.861,,42.3983,25.202,11.3072,5.2973,18.204,13.2045,,,22.874,,30.044,21.2523,14.317,35.5647,11.5307,,17.185,15.8625,28.7052,,35.213,44.07,19.148
2001-02-09,0.293,18.669,,,13.375,,,45.84,1.6962,,12.151,27.4924,28.0532,21.276,34.0485,28.725,14.6888,,22.3929,20.3792,16.7,24.8963,19.7651,27.351,20.524,17.581,,42.2727,24.656,11.1624,5.2512,17.978,13.2346,,,19.8698,,28.949,20.5618,14.1966,35.4575,11.3385,,17.431,15.3198,26.8,,35.131,44.8327,18.7876
2001-02-12,0.301,18.5506,,,14.5,,,46.3,1.6507,,12.269,28.3955,28.3772,21.3072,36.109,29.566,14.855,,22.3668,20.8679,16.8889,25.3326,19.9124,27.795,21.5252,18.824,,42.0894,24.549,11.1946,5.2301,18.3068,13.5353,,,19.3954,,29.737,21.2139,14.233,35.5689,11.4613,,17.472,15.7145,28.0701,,35.354,45.2,19.4777
2001-02-13,0.293,18.373,,,13.75,,,46.96,1.7009,,12.159,28.0481,27.6158,21.1512,36.5481,29.941,14.9084,,22.1138,20.3747,16.6501,24.5456,19.7904,27.914,20.7516,18.482,,42.0212,24.772,11.1624,5.3895,18.5637,13.0322,,,19.0265,,30.088,19.9096,14.006,34.6131,11.4435,,17.572,15.9415,27.2657,,35.254,44.7536,19.6695
2001-02-14,0.299,18.4322,,,14.438,,,46.46,1.8253,,11.829,27.6863,27.6428,20.9072,35.805,29.559,15.0746,,21.8895,20.5017,16.5223,24.2729,19.9064,27.647,21.3887,19.911,,40.4925,24.111,10.889,5.2992,17.8786,12.9639,,,21.082,,30.613,20.9454,14.0873,34.133,11.5539,,17.132,15.4612,28.2395,,35.29,43.4711,18.987
2001-02-15,0.307,18.5704,,,14.5,,,46.44,2.1603,,11.673,27.3581,27.5996,20.9554,35.1294,28.842,15.1013,,21.5166,20.0708,16.2085,25.2547,19.802,27.736,22.4354,19.352,,39.5311,24.45,10.8729,5.0324,17.8478,13.1115,,,21.5036,,30.0,21.9812,13.9276,33.4772,11.7461,,17.619,15.4612,29.0015,,35.319,43.1208,18.7109
2001-02-16,0.291,18.0967,,,13.688,,,46.56,2.2775,,11.81,27.454,28.0748,21.2334,35.3726,27.801,15.2527,,21.913,20.5289,16.4834,24.943,20.0687,28.015,20.5695,18.047,,38.3491,24.169,10.8247,4.9748,17.9882,13.2619,,,20.2387,,29.913,21.0988,14.0397,33.13,11.4062,,17.701,15.6981,27.308,,35.254,42.2337,17.6297
2001-02-20,0.28,17.6428,,,12.5,,,45.74,2.0502,,11.746,27.8896,26.9732,21.4803,36.0752,28.506,14.5761,,21.8556,20.352,16.2363,24.2729,20.0571,28.713,18.9768,17.022,,38.7063,24.458,10.9373,4.5898,17.6218,13.3084,,,19.5008,,30.92,19.2959,13.639,33.3914,11.4613,,17.829,16.0435,25.5775,,35.295,38.9059,16.7555
2001-02-21,0.289,17.7612,,,11.938,,,45.68,2.1435,,11.721,28.1452,25.5692,21.7895,33.9201,26.475,14.1695,,21.7826,20.3248,15.2505,24.5534,19.9249,27.973,18.2941,14.941,,38.7484,23.607,10.8568,4.5216,16.7826,13.6721,,,19.3954,,29.431,18.8739,13.4541,33.7386,11.4257,,17.384,15.6257,24.1327,,34.591,37.3126,16.28
2001-02-22,0.288,17.4258,,,11.938,,,45.74,2.2344,,11.426,28.0319,26.0822,21.5909,33.5756,25.861,14.3179,,21.9625,20.4518,14.7146,24.156,19.9597,27.559,19.2498,15.127,,39.0005,22.302,10.6317,4.6128,16.7826,13.6584,,,19.7117,,29.343,18.4135,13.4905,33.3057,11.3083,,17.607,16.0961,22.672,,34.343,38.9454,16.6021
2001-02-23,0.288,17.9191,,,11.813,,,45.5,2.0801,,11.275,27.7328,25.4072,21.2873,33.9674,25.868,14.582,,21.7774,20.3293,14.4397,23.6105,19.5841,27.458,19.6594,16.215,,39.8988,22.302,10.696,4.704,16.8237,13.3713,,,18.5522,,28.993,18.3752,13.5802,33.0399,11.157,,17.642,16.356,20.9362,,33.937,37.855,15.5822
2001-02-26,0.299,18.8072,,,11.938,,,46.6402,2.0335,,11.661,27.8083,26.2172,20.1752,34.5011,28.286,15.128,,21.8556,20.5244,14.5702,24.4677,19.6072,27.399,18.9768,15.749,,40.6553,23.69,11.1464,4.7204,17.4505,13.4533,,,19.5536,,30.044,18.1066,13.8912,34.0044,11.5076,,17.501,16.5468,21.3595,,33.966,39.098,15.9119
2001-02-27,0.297,18.748,,,11.75,,,47.22,1.9115,,11.914,27.8664,25.7042,20.0588,34.4471,28.835,15.2616,,21.4644,20.5062,14.4397,23.9612,19.8716,27.269,17.475,15.158,,40.9758,23.599,11.1624,3.8016,17.4163,13.2947,,,18.2886,,30.132,17.7998,14.0285,34.253,11.4097,,17.601,16.6389,18.8404,,34.237,39.3579,16.8321
2001-02-28,0.279,18.6296,,,10.188,,,46.78,1.7105,,12.292,28.2671,25.1966,20.0021,33.8391,27.478,15.2106,,21.1384,20.411,14.7257,24.117,19.8623,27.28,17.2475,14.444,,41.7427,23.046,10.9534,3.7488,16.9539,13.3959,,,16.0223,,29.256,17.5312,13.908,34.3773,11.2905,,17.22,15.6915,18.5652,,33.306,36.7984,16.027
2001-03-01,0.287,18.7431,,,10.438,,,46.76,1.8457,,12.242,28.7754,24.8996,19.4772,32.6568,26.831,14.8026,,21.2297,20.0028,14.6341,23.6417,20.1359,27.121,17.8391,13.947,,41.4906,22.467,10.9614,3.6672,16.5908,13.6256,,,18.0251,,28.248,17.8765,13.8856,34.1844,11.3367,,17.109,14.9678,20.7245,,32.994,35.934,15.7202
2001-03-02,0.295,17.8994,,,10.0,,,46.42,1.668,,12.616,28.7957,24.7322,19.7609,33.0487,26.863,14.7155,,21.7017,19.7805,14.5924,23.369,20.5092,26.552,16.1553,13.761,,41.6744,22.401,11.0177,3.6394,16.9573,13.5846,,,14.2303,,27.11,17.9916,14.0565,34.3559,11.2994,,16.898,15.3198,20.4916,,33.548,34.4932,15.3368
2001-03-05,0.312,18.1362,,,12.625,,,47.4,1.6842,,12.452,28.6011,25.2506,19.9056,32.6771,26.786,14.7245,,21.8686,19.8803,13.9398,23.0105,20.9567,27.008,16.8038,13.45,,41.7427,23.211,11.4359,3.6471,16.4847,13.3904,,,14.3358,,26.409,18.6437,13.9612,34.0901,11.399,,16.728,14.9382,21.3172,,34.025,35.369,15.2525
2001-03-06,0.329,18.7677,,,11.875,,,47.38,1.8469,,12.558,28.1132,25.8986,19.5907,33.4743,26.766,15.0786,,21.8034,19.5492,13.8288,23.1664,20.973,27.121,17.475,14.164,,40.9547,23.029,11.6289,3.7661,16.4812,13.1306,,,14.8628,,26.497,19.3342,13.8604,33.1985,11.3012,,16.898,15.1355,20.0047,,33.801,36.9453,15.6052
2001-03-07,0.325,19.1624,,,12.25,,,47.44,1.9952,,12.555,27.5324,27.1352,19.4403,34.2512,28.281,15.8256,,21.9625,19.0276,14.0037,23.3612,21.1886,27.328,17.475,14.258,,40.3296,23.161,11.645,3.8784,16.3579,12.8873,,,15.7061,,27.986,20.2165,14.3563,32.0318,11.4079,,16.635,14.4645,19.5178,,34.379,37.7137,15.6359
2001-03-08,0.319,18.7085,,,11.688,,,47.72,2.0622,,12.763,28.424,27.1298,20.144,34.893,28.941,16.1166,,22.3903,19.0503,14.2731,23.2599,21.5527,27.851,16.6104,13.481,,40.6606,23.128,11.5324,3.888,16.8683,13.2619,,,14.7574,,28.161,20.4083,14.488,32.1997,11.4382,,17.162,14.9546,19.3908,,34.879,36.3747,15.0301
2001-03-09,0.31,17.8994,,,12.25,,,47.459,1.9162,,12.657,28.0842,26.4332,19.6162,34.3052,28.811,15.7506,,22.4268,19.2544,14.3008,23.1586,21.5132,27.554,15.0176,13.388,,41.5011,22.385,11.4841,3.8506,16.3511,13.0596,,,13.8087,,27.591,18.0683,14.1461,32.5872,10.9986,,16.957,14.8033,17.5914,,34.661,34.6119,13.9872
2001-03-12,0.285,16.3996,,,10.625,,,46.32,1.8469,,12.381,27.5759,24.5648,19.3637,32.6366,27.219,15.4866,,21.8452,18.3019,13.9121,21.4365,21.3579,27.049,13.6979,12.922,,41.2384,21.575,10.9694,3.7604,16.2552,12.9037,,,12.8073,,26.584,17.0325,13.3925,31.9242,10.6978,,16.435,14.7671,16.279,,33.795,31.64,12.9596
2001-03-13,0.3,17.11,,,11.0,,,46.12,2.067,,12.223,27.3436,25.5962,19.3325,32.9676,27.634,16.2756,,21.7252,18.0977,13.586,21.8339,21.0124,26.634,15.5637,13.605,,41.1334,20.939,10.7925,3.6317,16.8443,13.0924,,,14.2831,,26.672,18.0299,13.8548,31.3989,10.4789,,16.283,14.7803,17.8878,,33.819,33.335,13.7878
2001-03-14,0.313,17.0508,,,10.625,,,43.84,2.1842,,12.057,27.0822,23.6252,18.8956,31.8867,26.935,15.5256,,21.5531,17.6895,13.285,21.1092,20.7597,26.289,14.7445,12.984,,40.4189,19.833,10.503,3.5338,16.0634,12.6549,,,13.5452,,25.577,17.8381,13.045,30.9684,10.2066,,16.137,13.8526,17.3798,,33.495,32.205,13.067
2001-03-15,0.301,16.9521,,,10.875,,,45.18,2.2918,,12.018,27.1113,24.4406,18.4246,32.3258,27.957,15.6756,,21.6339,17.4854,13.2795,21.8183,20.5672,26.147,14.79,12.425,,39.7885,19.981,10.7603,3.5193,16.4573,12.6549,,,12.3857,,26.365,17.4929,13.6502,31.8811,10.2956,,15.955,14.0862,17.6761,,33.377,33.3406,13.7264
2001-03-16,0.3,17.2284,,,11.0,,,43.24,2.2823,,11.584,26.7163,24.0734,18.3565,31.7043,27.349,15.4206,,21.3079,16.9502,13.5581,21.4443,20.2889,25.529,14.517,14.227,,39.1056,18.709,10.8247,3.5155,16.2107,12.3049,,,11.8586,,26.015,17.1092,13.4177,30.7617,10.1532,,15.522,13.8625,17.0411,,32.847,32.7248,12.6452
2001-03-19,0.315,17.1495,,,10.5,,,43.22,2.4139,,11.777,26.7047,24.3812,18.697,32.0083,27.504,15.8916,,21.1932,17.0545,13.4885,21.8261,20.6507,25.345,15.1541,15.78,,39.9251,18.123,11.0177,3.4962,16.7415,12.2365,,,13.0181,,26.759,16.6105,13.4569,31.0286,10.2778,,15.451,14.1651,19.7083,,33.0,34.3124,13.458
2001-03-20,0.301,16.6364,,,10.25,,,43.0,2.189,,11.777,26.3707,22.9988,18.697,32.3461,27.148,15.3876,,21.0367,16.8822,13.2181,20.969,21.0147,24.716,13.8799,16.308,,40.1878,17.619,10.7282,3.6609,16.1113,11.84,,,12.1221,,27.679,15.1144,13.1263,30.2451,10.091,,15.094,13.4545,18.29,,32.711,31.9225,13.0363
2001-03-21,0.308,15.8075,,,10.0,,,43.18,2.3517,,11.269,25.3338,21.7082,17.931,32.6844,26.857,15.2856,,20.815,16.3197,12.6106,21.3352,20.7944,24.947,14.0619,16.183,,38.99,17.181,10.5834,3.8719,15.7928,12.0314,,,12.4384,,26.891,15.6899,12.7256,29.2591,9.824,,15.024,13.198,19.6872,,33.996,30.8716,12.1928
2001-03-22,0.331,17.0508,,,10.188,,,42.8802,2.5885,,10.937,25.4994,21.0116,17.8033,31.7372,26.378,14.9016,,20.2647,16.1791,12.7416,21.0157,20.2889,25.297,14.3805,17.899,,38.533,16.396,10.2296,3.8343,15.7551,11.8892,,,13.0708,,26.102,17.6079,12.3278,30.0126,9.7475,,14.708,13.3262,19.2638,,32.929,30.0862,11.656
2001-03-23,0.352,17.8599,,,10.188,,,44.36,2.5646,,11.31,25.6185,22.5236,17.0798,32.1837,25.673,15.8346,,20.056,17.0228,12.6803,21.6781,20.1034,26.04,13.6068,17.743,,38.1337,17.701,9.7953,3.8979,16.0805,11.8892,,,13.3871,,25.971,17.6847,12.7284,29.6983,9.8436,,14.643,13.7703,19.9412,,32.552,30.2331,12.2694
2001-03-26,0.333,17.702,,,10.94,,,44.26,2.7033,,11.642,24.7966,22.7396,17.1422,33.5571,26.76,15.7506,,20.4081,17.5716,12.5131,21.756,20.0432,26.01,13.0152,16.701,,39.0793,18.585,10.2778,3.8131,16.4401,12.0998,,,13.2311,,26.54,17.3778,12.9442,30.7746,10.1977,,14.819,13.5697,19.1791,,33.082,30.7925,12.3845
2001-03-27,0.35,18.3928,,,11.64,,,45.32,2.6052,,11.692,24.1779,23.4146,17.6416,34.0239,28.125,16.3446,,21.0315,18.134,12.9896,22.7534,20.3655,26.153,13.1973,18.197,,40.0407,18.172,10.5673,3.8478,17.1628,12.2447,,,14.0406,,26.584,18.0299,13.6138,31.6917,10.1888,,14.836,14.4414,20.2799,,33.253,31.979,12.5838
2001-03-28,0.339,17.5442,,,10.8,,,43.14,2.607,,11.642,25.0579,22.9772,17.6104,33.5977,27.977,16.3266,,20.5125,18.1114,12.8057,22.0989,20.0803,25.583,11.468,16.89,,40.6395,18.255,10.5512,3.8266,16.1627,12.4498,,,12.7335,,26.409,16.5338,13.6334,32.3547,9.9485,,14.807,13.8789,18.5652,,33.171,30.51,12.1391
2001-03-29,0.345,17.485,,,10.0,,,42.1,2.6459,,11.999,25.6678,23.2202,17.3777,34.2472,27.608,15.9486,,20.4186,18.1386,12.4072,21.8963,20.0385,25.683,11.1039,16.159,,39.7675,18.503,10.5995,3.8747,16.5086,12.715,,,12.2444,,26.584,16.3037,13.4569,31.9457,9.7811,,15.516,14.3033,18.5229,,33.076,30.3292,11.725
2001-03-30,0.338,17.2679,,,10.23,,,43.52,2.485,,12.305,25.4035,24.2462,17.7607,34.166,27.892,16.4256,,21.1253,18.574,12.5855,22.2859,20.3585,26.099,11.5135,17.352,,40.2718,18.569,10.5995,3.9056,16.8854,12.9037,,,12.6323,,27.504,16.1502,13.8604,32.6776,9.7135,,15.551,14.6816,19.1791,,33.524,30.2275,11.8247
2001-04-02,0.331,17.6231,,,9.1,,,42.5,2.3804,,12.147,25.36,24.0842,17.477,34.2607,27.536,16.2036,,20.7602,17.6668,12.7778,21.795,20.1429,26.159,10.9674,16.904,,39.6414,18.172,10.4869,3.9672,16.6628,12.6877,,,12.919,,25.358,15.8337,13.922,31.9672,9.6138,,15.604,14.3954,17.4433,,32.747,29.5777,11.5026
2001-04-03,0.31,16.8535,,,8.63,,,41.94,2.4593,,12.091,25.0086,22.4642,17.3352,33.2797,27.569,15.6756,,20.3168,17.6986,12.4462,21.117,19.9411,25.583,10.0117,15.353,,39.405,17.321,10.0848,3.7958,16.3031,12.283,,,11.1735,,23.869,15.3446,13.7147,31.3472,9.2844,,15.106,14.1848,15.4957,,31.35,27.8771,10.9428
2001-04-04,0.299,16.3996,,,8.4,,,43.28,2.2057,,12.429,25.2409,22.0449,17.2699,33.7398,27.375,15.0936,,20.5255,18.0297,12.6106,21.117,20.3353,26.069,9.9662,14.677,,40.0354,18.114,10.0044,3.8507,16.7484,12.4224,,,11.5192,,24.526,13.8869,12.8853,32.0662,9.596,,15.282,14.4677,14.8606,,31.203,25.6917,10.36
2001-04-05,0.32,17.9191,,,9.12,,,45.3,2.4091,,12.458,25.813,23.1393,17.4628,34.1931,28.449,15.5556,,21.1071,18.506,12.6245,21.8807,20.7944,26.188,10.8764,17.352,,40.5135,18.874,10.31,3.8141,16.9539,12.8791,,,12.4299,,25.226,15.7282,13.3448,32.6259,9.7936,,15.229,14.6191,16.2366,,31.415,29.7446,11.9167
2001-04-06,0.315,17.7415,,,8.37,,,44.5,2.3995,,12.238,26.2516,21.9905,17.4997,34.6667,28.332,14.8776,,21.4122,18.633,12.5409,22.2001,20.6878,24.941,9.9207,16.929,,40.7131,18.412,10.3422,3.7919,17.0695,12.9283,,,11.6879,,24.92,14.5007,12.9582,32.9015,9.6547,,15.375,14.3267,15.1147,,31.922,28.8932,11.5793
2001-04-09,0.314,18.0454,,,11.18,,,44.2,2.2828,,12.413,26.4985,22.0068,17.1195,34.0307,27.304,15.1806,,21.5192,19.0366,12.2344,22.2859,21.2164,24.644,10.5505,17.814,,40.9337,18.627,10.1755,3.8044,17.3457,13.24,,,11.8481,,24.379,14.2398,12.8769,33.5817,9.717,,15.633,14.3432,15.323,,31.609,28.5469,11.4413
