Date,AAPL US Equity,MSFT US Equity,GOOGL US Equity,GOOG US Equity,AMZN US Equity,TSLA US Equity,FB US Equity,BRK/B US Equity,NVDA US Equity,V US Equity,UNH US Equity,JNJ US Equity,JPM US Equity,PG US Equity,WMT US Equity,HD US Equity,BAC US Equity,MA US Equity,XOM US Equity,PFE US Equity,KO US Equity,DIS US Equity,CVX US Equity,PEP US Equity,CSCO US Equity,ADBE US Equity,ABBV US Equity,LLY US Equity,TMO US Equity,CMCSA US Equity,NKE US Equity,VZ US Equity,ABT US Equity,ACN US Equity,AVGO US Equity,ORCL US Equity,CRM US Equity,COST US Equity,INTC US Equity,WFC US Equity,MRK US Equity,DHR US Equity,PYPL US Equity,MCD US Equity,T US Equity,QCOM US Equity,NFLX US Equity,UPS US Equity,MS US Equity,SCHW US Equity
2015-07-07,-0.0024756371715661807,-0.0020319681269378442,0.00805005944461179,0.0041226152980708974,0.0015582752133447286,-0.04324998379381695,-0.0037763963172405823,0.011259335159722994,-0.01901555165029145,-0.0051511668594201865,-0.012019650124390324,0.0073052633227961294,-0.00790232578087835,0.020647420751162215,0.01722317766919712,0.009653057019868072,-0.01486898102342904,-0.004992510549786111,0.004111874735791332,0.014333208974334433,0.020837244171110214,0.012027568691740598,0.005262769424669855,0.02096470016421037,0.005133562764327415,0.0011173879119024122,0.004971485140023546,0.027189437013907636,0.004288147790595609,0.0064201044495160176,0.013115878195773423,0.004456137168427965,0.00940501964785323,0.013672175149687327,-0.010185681633792854,0.0002470311174622708,0.015779986022590897,0.03343771542815066,-0.004671052427271061,-0.00337023883599441,0.007616494112446137,0.013877959556844566,-0.0024546582623785618,0.010705349047461787,0.004482670974326197,-0.004923989492885195,-0.005088476065164826,0.00864802112058971,-0.005938665598522075,-0.0033907530569297073
2015-07-08,-0.025135211570191274,-0.0013535609077721666,-0.015260479529659143,-0.01572235678492717,-0.01620496669255367,-0.049432448932768214,-0.01816443764449094,-0.011186286472740115,-0.0071122567350210275,-0.015465721062370541,-0.01603623438223245,-0.011694314882896073,-0.02072349667574125,-0.008972801734270952,-0.0099429853062869,-0.012534707107080933,-0.026717038504822987,-0.015027452450071088,-0.010920059380798541,-0.008335714968587205,-0.00973810716365664,-0.016445344714089316,-0.0181121908388846,-0.008221101338043546,-0.01361739405488871,-0.007472945475689663,-0.013214549365050843,-0.01682111111009288,-0.02122091369140744,-0.013206424754583335,-0.018318016252567126,-0.002573009806486226,-0.019304516344488043,-0.0107988695238328,-0.03672467601843454,-0.009758188391429723,-0.012459881926223382,-0.004280117849533305,-0.013469687103725647,-0.017939388174497584,-0.011098423995346884,-0.015392767449215583,-0.053854852293551136,-0.008716510743198569,-0.014551535732563181,-0.014272269488266431,-0.006226099281747999,-0.02082589504531107,-0.02172585799823512,-0.026910967913584383
2015-07-09,-0.020617049708371304,0.006308562991627298,0.00543104386460147,0.007421649279073073,0.010855457315979145,0.011542789209182391,0.0026817482404508652,0.009812908108040475,-0.012293159204694426,0.004785169504061493,0.004698433179465056,0.006422905926157796,0.010339823535951975,-0.0040839175636024905,-0.0038391734686529233,0.0034151535964070945,0.014055040261106821,0.005930602578559707,-0.004523405253148205,0.012183945069013102,0.001503876978027563,0.00355349844045616,0.002348179508786963,-0.01073282245327345,-0.002967850488409418,0.005982817297311094,0.004572372117907619,0.0026325261087443153,-0.0029739739591470027,0.005175751103271953,0.0015532816928529591,-0.006894878643564528,-0.0012188510942285902,0.0013297171889767867,-0.02667029102488616,0.010257615448004742,0.00818088523894378,-0.0032262439823904643,-0.019508744360308583,0.004515107927725914,0.0005243056460364492,0.0,-0.005780362915499104,0.006757284195550994,-0.011566059613485447,-0.0008091490357151621,0.023464090526238657,0.00271335854793886,0.008170955470425678,0.02040683100704932
2015-07-10,0.026399888698030782,0.0020194193354301504,0.0208227298806527,0.01798660988981382,0.020777601312823357,0.004757585317451962,0.023817498172987506,0.010648348689912268,0.01738148276888496,0.020225982923503416,0.023275676634562537,0.011418784886131128,0.014118119927604589,0.0035892802837338422,0.004660166153623635,0.015328475638509254,0.013261294089055742,0.016835115326301775,0.007568081364837553,0.014659848700740774,0.011706879260310998,0.00723975244117625,0.006695225298422258,0.010108407821683763,0.01365306872587091,0.0014901281783785691,0.018366886410837946,0.00921759404721989,0.02175235041270529,0.01885149835767974,0.009821324466396053,0.01586871517461752,0.014931180539798028,0.010482583795701217,0.04055197748641248,0.004469847095258217,0.01672611636990773,0.023183795630949966,0.00826172606817499,0.010397199261645174,0.009883085092953436,0.010557359068025463,0.005492136944344139,0.011941977578015184,0.007532851634897586,0.013965676474406497,0.015568630548483675,0.012561686787337933,0.014072710566622071,0.01999870689538996
2015-07-13,0.019107963438413034,0.02063360969899586,0.02770073555838959,0.03050353525177041,0.026829032760835148,0.011547959754843795,0.024151693430724208,0.011810040511393005,0.006557673571215394,0.015949088535533562,0.0024503365589421122,0.00740764569232244,0.015392639117224327,0.011789332841528832,0.010340269437125293,0.015786655564275165,0.01897689964441973,0.009262116469590964,0.002429419857696402,0.013298292026334035,0.006661419103324295,0.013732428999738922,0.0020112902207447547,0.01732536749538305,0.018523115766586606,0.010491980465792139,0.012292966308423026,0.005984747480070496,0.027632708513063875,0.00834948329544627,0.016955713825997254,0.004247438730754727,0.0006051451219870607,0.01775934154621872,-0.005095809610229374,0.01084351945215456,-0.0012659119771996075,0.009340508675843573,0.019014645908605132,0.011699124935778737,-0.001381260524491168,0.015459122576257478,0.05850275819451678,0.007963429922788201,0.00661254680928991,0.011097885506344163,0.03891251132256013,0.008220877432433937,0.017444821263964627,0.019306650086774457
2015-07-14,-0.0003841922405496412,0.0017553387841773294,0.021542302549039327,0.026273348017082476,0.02171307918105647,0.013224648506393155,-0.004672385850387428,-0.0019114373452682187,0.0004978736748417756,0.008308501965683668,0.020615587517986533,-0.004898692855736186,0.013855184577972857,0.0015852492989907319,-0.001218276815809105,0.003996383285169713,0.006445578011417652,-0.002414127635549157,0.008337729402589922,0.007438260427116816,0.012465901936546953,-0.0016957533817238968,0.009991971032826008,-0.0009275159533368438,0.00860177559286246,0.005510330479884473,0.0033020581053269105,-0.0006757234819581015,0.016978362124410395,-0.007560713321452361,-0.000622960112482307,0.004440907676011463,0.009607976519059758,0.0018879916446810086,0.02386549237614677,-0.000491835540113339,0.010361336045282776,-0.0009031849766243383,-0.002693184962473616,0.008949055583049592,0.005515859474129137,0.010850094239133412,0.004070009688296405,0.003548499837061847,0.0068571826795942314,0.008008800865991539,-0.007108211287269128,0.001126041707451897,0.009871189961139226,0.008920860555964971
2015-07-15,0.0095954011141135,0.0030626089986940386,-0.00037666718475737326,-0.001569579033036561,-0.009452355759025366,-0.009493442959260356,0.0008916630104822687,0.010503039490194155,-0.00705554724605717,-0.0011421619453537701,0.006857857413449686,0.006392996326836986,0.0021696688919252693,0.001341239736152744,-0.0019003286028196342,0.0019065590377502772,0.031599764116876816,-0.00020782175531053326,-0.0042203766856481195,-0.0028549206859507237,-0.0009739013379075345,0.003810733013548173,-0.013804837582247487,-0.008070499766223094,0.0028494307229975924,0.002804708868636041,-0.0007165766436822985,-0.027180121615447916,-0.009859546798297814,0.008032258103723322,-0.003924386477235586,-0.0016898585369697905,-0.017890209598296458,-0.00787304859112492,-0.004394104015377209,0.00024594800783139803,-0.006007702316638053,-0.0020867806495958874,0.0013474991366178024,0.009213801601875016,0.0005145115761666652,-0.007106307219738817,0.015583335229324202,0.0029354817099580544,-0.011165495370164535,-0.000938661274285213,-0.0225801906940708,-0.007077543378687601,-0.00025189402210878953,-0.0035581584456538806
2015-07-16,0.013232934682296804,0.019478352174826963,0.03005944267948024,0.03443988567882261,0.03051471451980614,0.013363227812167366,0.012070353067793249,0.009143957893602561,0.022020678685614525,0.007824107029708927,-0.00741740730126228,0.006848026038431598,0.005333540428279271,0.0018232278856435968,0.002441269507210464,-0.007384138507247506,0.015157655567699546,0.0059658694643580645,0.0018111527822544105,0.0034256991584165064,0.008476146379606586,0.0064884662068918075,0.0025430487148891956,0.005697661983154134,0.007441353564246356,0.004859096052317824,0.0034337423115493593,0.009103689316598107,0.01037500110049372,0.00890320157710267,0.003924386477235586,0.010507279613295673,0.009286194246381552,0.014896562310131145,0.022371435698194553,0.004158282256804036,0.01474501606574119,0.004865032930345237,0.007047745313109921,0.006727699720834757,0.010252660152254567,0.00417985864040471,0.02942161258439402,-0.012292487488745785,0.012305681987557104,0.010432675157972415,0.16565778697788414,0.0030806203202420335,0.0052735472932128324,0.032452887487320226
2015-07-17,0.008601545544798306,-0.0008589257220528168,0.15064540048900188,0.14887186294533095,0.015712537259572557,0.02948453135227691,0.0443512574126812,-0.000277970814854811,-0.005963315723987339,0.0043837145363179175,-0.008681934566720173,-0.010238804131841306,-0.005042866279782565,-0.0007294880211068389,-0.005977575546318725,-0.002266618171286261,0.008319898625876565,0.0027148256925233483,-0.0036255917916685476,-0.0008562899257293921,-0.005560300403500751,-0.001765573752129157,-0.014177051339077984,-0.0012451657112997339,-0.004954744660448984,-0.0051026717446678305,0.0,0.002291644631005063,-0.006684126166369708,-0.0007790616950513751,0.004086107597411015,-0.005030628676884863,0.002607866297220429,-0.00960786323941143,-0.007750287896716834,-0.013765015731684649,0.005370804069124269,0.002423669451760979,-0.01448767296426734,-0.003962140114386781,0.0,0.0002249417240944851,-0.006232167665483512,-0.0036917720380467145,-0.0042739214910261225,-0.0032580460558535584,-0.009020791503709269,0.0012295957685246606,0.007241139984960565,0.0008630726541243305
2015-07-20,0.018713447261293314,0.006415661386613536,-0.009738238198181648,-0.014836156704643777,0.010482945521105513,0.027294662883724286,0.03048763711111846,0.00436909048281553,-0.018608758201418496,0.02535245059238811,-0.00973482524638758,0.002892924999929214,0.0007219683082473338,-0.0006078167202643314,-0.003958418063828795,-0.009303058364821482,0.0011049447396263012,0.01220131974796157,-0.010341653338709733,0.004834962743826665,0.0031450071862839657,0.006039697710767733,-0.0022564337159058923,0.005472175912327515,-0.005336039626794964,-0.00012181009820810829,0.011507580484895197,0.0057075636968564325,0.003085344819198532,0.0007790616950513751,0.0029217470274462976,0.010661407745417684,0.0032021174944310005,0.0023861330227985533,0.007305355467420505,-0.011702044218984131,-0.0005495260476244823,0.002480736199780509,-0.012631487964192445,0.0018968952974369735,0.003056730096931748,-0.0015787415900989643,0.05276394987506805,-9.765744218537264e-05,-0.0031492693343850853,-0.00858427511835469,-0.03746221838912156,-0.00010031851135661185,-0.003988625987726202,0.0057338311409180776
