Date,DBE US Equity,IAU US Equity,SLV US Equity,AIA US Equity,VPL US Equity,VGK US Equity,VWO US Equity,VXUS US Equity,RWO US Equity,VOO US Equity,VO US Equity,VB US Equity,SCHH US Equity,EMLC US Equity,AGG US Equity
2003-12-24,,,,,,,,,,,,,,,102.8679
2003-12-26,,,,,,,,,,,,,,,103.3811
2003-12-29,,,,,,,,,,,,,,,103.1296
2003-12-30,,,,,,,,,,,,,,,102.9384
2003-12-31,,,,,,,,,,,,,,,103.0802
2004-01-02,,,,,,,,,,,,,,,102.4949
2004-01-05,,,,,,,,,,,,,,,102.616
2004-01-06,,,,,,,,,,,,,,,103.0802
2004-01-07,,,,,,,,,,,,,,,103.3123
2004-01-08,,,,,,,,,,,,,,,103.282
2004-01-09,,,,,,,,,,,,,,,104.1397
2004-01-12,,,,,,,,,,,,,,,103.8471
2004-01-13,,,,,,,,,,,,,,,104.0893
2004-01-14,,,,,,,,,,,,,,,104.0792
2004-01-15,,,,,,,,,,,,,,,104.2104
2004-01-16,,,,,,,,,,,,,,,104.1296
2004-01-20,,,,,,,,,,,,,,,104.0388
2004-01-21,,,,,,,,,,,,,,,104.1095
2004-01-22,,,,,,,,,,,,,,,104.2911
2004-01-23,,,,,,,,,,,,,,,104.0388
2004-01-26,,,,,,,,,,,,,,,103.6352
2004-01-27,,,,,,,,,,,,,,,103.7865
2004-01-28,,,,,,,,,,,,,,,103.5746
2004-01-29,,,,,,,,,,,,,,,103.3324
2004-01-30,,,,,,,,,,,49.35,49.0,,,103.5343
2004-02-02,,,,,,,,,,,49.71,49.2,,,103.5622
2004-02-03,,,,,,,,,,,49.51,49.07,,,103.8456
2004-02-04,,,,,,,,,,,48.96,48.05,,,103.8557
2004-02-05,,,,,,,,,,,49.09,48.2,,,103.5622
2004-02-06,,,,,,,,,,,49.94,49.35,,,103.9872
2004-02-09,,,,,,,,,,,50.02,49.69,,,104.058
2004-02-10,,,,,,,,,,,50.14,49.97,,,103.8354
2004-02-11,,,,,,,,,,,50.7,50.55,,,104.2402
2004-02-12,,,,,,,,,,,50.64,50.3,,,104.2503
2004-02-13,,,,,,,,,,,50.12,49.8,,,104.7157
2004-02-17,,,,,,,,,,,50.84,50.35,,,104.4628
2004-02-18,,,,,,,,,,,50.5,50.3,,,104.3818
2004-02-19,,,,,,,,,,,50.3,50.2,,,104.4931
2004-02-20,,,,,,,,,,,50.0,49.44,,,104.1693
2004-02-23,,,,,,,,,,,49.59,48.58,,,104.4527
2004-02-24,,,,,,,,,,,49.5,48.68,,,104.3616
2004-02-25,,,,,,,,,,,49.94,48.95,,,104.6044
2004-02-26,,,,,,,,,,,50.22,49.5,,,104.4324
2004-02-27,,,,,,,,,,,50.67,50.0,,,104.7157
2004-03-01,,,,,,,,,,,51.2,50.49,,,104.7625
2004-03-02,,,,,,,,,,,51.0,50.6,,,104.3973
2004-03-03,,,,,,,,,,,50.87,50.55,,,104.2858
2004-03-04,,,,,,,,,,,51.2,50.8,,,104.5393
2004-03-05,,,,,,,,,,,51.47,51.24,,,105.3102
2004-03-08,,,,,,,,,,,50.75,50.59,,,105.6652
2004-03-09,,,,,,,,,,,50.34,49.98,,,105.8173
2004-03-10,,,,,,,,,,,49.45,49.0,,,105.6956
2004-03-11,,,,,,,,,,,48.92,48.75,,,105.9289
2004-03-12,,,,,,,,,,,49.52,49.34,,,105.6043
2004-03-15,,,,,,,,,,,48.9,48.47,,,105.6246
2004-03-16,,,,,,,,,,,49.07,48.55,,,105.8782
2004-03-17,,,,,,,,,,,49.84,49.45,,,105.8274
2004-03-18,,,,,,,,,,,49.5,48.95,,,105.726
2004-03-19,,,,,,,,,,,49.35,48.93,,,105.6144
2004-03-22,,,,,,,,,,,48.55,47.9,,,105.8883
2004-03-23,,,,,,,,,,,48.68,48.12,,,105.8984
2004-03-24,,,,,,,,,,,48.34,48.04,,,105.9593
2004-03-25,,,,,,,,,,,49.2,48.64,,,105.8984
2004-03-26,,,,,,,,,,,49.42,48.97,,,105.5333
2004-03-29,,,,,,,,,,,49.83,49.51,,,105.3406
2004-03-30,,,,,,,,,,,50.32,50.21,,,104.9248
2004-03-31,,,,,,,,,,,50.54,50.4,,,105.4319
2004-04-01,,,,,,,,,,,50.64,50.7,,,105.4822
2004-04-02,,,,,,,,,,,51.15,51.42,,,104.5162
2004-04-05,,,,,,,,,,,51.2,51.34,,,103.8756
2004-04-06,,,,,,,,,,,51.05,51.2,,,104.1705
2004-04-07,,,,,,,,,,,50.91,50.94,,,103.9163
2004-04-08,,,,,,,,,,,50.87,51.08,,,103.9773
2004-04-12,,,,,,,,,,,50.87,51.06,,,103.9468
2004-04-13,,,,,,,,,,,50.06,49.92,,,103.7638
2004-04-14,,,,,,,,,,,49.85,49.43,,,103.4588
2004-04-15,,,,,,,,,,,49.81,49.5,,,103.3062
2004-04-16,,,,,,,,,,,50.02,49.91,,,103.5909
2004-04-19,,,,,,,,,,,49.83,50.17,,,103.4588
2004-04-20,,,,,,,,,,,49.52,49.68,,,103.1232
2004-04-21,,,,,,,,,,,49.74,49.54,,,102.8792
2004-04-22,,,,,,,,,,,50.58,50.59,,,103.2554
2004-04-23,,,,,,,,,,,50.51,50.39,,,103.052
2004-04-26,,,,,,,,,,,50.45,50.39,,,103.0215
2004-04-27,,,,,,,,,,,50.32,50.43,,,103.2757
2004-04-28,,,,,,,,,,,49.63,49.35,,,102.7978
2004-04-29,,,,,,,,,,,48.76,48.64,,,102.503
2004-04-30,,,,,,,,,,,48.39,48.03,,,102.4725
2004-05-03,,,,,,,,,,,48.7,48.31,,,102.3199
2004-05-04,,,,,,,,,,,48.94,49.13,,,102.5034
2004-05-05,,,,,,,,,,,49.16,49.03,,,102.3709
2004-05-06,,,,,,,,,,,48.49,48.27,,,102.0548
2004-05-07,,,,,,,,,,,47.89,47.15,,,101.1882
2004-05-10,,,,,,,,,,,46.86,46.22,,,101.0353
2004-05-11,,,,,,,,,,,47.46,46.93,,,101.2902
2004-05-12,,,,,,,,,,,47.62,47.06,,,101.1474
2004-05-13,,,,,,,,,,,47.66,46.87,,,101.127
2004-05-14,,,,,,,,,,,47.74,46.67,,,101.1474
2004-05-17,,,,,,,,,,,46.93,46.1,,,101.6572
2004-05-18,,,,,,,,,,,47.34,46.52,,,101.7082
2004-05-19,,,,,,,,,,,47.63,46.43,,,101.5349
2004-05-20,,,,,,,,,,,47.3,46.55,,,101.8101
2004-05-21,,,,,,,,,,,47.53,46.92,,,101.647
2004-05-24,,,,,,,,,,,47.93,47.42,,,101.7286
2004-05-25,,,,,,,,,,,48.8,48.51,,,101.698
2004-05-26,,,,,,,,,,,49.04,48.71,,,101.9529
2004-05-27,,,,,,,,,,,49.28,48.77,,,102.4422
2004-05-28,,,,,,,,,,,49.64,49.04,,,102.0854
2004-06-01,,,,,,,,,,,49.55,49.27,,,101.9697
2004-06-02,,,,,,,,,,,49.8,49.27,,,102.0106
2004-06-03,,,,,,,,,,,49.36,48.6,,,101.9697
2004-06-04,,,,,,,,,,,49.66,48.86,,,101.755
2004-06-07,,,,,,,,,,,50.18,49.64,,,101.8572
2004-06-08,,,,,,,,,,,50.26,49.74,,,101.6118
2004-06-09,,,,,,,,,,,49.87,49.14,,,101.6424
2004-06-10,,,,,,,,,,,49.85,48.93,,,101.5402
2004-06-14,,,,,,,,,,,49.35,48.38,,,101.2538
2004-06-15,,,,,,,,,,,49.67,48.93,,,102.1129
2004-06-16,,,,,,,,,,,,48.99,,,101.9084
2004-06-17,,,,,,,,,,,49.75,49.17,,,102.0209
2004-06-18,,,,,,,,,,,49.92,49.3,,,102.1743
2004-06-21,,,,,,,,,,,49.9,49.45,,,102.3072
2004-06-22,,,,,,,,,,,50.12,49.47,,,102.2663
2004-06-23,,,,,,,,,,,50.48,50.12,,,102.1845
2004-06-24,,,,,,,,,,,50.8,50.0,,,102.5732
2004-06-25,,,,,,,,,,,50.62,50.48,,,102.5425
2004-06-28,,,,,,,,,,,50.71,50.15,,,102.205
2004-06-29,,,,,,,,,,,,50.49,,,102.0209
2004-06-30,,,,,,,,,,,50.6285,50.89,,,102.8289
2004-07-01,,,,,,,,,,,50.45,50.27,,,102.9591
2004-07-02,,,,,,,,,,,50.26,50.18,,,103.6158
2004-07-06,,,,,,,,,,,49.68,49.65,,,103.544
2004-07-07,,,,,,,,,,,49.66,49.59,,,103.4824
2004-07-08,,,,,,,,,,,49.25,48.79,,,103.5953
2004-07-09,,,,,,,,,,,49.16,48.88,,,103.2875
2004-07-12,,,,,,,,,,,49.25,48.8,,,103.5937
2004-07-13,,,,,,,,,,,,48.77,,,103.4824
2004-07-14,,,,,,,,,,,49.1,48.62,,,103.544
2004-07-15,,,,,,,,,,,49.35,48.84,,,103.349
2004-07-16,,,,,,,,,,,49.08,48.33,,,104.0364
2004-07-19,,,,,,,,,,,49.04,48.08,,,103.8825
2004-07-20,,,,,,,,,,,49.28,48.83,,,103.6055
2004-07-21,,,,,,,,,,,48.45,48.0,,,103.3593
2004-07-22,,,,,,,,,,,48.37,47.58,,,103.585
2004-07-23,,,,,,,,,,,48.09,46.99,,,103.821
2004-07-26,,,,,,,,,,,47.58,46.51,,,103.3388
2004-07-27,,,,,,,,,,,47.86,46.86,,,103.1028
2004-07-28,,,,,,,,,,,47.5,47.1685,,,103.2567
2004-07-29,,,,,,,,,,,48.57,47.66,,,103.0207
2004-07-30,,,,,,,,,,,48.67,47.78,,,103.7799
2004-08-02,,,,,,,,,,,48.67,47.88,,,103.7515
2004-08-03,,,,,,,,,,,48.34,47.74,,,103.8956
2004-08-04,,,,,,,,,,,48.17,47.34,,,104.122
2004-08-05,,,,,,,,,,,47.41,46.25,,,104.1941
2004-08-06,,,,,,,,,,,46.55,45.25,,,104.8631
2004-08-09,,,,,,,,,,,46.63,45.26,,,104.9352
2004-08-10,,,,,,,,,,,47.03,46.06,,,104.6573
2004-08-11,,,,,,,,,,,46.87,45.98,,,104.7293
2004-08-12,,,,,,,,,,,46.38,45.25,,,104.9455
2004-08-13,,,,,,,,,,,46.29,45.32,,,105.1513
2004-08-16,,,,,,,,,,,46.6,45.95,,,105.0278
2004-08-17,,,,,,,,,,,47.4,46.3,,,105.3366
2004-08-18,,,,,,,,,,,48.04,47.12,,,104.9969
2004-08-19,,,,,,,,,,,47.74,46.82,,,105.3469
2004-08-20,,,,,,,,,,,48.34,47.56,,,105.0381
2004-08-23,,,,,,,,,,,48.21,47.57,,,105.069
2004-08-24,,,,,,,,,,,48.13,47.44,,,105.0793
2004-08-25,,,,,,,,,,,48.56,47.76,,,105.0896
2004-08-26,,,,,,,,,,,48.66,47.71,,,105.2851
2004-08-27,,,,,,,,,,,48.89,48.0,,,105.3572
2004-08-30,,,,,,,,,,,48.57,47.51,,,105.4601
2004-08-31,,,,,,,,,,,48.36,47.35,,,105.4601
2004-09-01,,,,,,,,,,,48.87,48.04,,,105.839
2004-09-02,,,,,,,,,,,49.3815,48.58,,,105.4157
2004-09-03,,,,,,,,,,,49.28,48.44,,,105.3641
2004-09-07,,,,,,,,,,,49.59,48.81,,,105.3538
2004-09-08,,,,,,,,,,,49.36,48.59,,,105.6738
2004-09-09,,,,,,,,,,,49.56,49.09,,,105.5706
2004-09-10,,,,,,,,,,,49.83,49.43,,,105.7977
2004-09-13,,,,,,,,,,,49.98,49.65,,,105.901
2004-09-14,,,,,,,,,,,50.09,49.53,,,106.0146
2004-09-15,,,,,,,,,,,49.78,49.22,,,105.9526
2004-09-16,,,,,,,,,,,50.08,49.7,,,106.2727
2004-09-17,,,,,,,,,,,50.24,49.77,,,105.8287
2004-09-20,,,,,,,,,,,50.11,49.68,,,106.283
2004-09-21,,,,,,,,,,,50.49,50.08,,,106.252
2004-09-22,,,,,,,,,,,50.01,49.35,,,106.6031
2004-09-23,,,,,,,,,,,49.94,49.34,,,106.283
2004-09-24,,,,,,,,,,,49.99,49.33,,,106.314
2004-09-27,,,,,,,,,,,49.75,48.83,,,106.283
2004-09-28,,,,,,,,,,,49.95,49.16,,,106.4585
2004-09-29,,,,,,,,,,,50.13,49.49,,,105.8494
2004-09-30,,,,,,,,,,,50.4,49.69,,,106.0042
2004-10-01,,,,,,,,,,,51.2,50.75,,,105.8154
2004-10-04,,,,,,,,,,,51.59,51.13,,,105.8465
