Date,DBE US Equity,IAU US Equity,SLV US Equity,AIA US Equity,VPL US Equity,VGK US Equity,VWO US Equity,VXUS US Equity,RWO US Equity,VOO US Equity,VO US Equity,VB US Equity,SCHH US Equity,EMLC US Equity,AGG US Equity
2004-07-12,,,,,,,,,,,38.0798,37.7257,,,57.9573
2004-07-13,,,,,,,,,,,,37.7025,,,57.895
2004-07-14,,,,,,,,,,,37.9638,37.5865,,,57.9295
2004-07-15,,,,,,,,,,,38.1571,37.7566,,,57.8204
2004-07-16,,,,,,,,,,,37.9483,37.3623,,,58.205
2004-07-19,,,,,,,,,,,37.9174,37.1691,,,58.1189
2004-07-20,,,,,,,,,,,38.103,37.7489,,,57.9639
2004-07-21,,,,,,,,,,,37.4612,37.1072,,,57.8262
2004-07-22,,,,,,,,,,,37.3994,36.7825,,,57.9524
2004-07-23,,,,,,,,,,,37.1829,36.3264,,,58.0845
2004-07-26,,,,,,,,,,,36.7885,35.9553,,,57.8147
2004-07-27,,,,,,,,,,,37.005,36.2259,,,57.6827
2004-07-28,,,,,,,,,,,36.7267,36.4644,,,57.7688
2004-07-29,,,,,,,,,,,37.554,36.8444,,,57.6367
2004-07-30,,,,,,,,,,,37.6313,36.9371,,,58.0615
2004-08-02,,,,,,,,,,,37.6313,37.0145,,,58.0455
2004-08-03,,,,,,,,,,,37.3762,36.9062,,,58.1262
2004-08-04,,,,,,,,,,,37.2447,36.597,,,58.2528
2004-08-05,,,,,,,,,,,36.6571,35.7544,,,58.2931
2004-08-06,,,,,,,,,,,35.9922,34.9813,,,58.6674
2004-08-09,,,,,,,,,,,36.054,34.989,,,58.7078
2004-08-10,,,,,,,,,,,36.3633,35.6075,,,58.5523
2004-08-11,,,,,,,,,,,36.2396,35.5456,,,58.5926
2004-08-12,,,,,,,,,,,35.8607,34.9813,,,58.7135
2004-08-13,,,,,,,,,,,35.7911,35.0354,,,58.8287
2004-08-16,,,,,,,,,,,36.0308,35.5224,,,58.7596
2004-08-17,,,,,,,,,,,36.6494,35.793,,,58.9323
2004-08-18,,,,,,,,,,,37.1442,36.4269,,,58.7423
2004-08-19,,,,,,,,,,,36.9123,36.195,,,58.9381
2004-08-20,,,,,,,,,,,37.3762,36.7671,,,58.7653
2004-08-23,,,,,,,,,,,37.2757,36.7748,,,58.7826
2004-08-24,,,,,,,,,,,37.2138,36.6743,,,58.7884
2004-08-25,,,,,,,,,,,37.5463,36.9217,,,58.7941
2004-08-26,,,,,,,,,,,37.6236,36.883,,,58.9035
2004-08-27,,,,,,,,,,,37.8014,37.1072,,,58.9439
2004-08-30,,,,,,,,,,,37.554,36.7284,,,59.0014
2004-08-31,,,,,,,,,,,37.3916,36.6047,,,59.0014
2004-09-01,,,,,,,,,,,37.786,37.1381,,,59.2141
2004-09-02,,,,,,,,,,,38.1814,37.5556,,,58.9773
2004-09-03,,,,,,,,,,,38.103,37.4474,,,58.9484
2004-09-07,,,,,,,,,,,38.3427,37.7334,,,58.9426
2004-09-08,,,,,,,,,,,38.1648,37.5633,,,59.1217
2004-09-09,,,,,,,,,,,38.3195,37.9499,,,59.0639
2004-09-10,,,,,,,,,,,38.5282,38.2127,,,59.191
2004-09-13,,,,,,,,,,,38.6442,38.3828,,,59.2488
2004-09-14,,,,,,,,,,,38.7293,38.29,,,59.3123
2004-09-15,,,,,,,,,,,38.4896,38.0504,,,59.2776
2004-09-16,,,,,,,,,,,38.7215,38.4214,,,59.4567
2004-09-17,,,,,,,,,,,38.8452,38.4755,,,59.2083
2004-09-20,,,,,,,,,,,38.7447,38.406,,,59.4625
2004-09-21,,,,,,,,,,,39.0385,38.7152,,,59.4451
2004-09-22,,,,,,,,,,,38.6674,38.1509,,,59.6415
2004-09-23,,,,,,,,,,,38.6133,38.1431,,,59.4625
2004-09-24,,,,,,,,,,,38.6519,38.1354,,,59.4798
2004-09-27,,,,,,,,,,,38.4664,37.7489,,,59.4625
